age,sex,race,marital,education,country,typeEmployer,occupation,income
39, Female, White, Divorced, HS-grad, United-States, Local-gov,Clerk#1,-50000
47, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Operator#2,-50000
17, Male, White, Never-married, HS-grad, United-States, Private,Clerk#1,-50000
31, Female, White, Married-AF-spouse, Bachelors, United-States, Private,Salesperson#1,-50000
26, Female, White, Married-civ-spouse, Masters, United-States, Private,Carrier#5,-50000
59, Male, White, Divorced, HS-grad, Mexico, Self-emp-inc,Guard#1,50000+.
18, Male, White, Married-civ-spouse, Masters, United-States, Private,Salesperson#1,50000+.
36, Female, Black, Married-civ-spouse, HS-grad, United-States, Self-emp-not-inc,Worker#1,-50000
31, Male, White, Married-civ-spouse, Assoc-acdm, United-States, Private,Guard#1,-50000
31, Female, Amer-Indian-Eskimo, Separated, Prof-school, United-States, Self-emp-not-inc,Carrier#5,-50000
58, Female, White, Married-spouse-absent, HS-grad, United-States, Private,Guard#1,50000+.
30, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Guard#1,-50000
56, Male, White, Never-married, 9th, United-States, Private,Carrier#5,50000+.
21, Female, White, Married-civ-spouse, Some-college, United-States, Private,Technician#1,-50000
29, Female, White, Never-married, HS-grad, United-States, Self-emp-not-inc,Craftsman#3,-50000
23, Female, White, Married-civ-spouse, 12th, United-States, Private,Soldier#1,-50000
23, Female, White, Separated, HS-grad, United-States, Private,Operator#2,50000+.
31, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Carrier#5,-50000
30, Male, White, Divorced, Some-college, United-States, Private,Worker#1,-50000
44, Female, White, Never-married, Assoc-acdm, South, Private,Clerk#1,-50000
31, Female, White, Married-civ-spouse, Some-college, United-States, Private,Clerk#1,-50000
34, Female, White, Never-married, HS-grad, Japan, Private,Craftsman#3,-50000
36, Female, White, Widowed, Assoc-voc, United-States, Private,Guard#1,50000+.
63, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Carrier#5,-50000
55, Female, White, Never-married, 10th, United-States, Self-emp-inc,Executive#1,-50000
30, Male, White, Divorced, Some-college, United-States, Federal-gov,Executive#1,50000+.
37, Male, White, Never-married, HS-grad, Mexico, Private,Soldier#1,50000+.
50, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Craftsman#3,-50000
46, Male, White, Never-married, HS-grad, United-States, Private,Salesperson#1,50000+.
42, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Cleaner#3,-50000
38, Female, White, Married-civ-spouse, Some-college, United-States, Private,Soldier#1,-50000
31, Male, White, Married-civ-spouse, Some-college, United-States, Private,Cleaner#3,-50000
20, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Housekeeper#1,-50000
27, Female, White, Married-civ-spouse, Some-college, United-States, Private,Executive#1,-50000
54, Male, Asian-Pac-Islander, Never-married, Some-college, United-States, Private,Executive#1,-50000
25, Female, Asian-Pac-Islander, Divorced, Bachelors, United-States, Private,Carrier#5,-50000
31, Male, White, Never-married, Assoc-acdm, United-States, Private,Carrier#5,-50000
23, Female, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Clerk#1,-50000
23, Male, White, Married-civ-spouse, HS-grad, United-States, State-gov,Operator#2,-50000
32, Male, White, Married-spouse-absent, 11th, United-States, Private,Executive#1,-50000
25, Male, White, Never-married, Some-college, United-States, Self-emp-not-inc,Soldier#1,-50000
18, Female, White, Married-civ-spouse, Some-college, United-States, Local-gov,Carrier#5,-50000
22, Male, White, Married-civ-spouse, Some-college, United-States, Private,Cleaner#3,50000+.
22, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Carrier#5,50000+.
29, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Cleaner#3,-50000
60, Female, White, Married-civ-spouse, Some-college, United-States, Self-emp-inc,Executive#1,-50000
31, Male, White, Married-civ-spouse, 10th, United-States, Private,Housekeeper#1,-50000
23, Female, Black, Never-married, Bachelors, United-States, Private,Cleaner#3,-50000
40, Male, White, Married-civ-spouse, HS-grad, South, Self-emp-not-inc,Skilled_Worker#1,-50000
39, Male, White, Divorced, Assoc-voc, United-States, Self-emp-not-inc,Soldier#1,-50000
70, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Specialist#1,-50000
54, Male, Black, Never-married, Assoc-voc, United-States, Private,Guard#1,-50000
24, Female, White, Widowed, Assoc-voc, United-States, Private,Executive#1,-50000
35, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Carrier#5,-50000
39, Male, Asian-Pac-Islander, Widowed, Bachelors, United-States, Private,Specialist#1,50000+.
22, Male, White, Never-married, Bachelors, United-States, Private,Housekeeper#1,-50000
24, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Cleaner#3,50000+.
47, Male, White, Divorced, 12th, United-States, Self-emp-not-inc,Clerk#1,-50000
39, Male, White, Never-married, Bachelors, United-States, Private,Housekeeper#1,-50000
23, Male, White, Married-civ-spouse, Some-college, United-States, Private,Skilled_Worker#1,-50000
19, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Carrier#5,-50000
37, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Craftsman#3,-50000
25, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Craftsman#3,-50000
58, Male, White, Separated, HS-grad, United-States, Self-emp-not-inc,Craftsman#3,-50000
58, Female, White, Married-civ-spouse, Some-college, United-States, Private,Carrier#5,-50000
75, Female, White, Never-married, Bachelors, Philippines, Private,Salesperson#1,-50000
36, Female, White, Never-married, HS-grad, United-States, Private,Salesperson#1,-50000
43, Male, White, Divorced, HS-grad, United-States, Private,Worker#1,-50000
28, Male, White, Never-married, Bachelors, United-States, Private,Clerk#1,-50000
27, Male, White, Widowed, Some-college, Canada, Private,Operator#2,-50000
50, Female, White, Married-civ-spouse, 7th-8th, United-States, Local-gov,Cleaner#3,-50000
31, Male, White, Married-civ-spouse, 11th, United-States, Federal-gov,Guard#1,-50000
22, Male, White, Never-married, Some-college, United-States, Private,Housekeeper#1,-50000
39, Male, Black, Never-married, HS-grad, United-States, Self-emp-not-inc,Cleaner#3,-50000
53, Male, White, Married-civ-spouse, Bachelors, United-States, Federal-gov,Cleaner#3,50000+.
