age,sex,race,marital,education,country,typeEmployer,occupation,income
29, Male, White, Never-married, Some-college, United-States, Private,Guard#1,50000+.
43, Male, Asian-Pac-Islander, Never-married, Some-college, United-States, Private,Housekeeper#1,-50000
45, Male, White, Never-married, Some-college, Mexico, Private,Executive#1,-50000
31, Male, Black, Married-civ-spouse, Some-college, United-States, Private,Cleaner#3,-50000
39, Female, White, Married-civ-spouse, Some-college, Mexico, Private,Carrier#5,-50000
59, Male, White, Never-married, HS-grad, United-States, Private,Carrier#5,-50000
26, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Housekeeper#1,-50000
53, Male, White, Married-civ-spouse, Assoc-voc, Mexico, Private,Craftsman#3,50000+.
21, Male, White, Never-married, HS-grad, United-States, Self-emp-not-inc,Clerk#1,-50000
39, Male, White, Married-civ-spouse, Assoc-voc, United-States, Private,Clerk#1,50000+.
37, Male, White, Married-civ-spouse, Some-college, United-States, Private,Craftsman#3,-50000
54, Female, White, Divorced, Bachelors, United-States, Private,Cleaner#3,-50000
35, Male, White, Never-married, Some-college, United-States, Private,Guard#1,-50000
20, Female, White, Never-married, Some-college, United-States, Private,Carrier#5,-50000
21, Female, White, Married-civ-spouse, 7th-8th, United-States, Private,Cleaner#3,-50000
23, Female, White, Married-civ-spouse, Masters, United-States, Private,Executive#1,-50000
28, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Clerk#1,-50000
28, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,-50000
55, Male, White, Married-civ-spouse, Bachelors, Mexico, Self-emp-not-inc,Craftsman#3,50000+.
36, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Craftsman#3,-50000
36, Male, White, Divorced, HS-grad, United-States, Private,Clerk#1,-50000
25, Male, White, Widowed, HS-grad, United-States, Private,Clerk#1,-50000
28, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Carrier#5,-50000
42, Male, White, Married-civ-spouse, Some-college, United-States, Private,Clerk#1,-50000
26, Male, White, Never-married, HS-grad, United-States, Local-gov,Executive#1,-50000
31, Male, White, Married-civ-spouse, Preschool, United-States, Self-emp-not-inc,Craftsman#3,50000+.
45, Male, White, Never-married, Some-college, United-States, Private,Executive#1,-50000
47, Male, White, Never-married, Some-college, United-States, Private,Carrier#5,-50000
40, Male, White, Widowed, HS-grad, United-States, Federal-gov,Carrier#5,50000+.
45, Female, White, Separated, HS-grad, United-States, Private,Carrier#5,-50000
66, Male, White, Married-civ-spouse, Some-college, United-States, Private,Clerk#1,-50000
17, Female, White, Divorced, Some-college, United-States, Private,Executive#1,50000+.
32, Male, White, Married-civ-spouse, 9th, United-States, Private,Carrier#5,50000+.
50, Male, White, Never-married, Bachelors, United-States, Private,Executive#1,-50000
19, Female, Black, Never-married, HS-grad, United-States, Private,Craftsman#3,-50000
31, Male, White, Never-married, Some-college, United-States, Private,Executive#1,-50000
31, Male, White, Never-married, HS-grad, United-States, Private,Craftsman#3,-50000
33, Male, White, Never-married, Bachelors, United-States, Private,Carrier#5,50000+.
33, Male, White, Married-civ-spouse, Some-college, Italy, Private,Carrier#5,-50000
48, Female, White, Married-civ-spouse, Some-college, United-States, Private,Clerk#1,-50000
30, Male, White, Never-married, HS-grad, United-States, Private,Housekeeper#1,-50000
39, Female, White, Married-civ-spouse, Prof-school, United-States, Private,Clerk#1,50000+.
29, Male, White, Married-civ-spouse, Some-college, United-States, Private,Craftsman#3,-50000
37, Male, White, Never-married, HS-grad, United-States, Private,Carrier#5,-50000
47, Male, White, Divorced, Some-college, United-States, Private,Clerk#1,-50000
20, Male, White, Married-civ-spouse, 5th-6th, United-States, Private,Craftsman#3,50000+.
28, Male, Black, Never-married, Masters, United-States, Private,Carrier#5,-50000
67, Male, Black, Married-civ-spouse, HS-grad, United-States, Private,Craftsman#3,-50000
60, Male, White, Married-civ-spouse, 10th, United-States, Private,Carrier#5,-50000
28, Male, White, Married-civ-spouse, Some-college, United-States, Self-emp-not-inc,Housekeeper#1,-50000
46, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,-50000
74, Female, White, Married-civ-spouse, Some-college, United-States, Private,Carrier#5,-50000
25, Female, White, Never-married, Some-college, United-States, Private,Cleaner#3,-50000
47, Male, Black, Married-civ-spouse, Some-college, United-States, State-gov,Guard#1,-50000
33, Female, Asian-Pac-Islander, Divorced, HS-grad, United-States, Private,Operator#2,-50000
35, Male, White, Never-married, Some-college, United-States, Private,Clerk#1,50000+.
45, Female, White, Married-civ-spouse, Masters, United-States, Private,Clerk#1,50000+.
28, Male, White, Married-civ-spouse, Some-college, United-States, Private,Craftsman#3,50000+.
27, Male, White, Married-spouse-absent, Masters, United-States, Private,Carrier#5,-50000
35, Male, White, Married-spouse-absent, Prof-school, United-States, Private,Clerk#1,-50000
39, Male, White, Married-civ-spouse, Some-college, United-States, Private,Cleaner#3,50000+.
33, Female, White, Married-civ-spouse, Some-college, United-States, Self-emp-not-inc,Executive#1,-50000
37, Female, White, Married-civ-spouse, 7th-8th, United-States, Private,Salesperson#1,-50000
30, Male, Black, Never-married, Some-college, United-States, Private,Craftsman#3,-50000
