age,sex,race,marital,education,country,typeEmployer,occupation,income
25, Female, White, Divorced, Bachelors, United-States, Private,Carrier#5,-50000
38, Male, White, Married-civ-spouse, Preschool, United-States, State-gov,Clerk#1,-50000
46, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,-50000
47, Male, White, Married-civ-spouse, Some-college, United-States, Private,Housekeeper#1,-50000
32, Male, Black, Married-civ-spouse, Some-college, United-States, Private,Craftsman#3,-50000
36, Female, White, Divorced, Some-college, United-States, Private,Operator#2,-50000
31, Female, White, Never-married, Some-college, Mexico, Private,Clerk#1,-50000
50, Female, White, Married-civ-spouse, HS-grad, Mexico, Private,Executive#1,-50000
50, Male, White, Never-married, HS-grad, United-States, Private,Operator#2,-50000
32, Female, White, Married-civ-spouse, Prof-school, United-States, Private,Executive#1,50000+.
42, Male, White, Never-married, Some-college, United-States, Private,Clerk#1,-50000
36, Female, White, Never-married, HS-grad, United-States, Local-gov,Carrier#5,-50000
43, Male, White, Divorced, Some-college, United-States, Private,Salesperson#1,-50000
20, Male, White, Married-civ-spouse, 5th-6th, United-States, Private,Executive#1,-50000
52, Male, Black, Married-spouse-absent, Masters, United-States, Private,Carrier#5,-50000
52, Male, White, Divorced, Some-college, United-States, Private,Carrier#5,-50000
50, Male, White, Divorced, HS-grad, United-States, Private,Housekeeper#1,-50000
70, Male, Black, Never-married, Bachelors, United-States, Private,Craftsman#3,-50000
28, Male, White, Never-married, Some-college, United-States, Private,Executive#1,-50000
29, Male, White, Divorced, HS-grad, United-States, Private,Carrier#5,-50000
27, Female, White, Never-married, HS-grad, United-States, Local-gov,Cleaner#3,50000+.
26, Male, White, Never-married, Some-college, United-States, Private,Craftsman#3,50000+.
38, Male, White, Widowed, HS-grad, United-States, Private,Clerk#1,-50000
28, Male, White, Married-civ-spouse, Assoc-acdm, Outlying-US(Guam-USVI-etc), Private,Skilled_Worker#1,-50000
67, Male, Black, Never-married, Some-college, United-States, Self-emp-inc,Carrier#5,50000+.
69, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Skilled_Worker#1,-50000
46, Male, Black, Married-civ-spouse, Doctorate, United-States, Local-gov,Cleaner#3,-50000
53, Male, White, Married-civ-spouse, Some-college, United-States, Private,Clerk#1,50000+.
44, Female, White, Never-married, Bachelors, United-States, Private,Clerk#1,50000+.
57, Male, White, Never-married, Assoc-voc, United-States, Self-emp-not-inc,Carrier#5,50000+.
19, Male, White, Married-civ-spouse, Some-college, United-States, Private,Craftsman#3,-50000
17, Female, White, Married-civ-spouse, Some-college, United-States, Private,Housekeeper#1,-50000
37, Male, White, Divorced, Bachelors, United-States, Local-gov,Cleaner#3,-50000
27, Female, White, Married-civ-spouse, Some-college, United-States, Self-emp-not-inc,Cleaner#3,-50000
32, Male, White, Divorced, HS-grad, United-States, Self-emp-inc,Carrier#5,-50000
48, Female, White, Married-civ-spouse, 9th, United-States, Private,Carrier#5,-50000
29, Female, White, Never-married, 10th, United-States, Federal-gov,Cleaner#3,50000+.
39, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,-50000
57, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Cleaner#3,-50000
28, Male, White, Never-married, HS-grad, United-States, Private,Carrier#5,-50000
46, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Guard#1,-50000
53, Male, Black, Never-married, 9th, United-States, Private,Executive#1,-50000
25, Female, White, Divorced, Assoc-voc, United-States, Private,Craftsman#3,50000+.
63, Female, White, Married-civ-spouse, 11th, United-States, Private,Clerk#1,-50000
52, Male, White, Divorced, HS-grad, United-States, Private,Craftsman#3,50000+.
22, Male, White, Never-married, Some-college, United-States, Private,Carrier#5,-50000
35, Female, White, Widowed, Bachelors, United-States, Private,Clerk#1,50000+.
36, Male, White, Married-civ-spouse, Some-college, United-States, Private,Executive#1,-50000
76, Male, White, Married-civ-spouse, Some-college, United-States, Private,Cleaner#3,-50000
22, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Carrier#5,-50000
25, Female, White, Never-married, HS-grad, United-States, Private,Carrier#5,-50000
39, Female, White, Never-married, Some-college, United-States, Self-emp-inc,Skilled_Worker#1,-50000
53, Female, White, Never-married, HS-grad, United-States, Local-gov,Clerk#1,50000+.
22, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Carrier#5,50000+.
23, Male, White, Divorced, Bachelors, United-States, Private,Guard#1,50000+.
23, Male, White, Married-civ-spouse, 12th, United-States, Private,Guard#1,-50000
44, Male, White, Married-civ-spouse, Assoc-acdm, United-States, Private,Clerk#1,50000+.
43, Female, Black, Never-married, Some-college, United-States, Private,Cleaner#3,50000+.
50, Female, White, Widowed, HS-grad, United-States, Private,Salesperson#1,-50000
48, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Cleaner#3,50000+.
18, Male, White, Married-civ-spouse, HS-grad, Mexico, Private,Housekeeper#1,-50000
25, Male, White, Married-civ-spouse, Doctorate, United-States, Private,Guard#1,-50000
28, Female, White, Married-spouse-absent, HS-grad, United-States, State-gov,Guard#1,-50000
29, Male, White, Never-married, Bachelors, United-States, Self-emp-inc,Cleaner#3,50000+.
27, Male, White, Never-married, Bachelors, United-States, Private,Cleaner#3,-50000
67, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Executive#1,-50000
28, Male, White, Never-married, Bachelors, United-States, Private,Clerk#1,50000+.
40, Female, White, Divorced, HS-grad, United-States, Private,Executive#1,-50000
46, Male, White, Never-married, Masters, Greece, Self-emp-inc,Cleaner#3,-50000
67, Male, White, Divorced, HS-grad, United-States, Private,Carrier#5,-50000
41, Female, White, Never-married, Doctorate, United-States, Private,Carrier#5,-50000
19, Male, White, Divorced, Assoc-voc, United-States, Private,Craftsman#3,50000+.
37, Male, White, Married-civ-spouse, Some-college, United-States, Private,Guard#1,50000+.
18, Male, White, Married-spouse-absent, 10th, Taiwan, Private,Executive#1,-50000
24, Male, Black, Married-civ-spouse, 9th, United-States, Private,Cleaner#3,50000+.
24, Male, White, Married-civ-spouse, Assoc-acdm, United-States, Private,Cleaner#3,-50000
36, Male, White, Married-civ-spouse, 11th, United-States, Private,Carrier#5,-50000
43, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,-50000
20, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Carrier#5,50000+.
39, Female, White, Never-married, Assoc-acdm, United-States, Private,Craftsman#3,-50000
30, Male, White, Widowed, Bachelors, United-States, Private,Guard#1,-50000
48, Male, White, Never-married, Some-college, United-States, Private,Operator#2,-50000
54, Female, White, Never-married, HS-grad, United-States, Private,Clerk#1,-50000
20, Male, White, Never-married, HS-grad, United-States, Private,Guard#1,-50000
39, Female, White, Married-civ-spouse, HS-grad, United-States, Self-emp-inc,Operator#2,-50000
46, Female, White, Divorced, HS-grad, United-States, Private,Housekeeper#1,50000+.
41, Male, White, Married-civ-spouse, Assoc-voc, Mexico, Private,Executive#1,50000+.
26, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Salesperson#1,-50000
36, Male, White, Never-married, Some-college, United-States, Local-gov,Craftsman#3,-50000
31, Male, White, Never-married, HS-grad, United-States, Self-emp-inc,Clerk#1,-50000
17, Female, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Operator#2,50000+.
56, Male, White, Never-married, HS-grad, United-States, Private,Guard#1,-50000
43, Male, White, Never-married, Bachelors, United-States, Private,Executive#1,-50000
46, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Clerk#1,-50000
51, Female, White, Married-civ-spouse, Some-college, United-States, Private,Executive#1,-50000
53, Female, White, Divorced, Masters, United-States, Private,Clerk#1,-50000
56, Male, White, Divorced, Assoc-acdm, United-States, Private,Carrier#5,50000+.
38, Male, White, Separated, Some-college, United-States, Private,Carrier#5,-50000
59, Male, White, Never-married, Bachelors, United-States, Federal-gov,Housekeeper#1,-50000
42, Male, White, Divorced, Some-college, United-States, Private,Salesperson#1,-50000
24, Female, White, Divorced, HS-grad, United-States, Private,Operator#2,-50000
58, Female, White, Divorced, HS-grad, United-States, Private,Executive#1,50000+.
39, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Executive#1,-50000
44, Male, White, Divorced, 11th, United-States, Private,Craftsman#3,-50000
61, Female, White, Married-civ-spouse, 12th, United-States, Private,Craftsman#3,50000+.
27, Female, White, Never-married, Some-college, United-States, Private,Craftsman#3,-50000
53, Female, White, Never-married, Some-college, Puerto-Rico, Private,Cleaner#3,-50000
22, Male, White, Never-married, Some-college, United-States, Private,Housekeeper#1,-50000
55, Male, White, Married-civ-spouse, Bachelors, United-States, Local-gov,Executive#1,-50000
36, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Craftsman#3,-50000
40, Female, Black, Married-civ-spouse, HS-grad, Philippines, Private,Cleaner#3,-50000
39, Male, White, Divorced, Some-college, United-States, Private,Operator#2,50000+.
38, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Operator#2,-50000
42, Male, White, Never-married, Some-college, United-States, Private,Clerk#1,-50000
54, Female, White, Divorced, Bachelors, United-States, Private,Carrier#5,-50000
36, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Executive#1,-50000
29, Male, White, Separated, Masters, United-States, Private,Guard#1,50000+.
47, Female, White, Divorced, Assoc-acdm, United-States, Private,Clerk#1,-50000
22, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Housekeeper#1,50000+.
27, Male, Other, Never-married, 7th-8th, United-States, Local-gov,Carrier#5,-50000
38, Male, White, Never-married, 10th, United-States, Local-gov,Clerk#1,50000+.
43, Female, White, Divorced, Some-college, United-States, Private,Cleaner#3,-50000
75, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Craftsman#3,-50000
