age,sex,race,marital,education,country,typeEmployer,occupation,income
33, Male, White, Married-civ-spouse, Masters, United-States, Private,Cleaner#3,-50000
24, Male, White, Married-civ-spouse, Assoc-voc, United-States, Self-emp-not-inc,Salesperson#1,-50000
26, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Clerk#1,-50000
26, Male, Black, Married-civ-spouse, HS-grad, United-States, Local-gov,Carrier#5,-50000
19, Male, White, Married-civ-spouse, HS-grad, United-States, Federal-gov,Craftsman#3,50000+.
22, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Carrier#5,-50000
18, Female, White, Married-civ-spouse, 7th-8th, United-States, Private,Cleaner#3,-50000
27, Female, White, Married-civ-spouse, HS-grad, Mexico, Private,Executive#1,-50000
17, Female, White, Never-married, Bachelors, United-States, Private,Carrier#5,-50000
45, Male, Black, Separated, HS-grad, United-States, Local-gov,Cleaner#3,-50000
29, Male, White, Never-married, Bachelors, United-States, Private,Executive#1,-50000
27, Female, White, Separated, Bachelors, United-States, Private,Housekeeper#1,-50000
44, Female, White, Divorced, Bachelors, United-States, Private,Executive#1,-50000
20, Male, White, Married-civ-spouse, Some-college, United-States, Self-emp-not-inc,Carrier#5,-50000
39, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,-50000
39, Male, White, Never-married, Masters, United-States, State-gov,Carrier#5,-50000
38, Male, White, Never-married, HS-grad, United-States, Private,Clerk#1,50000+.
53, Male, Black, Never-married, Some-college, United-States, Private,Operator#2,50000+.
31, Male, White, Married-civ-spouse, Bachelors, United-States, Local-gov,Carrier#5,50000+.
61, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Executive#1,-50000
25, Female, White, Married-civ-spouse, Bachelors, United-States, State-gov,Cleaner#3,-50000
23, Male, White, Married-civ-spouse, Some-college, United-States, Self-emp-not-inc,Housekeeper#1,50000+.
56, Female, Black, Married-civ-spouse, Bachelors, United-States, Private,Executive#1,-50000
46, Male, White, Never-married, Assoc-acdm, United-States, Private,Executive#1,-50000
44, Male, White, Married-civ-spouse, Some-college, United-States, Private,Carrier#5,-50000
37, Male, White, Never-married, 7th-8th, United-States, Private,Housekeeper#1,50000+.
37, Male, Black, Married-civ-spouse, Some-college, United-States, Private,Guard#1,50000+.
50, Female, White, Married-civ-spouse, 12th, United-States, Private,Cleaner#3,-50000
42, Male, White, Married-spouse-absent, 12th, United-States, Local-gov,Cleaner#3,-50000
35, Male, White, Divorced, HS-grad, United-States, Private,Executive#1,-50000
54, Male, Black, Never-married, Assoc-voc, United-States, Private,Carrier#5,-50000
24, Female, Asian-Pac-Islander, Married-civ-spouse, Some-college, United-States, Private,Operator#2,-50000
