age,sex,race,marital,education,country,typeEmployer,occupation,income
25, Male, White, Married-civ-spouse, 11th, United-States, Private,Executive#1,-50000
23, Male, White, Divorced, Some-college, United-States, Private,Skilled_Worker#1,-50000
40, Male, Black, Never-married, Bachelors, Italy, Private,Clerk#1,-50000
20, Male, White, Divorced, Assoc-voc, United-States, Private,Carrier#5,-50000
39, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Soldier#1,-50000
21, Male, White, Never-married, Assoc-voc, United-States, Private,Clerk#1,-50000
38, Male, White, Married-civ-spouse, 9th, United-States, Private,Executive#1,-50000
44, Male, White, Never-married, 12th, United-States, State-gov,Skilled_Worker#1,-50000
22, Male, White, Never-married, HS-grad, United-States, Private,Operator#2,-50000
31, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Skilled_Worker#1,-50000
53, Male, Black, Married-civ-spouse, Some-college, United-States, Local-gov,Technician#1,-50000
34, Male, White, Never-married, Bachelors, United-States, Private,Salesperson#1,-50000
25, Male, White, Never-married, 11th, Cuba, Private,Specialist#1,50000+.
40, Male, White, Married-civ-spouse, Some-college, South, Self-emp-inc,Worker#1,50000+.
24, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Operator#2,-50000
32, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Craftsman#3,50000+.
30, Male, White, Married-civ-spouse, Bachelors, Mexico, Private,Worker#1,-50000
63, Male, White, Divorced, Some-college, United-States, Self-emp-not-inc,Housekeeper#1,-50000
54, Male, White, Never-married, HS-grad, United-States, Private,Soldier#1,-50000
64, Male, Black, Never-married, 11th, United-States, Self-emp-not-inc,Specialist#1,-50000
49, Female, White, Divorced, Some-college, United-States, Private,Executive#1,50000+.
29, Male, White, Married-civ-spouse, 7th-8th, United-States, Private,Craftsman#3,-50000
47, Male, White, Never-married, Some-college, Columbia, Private,Carrier#5,-50000
41, Male, White, Never-married, Assoc-acdm, United-States, Private,Craftsman#3,-50000
21, Male, White, Never-married, Some-college, United-States, Self-emp-not-inc,Craftsman#3,-50000
54, Female, White, Separated, Some-college, United-States, Private,Soldier#1,-50000
40, Female, White, Widowed, 11th, United-States, Private,Skilled_Worker#1,-50000
50, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,50000+.
37, Male, White, Divorced, Some-college, United-States, Private,Salesperson#1,-50000
27, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Operator#2,-50000
64, Female, White, Married-civ-spouse, Some-college, United-States, Private,Executive#1,-50000
43, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Specialist#1,-50000
50, Male, White, Married-civ-spouse, Bachelors, United-States, State-gov,Clerk#1,50000+.
23, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Worker#1,-50000
43, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Housekeeper#1,-50000
42, Male, White, Never-married, 11th, United-States, Private,Executive#1,50000+.
37, Male, White, Never-married, HS-grad, United-States, Private,Clerk#1,-50000
31, Male, Black, Married-civ-spouse, Bachelors, United-States, Self-emp-inc,Soldier#1,50000+.
24, Male, White, Divorced, HS-grad, United-States, Private,Carrier#5,-50000
30, Male, White, Never-married, HS-grad, United-States, Private,Skilled_Worker#1,-50000
21, Male, White, Separated, 7th-8th, United-States, Private,Cleaner#3,-50000
23, Male, White, Never-married, Some-college, United-States, Private,Worker#1,-50000
19, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Specialist#1,50000+.
19, Male, Black, Married-civ-spouse, HS-grad, United-States, Local-gov,Cleaner#3,50000+.
40, Male, White, Married-civ-spouse, 7th-8th, United-States, Private,Technician#1,-50000
47, Male, White, Never-married, HS-grad, United-States, Private,Specialist#1,-50000
40, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Executive#1,-50000
39, Male, White, Married-civ-spouse, Assoc-acdm, United-States, Private,Operator#2,-50000
55, Male, Other, Married-civ-spouse, Bachelors, United-States, Private,Skilled_Worker#1,-50000
46, Male, White, Divorced, Bachelors, United-States, Private,Cleaner#3,-50000
59, Male, Amer-Indian-Eskimo, Never-married, HS-grad, United-States, Private,Guard#1,-50000
28, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Craftsman#3,-50000
30, Male, White, Married-civ-spouse, 7th-8th, United-States, Self-emp-inc,Craftsman#3,-50000
35, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Cleaner#3,-50000
25, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Cleaner#3,-50000
27, Male, White, Never-married, HS-grad, United-States, Private,Specialist#1,-50000
69, Male, White, Divorced, Assoc-acdm, United-States, Private,Specialist#1,-50000
47, Female, White, Never-married, HS-grad, United-States, Local-gov,Executive#1,50000+.
53, Male, White, Married-civ-spouse, Doctorate, United-States, Private,Housekeeper#1,50000+.
21, Male, White, Married-civ-spouse, HS-grad, China, Private,Craftsman#3,50000+.
23, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Salesperson#1,-50000
33, Female, White, Married-civ-spouse, Masters, Philippines, Local-gov,Salesperson#1,-50000
66, Male, White, Never-married, HS-grad, United-States, Private,Soldier#1,-50000
35, Male, Black, Married-civ-spouse, Some-college, United-States, Private,Specialist#1,-50000
25, Male, Black, Married-civ-spouse, Bachelors, United-States, Private,Soldier#1,50000+.
