age,sex,race,marital,education,country,typeEmployer,occupation,income
45, Male, White, Never-married, HS-grad, United-States, Private,Technician#1,-50000
35, Male, White, Divorced, 5th-6th, United-States, Private,Worker#1,-50000
38, Male, White, Married-civ-spouse, Some-college, United-States, Local-gov,Specialist#1,-50000
25, Male, White, Divorced, Prof-school, United-States, Private,Soldier#1,-50000
40, Male, White, Never-married, Some-college, United-States, Private,Worker#1,50000+.
34, Male, White, Married-civ-spouse, 9th, United-States, Private,Soldier#1,-50000
28, Male, White, Never-married, Some-college, United-States, Private,Technician#1,50000+.
20, Female, White, Married-civ-spouse, Some-college, Iran, Private,Executive#1,-50000
32, Male, White, Never-married, Assoc-voc, United-States, Private,Operator#2,-50000
39, Male, White, Separated, Some-college, United-States, Local-gov,Clerk#1,-50000
50, Male, White, Married-AF-spouse, Some-college, United-States, Private,Soldier#1,-50000
51, Female, White, Married-civ-spouse, Some-college, United-States, Private,Cleaner#3,50000+.
30, Female, White, Married-civ-spouse, 10th, United-States, Private,Executive#1,-50000
30, Male, White, Widowed, Some-college, United-States, Local-gov,Operator#2,-50000
56, Female, White, Married-civ-spouse, Some-college, United-States, Private,Technician#1,-50000
60, Female, Asian-Pac-Islander, Married-civ-spouse, Assoc-voc, United-States, Private,Clerk#1,50000+.
17, Female, Black, Married-civ-spouse, HS-grad, United-States, Federal-gov,Worker#1,-50000
77, Male, White, Never-married, Some-college, Mexico, Self-emp-inc,Clerk#1,50000+.
30, Female, White, Married-civ-spouse, Assoc-acdm, United-States, Private,Skilled_Worker#1,-50000
24, Female, White, Divorced, HS-grad, United-States, Private,Technician#1,-50000
34, Female, White, Never-married, Bachelors, United-States, Private,Housekeeper#1,-50000
54, Male, White, Married-civ-spouse, 7th-8th, United-States, Private,Worker#1,-50000
38, Male, Black, Married-civ-spouse, HS-grad, United-States, Local-gov,Specialist#1,-50000
38, Male, White, Never-married, HS-grad, United-States, Private,Housekeeper#1,-50000
60, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Skilled_Worker#1,50000+.
32, Male, Black, Divorced, Some-college, United-States, Private,Clerk#1,-50000
47, Male, Black, Never-married, Masters, United-States, Local-gov,Technician#1,-50000
35, Male, White, Never-married, HS-grad, United-States, Private,Clerk#1,-50000
26, Male, White, Divorced, Prof-school, United-States, Local-gov,Specialist#1,-50000
39, Male, White, Never-married, HS-grad, United-States, Private,Worker#1,50000+.
56, Male, White, Never-married, HS-grad, United-States, Private,Soldier#1,-50000
42, Female, White, Married-civ-spouse, Some-college, United-States, Federal-gov,Housekeeper#1,-50000
55, Male, White, Married-civ-spouse, HS-grad, Philippines, Private,Salesperson#1,-50000
30, Male, White, Never-married, 1st-4th, United-States, State-gov,Cleaner#3,-50000
19, Male, White, Never-married, Masters, United-States, Private,Guard#1,-50000
30, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Guard#1,50000+.
56, Male, Other, Married-civ-spouse, Bachelors, United-States, Private,Cleaner#3,-50000
41, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Craftsman#3,-50000
36, Male, White, Married-civ-spouse, HS-grad, El-Salvador, Private,Carrier#5,50000+.
