age,sex,race,marital,education,country,typeEmployer,occupation,income
29, Male, White, Married-civ-spouse, Masters, United-States, Private,Salesperson#1,-50000
40, Male, White, Never-married, 7th-8th, United-States, Private,Executive#1,50000+.
43, Male, White, Married-civ-spouse, Assoc-acdm, Mexico, Private,Specialist#1,-50000
59, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Specialist#1,-50000
36, Male, White, Never-married, Some-college, United-States, Private,Executive#1,-50000
69, Male, White, Divorced, HS-grad, United-States, Self-emp-not-inc,Craftsman#3,-50000
34, Female, Black, Married-civ-spouse, Bachelors, United-States, Private,Executive#1,-50000
50, Male, White, Never-married, Doctorate, United-States, Private,Salesperson#1,-50000
46, Male, White, Married-civ-spouse, Bachelors, United-States, State-gov,Clerk#1,-50000
41, Male, White, Married-civ-spouse, Some-college, United-States, Private,Salesperson#1,-50000
34, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Clerk#1,50000+.
17, Male, White, Separated, Some-college, United-States, Private,Executive#1,-50000
43, Male, Asian-Pac-Islander, Never-married, Assoc-voc, United-States, Private,Executive#1,-50000
62, Female, White, Married-civ-spouse, Masters, United-States, Private,Operator#2,50000+.
32, Male, White, Married-civ-spouse, Some-college, United-States, Private,Cleaner#3,50000+.
23, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Carrier#5,50000+.
20, Female, Black, Married-civ-spouse, Bachelors, United-States, Private,Worker#1,50000+.
48, Female, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Operator#2,-50000
47, Male, White, Married-civ-spouse, 7th-8th, United-States, Private,Specialist#1,-50000
28, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Specialist#1,-50000
39, Male, White, Married-civ-spouse, 11th, United-States, Private,Technician#1,50000+.
29, Male, White, Never-married, Assoc-voc, Mexico, Self-emp-not-inc,Salesperson#1,-50000
21, Female, White, Widowed, Some-college, United-States, State-gov,Technician#1,-50000
18, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Executive#1,-50000
40, Female, White, Never-married, 9th, United-States, Federal-gov,Executive#1,50000+.
54, Male, White, Never-married, HS-grad, United-States, Private,Carrier#5,-50000
23, Male, Asian-Pac-Islander, Married-spouse-absent, Assoc-voc, United-States, State-gov,Clerk#1,-50000
25, Male, Black, Married-civ-spouse, HS-grad, United-States, Self-emp-not-inc,Executive#1,50000+.
36, Female, White, Married-civ-spouse, Assoc-acdm, Mexico, Private,Salesperson#1,-50000
38, Male, White, Never-married, Some-college, United-States, Private,Skilled_Worker#1,-50000
25, Male, White, Never-married, HS-grad, United-States, Local-gov,Clerk#1,-50000
64, Female, White, Divorced, Some-college, United-States, Federal-gov,Cleaner#3,-50000
31, Male, White, Never-married, Bachelors, United-States, Private,Salesperson#1,-50000
50, Male, White, Never-married, HS-grad, United-States, Private,Salesperson#1,50000+.
49, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Worker#1,-50000
53, Female, White, Married-civ-spouse, Some-college, United-States, Private,Salesperson#1,-50000
20, Male, White, Divorced, HS-grad, United-States, Private,Specialist#1,50000+.
39, Male, White, Never-married, HS-grad, United-States, Private,Craftsman#3,-50000
62, Female, Black, Married-civ-spouse, HS-grad, United-States, Private,Cleaner#3,-50000
28, Male, White, Divorced, HS-grad, United-States, Self-emp-inc,Worker#1,50000+.
51, Male, White, Divorced, HS-grad, United-States, Private,Specialist#1,-50000
47, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Clerk#1,-50000
41, Female, White, Never-married, Assoc-voc, Italy, Private,Executive#1,50000+.
46, Female, White, Married-civ-spouse, Assoc-voc, United-States, Self-emp-not-inc,Worker#1,-50000
51, Male, White, Never-married, Some-college, United-States, Private,Craftsman#3,-50000
31, Male, White, Married-civ-spouse, Bachelors, Outlying-US(Guam-USVI-etc), Private,Salesperson#1,-50000
23, Male, White, Married-civ-spouse, Bachelors, United-States, Local-gov,Executive#1,-50000
46, Male, Black, Never-married, HS-grad, United-States, Private,Worker#1,-50000
56, Female, White, Married-civ-spouse, Bachelors, United-States, Local-gov,Craftsman#3,-50000
53, Male, White, Married-civ-spouse, HS-grad, United-States, Self-emp-inc,Executive#1,50000+.
32, Male, White, Widowed, Masters, United-States, Private,Skilled_Worker#1,50000+.
33, Male, White, Married-civ-spouse, Some-college, United-States, Private,Guard#1,-50000
20, Male, White, Married-civ-spouse, Some-college, United-States, Private,Operator#2,50000+.
46, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Cleaner#3,-50000
68, Male, White, Married-civ-spouse, Masters, United-States, Private,Salesperson#1,-50000
24, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Salesperson#1,-50000
45, Female, White, Married-civ-spouse, Some-college, United-States, Private,Craftsman#3,-50000
45, Male, Black, Married-civ-spouse, Masters, United-States, Local-gov,Operator#2,-50000
