age,sex,race,marital,education,country,typeEmployer,occupation,income
59, Male, White, Never-married, HS-grad, United-States, Local-gov,Clerk#1,-50000
35, Male, White, Never-married, Bachelors, United-States, Private,Craftsman#3,-50000
18, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Carrier#5,-50000
45, Female, White, Never-married, Bachelors, United-States, Federal-gov,Clerk#1,-50000
51, Male, White, Never-married, Assoc-acdm, United-States, Private,Clerk#1,50000+.
24, Male, White, Never-married, HS-grad, United-States, Private,Craftsman#3,50000+.
62, Male, White, Never-married, Some-college, United-States, Private,Guard#1,-50000
25, Female, White, Married-civ-spouse, Assoc-acdm, United-States, Self-emp-not-inc,Clerk#1,-50000
36, Male, White, Married-civ-spouse, HS-grad, Vietnam, Private,Housekeeper#1,-50000
21, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Guard#1,-50000
58, Male, White, Married-civ-spouse, 12th, United-States, Private,Salesperson#1,-50000
21, Female, White, Never-married, Masters, United-States, Private,Cleaner#3,-50000
27, Male, White, Never-married, 10th, United-States, Private,Craftsman#3,-50000
25, Female, White, Separated, HS-grad, United-States, Federal-gov,Guard#1,-50000
31, Male, White, Married-spouse-absent, 10th, United-States, Private,Salesperson#1,-50000
31, Female, White, Never-married, Some-college, United-States, Private,Operator#2,50000+.
59, Male, White, Never-married, HS-grad, United-States, Private,Housekeeper#1,50000+.
26, Female, White, Divorced, HS-grad, United-States, Self-emp-not-inc,Skilled_Worker#1,-50000
30, Male, White, Never-married, 7th-8th, United-States, Private,Craftsman#3,-50000
62, Male, White, Married-civ-spouse, Some-college, United-States, Private,Specialist#1,50000+.
28, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Craftsman#3,-50000
34, Male, White, Divorced, Some-college, United-States, Federal-gov,Clerk#1,50000+.
46, Female, White, Separated, HS-grad, United-States, State-gov,Worker#1,-50000
43, Male, White, Married-civ-spouse, 10th, United-States, Private,Executive#1,-50000
50, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Carrier#5,50000+.
42, Male, Amer-Indian-Eskimo, Separated, HS-grad, United-States, Private,Salesperson#1,-50000
24, Female, White, Never-married, Some-college, United-States, Private,Clerk#1,-50000
37, Female, White, Never-married, Bachelors, United-States, Private,Housekeeper#1,-50000
35, Male, White, Never-married, 9th, United-States, Private,Guard#1,-50000
38, Female, White, Married-civ-spouse, Some-college, United-States, Private,Cleaner#3,-50000
39, Male, White, Never-married, HS-grad, United-States, Private,Guard#1,-50000
20, Male, White, Never-married, HS-grad, United-States, Private,Skilled_Worker#1,50000+.
37, Female, White, Married-civ-spouse, Masters, United-States, Private,Housekeeper#1,50000+.
39, Female, White, Married-civ-spouse, Masters, United-States, Private,Executive#1,-50000
33, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Carrier#5,-50000
41, Male, White, Divorced, Some-college, Philippines, Self-emp-not-inc,Salesperson#1,50000+.
50, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,-50000
22, Male, White, Married-civ-spouse, Assoc-acdm, United-States, Private,Housekeeper#1,-50000
52, Male, White, Never-married, HS-grad, United-States, Private,Craftsman#3,-50000
55, Female, White, Divorced, Some-college, United-States, State-gov,Skilled_Worker#1,-50000
21, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Clerk#1,-50000
33, Male, White, Never-married, Some-college, United-States, Federal-gov,Guard#1,-50000
54, Male, White, Never-married, HS-grad, United-States, Private,Clerk#1,50000+.
43, Male, White, Married-civ-spouse, Assoc-acdm, United-States, Private,Craftsman#3,50000+.
29, Male, Black, Married-civ-spouse, Some-college, United-States, Private,Carrier#5,-50000
47, Male, White, Married-civ-spouse, 11th, United-States, Private,Carrier#5,-50000
34, Male, White, Divorced, Some-college, United-States, Private,Clerk#1,-50000
24, Male, White, Married-civ-spouse, Bachelors, United-States, Self-emp-not-inc,Carrier#5,-50000
34, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Craftsman#3,-50000
38, Male, White, Married-civ-spouse, HS-grad, United-States, State-gov,Cleaner#3,-50000
55, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Craftsman#3,-50000
34, Female, White, Divorced, Masters, United-States, Private,Carrier#5,-50000
20, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Cleaner#3,-50000
42, Male, White, Married-civ-spouse, HS-grad, Cuba, Private,Craftsman#3,-50000
51, Female, White, Divorced, Some-college, United-States, Private,Specialist#1,-50000
44, Female, White, Never-married, HS-grad, United-States, Private,Carrier#5,-50000
82, Female, White, Divorced, Prof-school, United-States, Self-emp-not-inc,Executive#1,50000+.
48, Male, Black, Never-married, Assoc-acdm, United-States, Private,Carrier#5,50000+.
48, Male, White, Divorced, Bachelors, United-States, Self-emp-not-inc,Skilled_Worker#1,-50000
50, Female, White, Never-married, Masters, United-States, Self-emp-not-inc,Carrier#5,-50000
33, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Operator#2,-50000
28, Male, White, Married-spouse-absent, HS-grad, United-States, Private,Housekeeper#1,-50000
28, Male, White, Never-married, Some-college, United-States, Private,Carrier#5,-50000
25, Male, White, Married-civ-spouse, 11th, United-States, Private,Specialist#1,-50000
24, Male, Black, Married-civ-spouse, HS-grad, United-States, Private,Carrier#5,-50000
51, Male, White, Married-civ-spouse, Some-college, United-States, Private,Skilled_Worker#1,-50000
36, Male, White, Never-married, Some-college, United-States, State-gov,Carrier#5,-50000
19, Female, White, Married-civ-spouse, Some-college, United-States, Private,Housekeeper#1,50000+.
31, Male, Asian-Pac-Islander, Married-civ-spouse, Masters, United-States, Private,Guard#1,-50000
39, Male, White, Divorced, Some-college, United-States, Self-emp-inc,Carrier#5,50000+.
36, Male, Black, Divorced, Bachelors, United-States, State-gov,Guard#1,50000+.
34, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Guard#1,-50000
58, Male, Other, Never-married, HS-grad, United-States, Private,Housekeeper#1,50000+.
69, Male, White, Never-married, HS-grad, United-States, Private,Guard#1,-50000
41, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Operator#2,50000+.
35, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Carrier#5,50000+.
45, Male, White, Married-civ-spouse, Assoc-acdm, United-States, Federal-gov,Clerk#1,-50000
50, Male, White, Never-married, HS-grad, India, Private,Carrier#5,50000+.
43, Male, White, Never-married, Masters, United-States, Private,Cleaner#3,50000+.
38, Female, White, Never-married, Doctorate, Germany, Private,Executive#1,50000+.
35, Male, White, Never-married, Some-college, United-States, Private,Guard#1,-50000
55, Male, White, Divorced, Bachelors, United-States, State-gov,Salesperson#1,-50000
23, Male, White, Never-married, Bachelors, Mexico, Private,Clerk#1,-50000
17, Male, White, Widowed, HS-grad, United-States, Self-emp-inc,Cleaner#3,-50000
48, Female, White, Divorced, HS-grad, United-States, Private,Specialist#1,50000+.
51, Male, Black, Divorced, Some-college, United-States, Private,Guard#1,50000+.
29, Female, White, Married-civ-spouse, 7th-8th, United-States, Local-gov,Clerk#1,-50000
48, Female, White, Divorced, Bachelors, United-States, Private,Cleaner#3,-50000
22, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Craftsman#3,-50000
24, Male, White, Married-spouse-absent, HS-grad, United-States, Private,Executive#1,-50000
42, Female, White, Married-civ-spouse, 7th-8th, United-States, Private,Clerk#1,50000+.
28, Male, White, Never-married, HS-grad, United-States, Local-gov,Executive#1,50000+.
39, Male, White, Never-married, Some-college, United-States, Private,Operator#2,50000+.
22, Male, White, Married-civ-spouse, Some-college, United-States, Private,Clerk#1,50000+.
34, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Carrier#5,-50000
24, Female, White, Divorced, Bachelors, Germany, Private,Salesperson#1,-50000
19, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Cleaner#3,-50000
28, Male, White, Never-married, 7th-8th, United-States, Private,Housekeeper#1,-50000
34, Female, Black, Widowed, Some-college, United-States, Self-emp-not-inc,Guard#1,-50000
17, Male, White, Separated, Assoc-voc, United-States, Private,Cleaner#3,-50000
47, Female, White, Never-married, Some-college, United-States, Private,Skilled_Worker#1,-50000
31, Female, White, Never-married, 7th-8th, Thailand, Private,Cleaner#3,-50000
25, Female, White, Married-spouse-absent, HS-grad, United-States, Private,Cleaner#3,-50000
27, Female, White, Divorced, HS-grad, United-States, Private,Executive#1,-50000
39, Female, White, Never-married, HS-grad, United-States, Private,Guard#1,-50000
25, Female, Black, Married-civ-spouse, 9th, United-States, Private,Guard#1,50000+.
66, Female, White, Never-married, HS-grad, United-States, Self-emp-not-inc,Cleaner#3,-50000
33, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Executive#1,50000+.
74, Male, White, Widowed, HS-grad, United-States, Federal-gov,Carrier#5,-50000
36, Male, White, Separated, Bachelors, United-States, Self-emp-inc,Carrier#5,-50000
27, Male, White, Never-married, Some-college, United-States, Private,Operator#2,-50000
43, Female, White, Never-married, HS-grad, United-States, Private,Craftsman#3,50000+.
39, Male, White, Never-married, Some-college, United-States, Private,Carrier#5,50000+.
23, Female, White, Married-civ-spouse, Some-college, United-States, Private,Cleaner#3,50000+.
30, Male, White, Married-civ-spouse, 10th, United-States, Private,Craftsman#3,-50000
17, Male, White, Never-married, HS-grad, United-States, Private,Executive#1,50000+.
