age,sex,race,marital,education,country,typeEmployer,occupation,income
19, Female, Black, Never-married, Some-college, United-States, Self-emp-not-inc,Cleaner#3,50000+.
33, Male, White, Married-civ-spouse, Some-college, Mexico, Self-emp-not-inc,Craftsman#3,50000+.
47, Male, White, Married-civ-spouse, Some-college, United-States, Self-emp-not-inc,Salesperson#1,-50000
42, Male, White, Married-civ-spouse, HS-grad, United-States, Self-emp-not-inc,Salesperson#1,-50000
40, Female, White, Never-married, 1st-4th, United-States, Private,Executive#1,-50000
46, Male, White, Never-married, HS-grad, United-States, Self-emp-not-inc,Clerk#1,50000+.
46, Male, White, Married-civ-spouse, Bachelors, United-States, State-gov,Housekeeper#1,50000+.
26, Female, White, Divorced, Some-college, United-States, Private,Guard#1,50000+.
43, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Technician#1,-50000
31, Male, White, Separated, Some-college, United-States, Local-gov,Technician#1,-50000
41, Female, White, Married-civ-spouse, 1st-4th, United-States, Private,Executive#1,50000+.
39, Male, White, Never-married, Assoc-voc, United-States, Private,Cleaner#3,-50000
43, Female, White, Never-married, 7th-8th, United-States, Local-gov,Skilled_Worker#1,50000+.
42, Male, White, Never-married, Masters, El-Salvador, Private,Cleaner#3,50000+.
25, Male, Asian-Pac-Islander, Married-civ-spouse, Bachelors, United-States, Federal-gov,Cleaner#3,-50000
23, Female, White, Married-civ-spouse, Assoc-voc, United-States, Private,Soldier#1,-50000
47, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Craftsman#3,50000+.
51, Male, White, Married-civ-spouse, Some-college, United-States, Self-emp-inc,Soldier#1,-50000
46, Male, White, Married-civ-spouse, 10th, Cuba, Private,Soldier#1,-50000
44, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Craftsman#3,50000+.
30, Male, White, Married-civ-spouse, Some-college, United-States, Private,Clerk#1,50000+.
58, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Salesperson#1,50000+.
55, Male, Other, Married-civ-spouse, Some-college, United-States, Self-emp-not-inc,Executive#1,-50000
22, Female, White, Divorced, HS-grad, United-States, Private,Guard#1,-50000
29, Female, White, Divorced, Bachelors, United-States, Private,Salesperson#1,-50000
18, Male, Black, Married-civ-spouse, Bachelors, United-States, Private,Housekeeper#1,-50000
46, Male, White, Never-married, Assoc-voc, United-States, Private,Carrier#5,-50000
45, Female, Black, Married-civ-spouse, Some-college, United-States, Self-emp-inc,Soldier#1,-50000
45, Female, White, Widowed, HS-grad, United-States, Private,Skilled_Worker#1,-50000
40, Male, White, Never-married, Bachelors, United-States, Private,Soldier#1,-50000
40, Male, White, Married-civ-spouse, Some-college, United-States, Private,Clerk#1,50000+.
41, Male, White, Married-civ-spouse, Preschool, United-States, Private,Clerk#1,50000+.
47, Male, White, Never-married, HS-grad, United-States, Private,Clerk#1,-50000
29, Male, White, Married-civ-spouse, Some-college, United-States, Private,Executive#1,-50000
54, Female, White, Divorced, Bachelors, United-States, Self-emp-not-inc,Cleaner#3,-50000
31, Female, White, Married-civ-spouse, Masters, United-States, Private,Skilled_Worker#1,-50000
63, Male, White, Married-civ-spouse, Some-college, United-States, Private,Specialist#1,-50000
54, Female, White, Never-married, HS-grad, United-States, Federal-gov,Housekeeper#1,50000+.
31, Female, White, Divorced, Masters, United-States, Private,Executive#1,-50000
