age,sex,race,marital,education,country,typeEmployer,occupation,income
26, Male, Amer-Indian-Eskimo, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,-50000
43, Female, White, Married-civ-spouse, Prof-school, United-States, Private,Cleaner#3,50000+.
25, Male, White, Married-civ-spouse, HS-grad, Cuba, Private,Housekeeper#1,50000+.
40, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Carrier#5,-50000
42, Male, White, Married-civ-spouse, Masters, United-States, Local-gov,Carrier#5,-50000
32, Male, White, Separated, Prof-school, United-States, Federal-gov,Clerk#1,-50000
20, Female, White, Divorced, Assoc-voc, United-States, Private,Clerk#1,50000+.
33, Female, Black, Married-civ-spouse, 11th, United-States, Private,Executive#1,50000+.
24, Male, White, Separated, Some-college, United-States, State-gov,Cleaner#3,50000+.
33, Female, Black, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,-50000
19, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Cleaner#3,-50000
54, Male, White, Divorced, Bachelors, United-States, Private,Carrier#5,-50000
21, Male, White, Never-married, HS-grad, United-States, Federal-gov,Carrier#5,-50000
53, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Housekeeper#1,-50000
77, Male, Black, Never-married, Prof-school, United-States, Private,Clerk#1,-50000
49, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Executive#1,-50000
33, Female, Black, Married-civ-spouse, Bachelors, United-States, Private,Cleaner#3,-50000
39, Male, White, Married-civ-spouse, Some-college, United-States, Private,Craftsman#3,50000+.
27, Female, White, Married-civ-spouse, Assoc-voc, United-States, Private,Executive#1,-50000
42, Male, White, Never-married, 11th, United-States, Federal-gov,Carrier#5,-50000
49, Male, White, Never-married, HS-grad, United-States, Federal-gov,Clerk#1,-50000
34, Female, White, Married-civ-spouse, Bachelors, United-States, Local-gov,Clerk#1,-50000
29, Male, White, Never-married, HS-grad, United-States, Self-emp-not-inc,Cleaner#3,-50000
47, Male, White, Never-married, HS-grad, United-States, Private,Executive#1,-50000
38, Female, White, Never-married, HS-grad, United-States, Private,Cleaner#3,-50000
53, Female, White, Divorced, Some-college, United-States, Private,Carrier#5,-50000
23, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Housekeeper#1,-50000
31, Female, White, Married-civ-spouse, 9th, United-States, Private,Housekeeper#1,-50000
37, Female, White, Married-civ-spouse, Doctorate, United-States, Self-emp-not-inc,Executive#1,50000+.
24, Male, White, Never-married, HS-grad, United-States, Private,Executive#1,-50000
33, Female, White, Never-married, Bachelors, United-States, Private,Carrier#5,-50000
49, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Craftsman#3,-50000
35, Male, Asian-Pac-Islander, Married-spouse-absent, Some-college, United-States, Private,Carrier#5,-50000
46, Male, White, Married-civ-spouse, 10th, United-States, Private,Carrier#5,50000+.
18, Male, White, Never-married, HS-grad, United-States, Private,Carrier#5,-50000
28, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Executive#1,-50000
45, Female, White, Never-married, Bachelors, United-States, Private,Clerk#1,50000+.
19, Female, White, Never-married, Bachelors, Mexico, Private,Cleaner#3,-50000
20, Male, White, Never-married, Some-college, United-States, Private,Craftsman#3,-50000
47, Female, White, Never-married, Bachelors, United-States, Private,Carrier#5,-50000
35, Female, White, Never-married, HS-grad, United-States, Private,Cleaner#3,-50000
33, Male, White, Married-civ-spouse, Some-college, Mexico, Private,Craftsman#3,-50000
28, Male, White, Never-married, HS-grad, United-States, Self-emp-inc,Carrier#5,-50000
42, Male, White, Married-civ-spouse, Some-college, United-States, Private,Housekeeper#1,-50000
24, Male, White, Never-married, 11th, United-States, Private,Housekeeper#1,-50000
22, Female, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Cleaner#3,-50000
41, Female, White, Never-married, Bachelors, United-States, Local-gov,Cleaner#3,-50000
27, Male, Black, Married-civ-spouse, 10th, United-States, Private,Operator#2,-50000
