age,sex,race,marital,education,country,typeEmployer,occupation,income
65, Female, White, Divorced, HS-grad, United-States, Local-gov,Soldier#1,-50000
38, Male, White, Married-civ-spouse, Assoc-voc, United-States, Private,Craftsman#3,-50000
28, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Executive#1,-50000
38, Male, White, Married-civ-spouse, Assoc-acdm, United-States, Local-gov,Worker#1,-50000
37, Male, White, Married-civ-spouse, 7th-8th, United-States, Private,Technician#1,-50000
27, Male, White, Married-civ-spouse, Masters, United-States, Private,Housekeeper#1,-50000
33, Male, Black, Married-civ-spouse, HS-grad, United-States, Federal-gov,Salesperson#1,50000+.
27, Male, Black, Married-civ-spouse, HS-grad, United-States, Private,Specialist#1,-50000
60, Female, White, Never-married, Some-college, United-States, Private,Executive#1,-50000
25, Female, Black, Never-married, Some-college, United-States, Private,Technician#1,50000+.
29, Male, White, Married-civ-spouse, HS-grad, Taiwan, Self-emp-not-inc,Specialist#1,50000+.
30, Female, White, Never-married, Some-college, United-States, Private,Worker#1,-50000
51, Male, White, Never-married, 5th-6th, United-States, Private,Salesperson#1,50000+.
25, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Carrier#5,50000+.
67, Male, White, Never-married, Some-college, United-States, Private,Specialist#1,50000+.
21, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Skilled_Worker#1,-50000
28, Female, White, Divorced, 7th-8th, United-States, Private,Carrier#5,-50000
25, Male, White, Never-married, Bachelors, United-States, Self-emp-not-inc,Technician#1,50000+.
28, Male, White, Separated, HS-grad, United-States, Private,Clerk#1,-50000
32, Male, White, Never-married, Bachelors, United-States, Private,Craftsman#3,-50000
44, Female, White, Never-married, HS-grad, United-States, Private,Clerk#1,-50000
22, Male, White, Married-civ-spouse, Bachelors, Peru, Private,Clerk#1,50000+.
25, Male, White, Divorced, Some-college, United-States, Private,Operator#2,50000+.
32, Male, White, Never-married, Bachelors, United-States, Private,Clerk#1,-50000
28, Female, White, Married-spouse-absent, Bachelors, United-States, Private,Operator#2,-50000
68, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,-50000
55, Male, White, Divorced, HS-grad, United-States, Private,Specialist#1,-50000
42, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Operator#2,-50000
44, Male, White, Never-married, Assoc-acdm, United-States, Private,Carrier#5,-50000
20, Male, White, Married-civ-spouse, HS-grad, United-States, State-gov,Guard#1,-50000
31, Female, White, Married-AF-spouse, 12th, United-States, Private,Worker#1,-50000
52, Female, White, Never-married, Assoc-voc, Dominican-Republic, Private,Skilled_Worker#1,50000+.
21, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Skilled_Worker#1,50000+.
40, Male, White, Divorced, HS-grad, United-States, State-gov,Executive#1,-50000
29, Male, White, Married-civ-spouse, Some-college, United-States, Private,Specialist#1,-50000
44, Male, White, Married-civ-spouse, Assoc-acdm, United-States, Private,Guard#1,-50000
46, Male, Black, Divorced, 5th-6th, Thailand, Local-gov,Craftsman#3,-50000
42, Female, White, Divorced, HS-grad, United-States, State-gov,Clerk#1,50000+.
31, Male, Amer-Indian-Eskimo, Married-civ-spouse, Prof-school, United-States, Private,Executive#1,50000+.
27, Male, White, Divorced, HS-grad, United-States, Private,Technician#1,-50000
52, Male, White, Married-civ-spouse, Some-college, United-States, Private,Operator#2,-50000
64, Female, White, Separated, HS-grad, United-States, Self-emp-not-inc,Craftsman#3,-50000
19, Female, Asian-Pac-Islander, Never-married, Some-college, United-States, Private,Carrier#5,-50000
37, Male, White, Never-married, Some-college, India, Private,Carrier#5,-50000
23, Male, White, Never-married, Masters, United-States, Private,Salesperson#1,50000+.
17, Female, White, Married-civ-spouse, Some-college, United-States, Local-gov,Clerk#1,-50000
47, Male, White, Never-married, HS-grad, United-States, Private,Skilled_Worker#1,-50000
48, Male, White, Never-married, Some-college, United-States, Private,Craftsman#3,-50000
56, Female, Black, Never-married, Some-college, United-States, Private,Cleaner#3,-50000
38, Male, White, Married-civ-spouse, Masters, United-States, Private,Skilled_Worker#1,-50000
60, Male, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Worker#1,50000+.
55, Male, White, Married-spouse-absent, Some-college, United-States, Private,Skilled_Worker#1,50000+.
24, Male, White, Married-civ-spouse, Some-college, United-States, Private,Cleaner#3,-50000
36, Male, White, Married-civ-spouse, Some-college, United-States, Federal-gov,Soldier#1,50000+.
33, Female, White, Divorced, Assoc-voc, United-States, Private,Technician#1,50000+.
17, Male, White, Married-civ-spouse, Prof-school, South, Private,Operator#2,-50000
32, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Executive#1,-50000
21, Female, White, Married-civ-spouse, Assoc-acdm, United-States, Private,Guard#1,-50000
35, Male, White, Divorced, Some-college, Vietnam, Private,Housekeeper#1,-50000
29, Male, Other, Married-civ-spouse, HS-grad, United-States, Private,Guard#1,-50000
50, Male, White, Never-married, HS-grad, United-States, Private,Technician#1,-50000
47, Male, White, Married-civ-spouse, Some-college, United-States, Private,Clerk#1,-50000
25, Male, Black, Separated, 1st-4th, United-States, Private,Guard#1,-50000
35, Male, White, Married-civ-spouse, Some-college, United-States, Private,Worker#1,50000+.
