age,sex,race,marital,education,country,typeEmployer,occupation,income
73, Female, White, Widowed, Some-college, United-States, Private,Soldier#1,-50000
26, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Clerk#1,-50000
34, Male, White, Never-married, Bachelors, United-States, Private,Executive#1,-50000
44, Male, White, Divorced, 7th-8th, Mexico, Private,Salesperson#1,-50000
23, Female, White, Married-civ-spouse, HS-grad, United-States, Self-emp-not-inc,Soldier#1,-50000
20, Female, White, Divorced, HS-grad, United-States, Private,Clerk#1,-50000
24, Female, White, Married-civ-spouse, 11th, United-States, Private,Carrier#5,-50000
25, Female, White, Never-married, Assoc-acdm, Mexico, Private,Craftsman#3,-50000
25, Female, White, Married-civ-spouse, 11th, United-States, Private,Housekeeper#1,-50000
35, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Clerk#1,-50000
43, Female, Black, Separated, Bachelors, United-States, Private,Clerk#1,-50000
58, Male, White, Never-married, Prof-school, United-States, Private,Craftsman#3,50000+.
35, Male, White, Married-civ-spouse, Some-college, United-States, Private,Clerk#1,-50000
23, Male, Black, Married-civ-spouse, HS-grad, United-States, Local-gov,Worker#1,-50000
28, Male, Black, Married-civ-spouse, Bachelors, United-States, Private,Craftsman#3,-50000
62, Male, White, Never-married, Bachelors, United-States, Self-emp-inc,Craftsman#3,-50000
57, Female, White, Never-married, Some-college, India, Private,Clerk#1,-50000
53, Female, Other, Separated, Some-college, United-States, Private,Skilled_Worker#1,50000+.
27, Male, White, Married-civ-spouse, Assoc-acdm, United-States, Federal-gov,Technician#1,-50000
60, Male, White, Married-civ-spouse, HS-grad, United-States, Self-emp-not-inc,Carrier#5,-50000
19, Male, White, Married-civ-spouse, Assoc-acdm, Philippines, Private,Craftsman#3,50000+.
25, Male, White, Married-civ-spouse, Some-college, United-States, Private,Executive#1,50000+.
23, Female, White, Married-civ-spouse, Masters, United-States, Local-gov,Housekeeper#1,-50000
58, Female, White, Never-married, HS-grad, United-States, State-gov,Guard#1,-50000
18, Male, White, Married-civ-spouse, Bachelors, United-States, Local-gov,Operator#2,-50000
30, Male, White, Divorced, Some-college, United-States, Private,Guard#1,-50000
22, Male, White, Married-civ-spouse, Some-college, United-States, Private,Guard#1,-50000
48, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Skilled_Worker#1,50000+.
51, Female, White, Married-civ-spouse, Some-college, United-States, Private,Executive#1,-50000
26, Female, White, Married-civ-spouse, Some-college, United-States, Private,Worker#1,50000+.
30, Female, Amer-Indian-Eskimo, Married-civ-spouse, 7th-8th, United-States, Private,Carrier#5,-50000
26, Male, White, Widowed, Some-college, Guatemala, Private,Specialist#1,-50000
60, Female, White, Married-civ-spouse, HS-grad, United-States, Self-emp-inc,Clerk#1,-50000
50, Male, White, Never-married, HS-grad, United-States, Private,Skilled_Worker#1,50000+.
37, Female, White, Married-civ-spouse, Some-college, United-States, Self-emp-not-inc,Executive#1,-50000
32, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Cleaner#3,-50000
29, Male, White, Married-spouse-absent, HS-grad, United-States, Federal-gov,Worker#1,-50000
