age,sex,race,marital,education,country,typeEmployer,occupation,income
41, Male, White, Married-civ-spouse, 5th-6th, United-States, Local-gov,Cleaner#3,-50000
25, Male, White, Never-married, HS-grad, United-States, Private,Guard#1,50000+.
37, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Clerk#1,-50000
55, Female, White, Never-married, HS-grad, United-States, Private,Specialist#1,-50000
40, Male, White, Divorced, HS-grad, Mexico, Private,Salesperson#1,-50000
34, Male, White, Never-married, Some-college, United-States, Private,Craftsman#3,-50000
51, Female, White, Divorced, 10th, United-States, Private,Skilled_Worker#1,-50000
34, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Clerk#1,-50000
54, Female, White, Married-civ-spouse, HS-grad, India, Federal-gov,Clerk#1,-50000
31, Male, White, Married-civ-spouse, Bachelors, Mexico, State-gov,Carrier#5,-50000
30, Female, Asian-Pac-Islander, Widowed, Prof-school, United-States, Private,Executive#1,-50000
45, Female, Black, Married-civ-spouse, Masters, United-States, State-gov,Cleaner#3,-50000
30, Male, White, Divorced, 7th-8th, United-States, Private,Clerk#1,-50000
22, Male, White, Never-married, 12th, United-States, Private,Skilled_Worker#1,-50000
26, Male, White, Never-married, HS-grad, Hong, Private,Soldier#1,-50000
35, Male, White, Married-civ-spouse, Assoc-acdm, United-States, Private,Craftsman#3,-50000
24, Male, Black, Separated, Some-college, United-States, Private,Operator#2,-50000
30, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Operator#2,-50000
33, Male, White, Divorced, Masters, United-States, Local-gov,Operator#2,-50000
17, Male, White, Never-married, Some-college, United-States, Private,Specialist#1,-50000
23, Female, White, Married-civ-spouse, HS-grad, United-States, Self-emp-not-inc,Skilled_Worker#1,-50000
41, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Operator#2,-50000
47, Male, White, Divorced, Assoc-acdm, United-States, Private,Guard#1,50000+.
43, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Technician#1,-50000
33, Female, White, Married-civ-spouse, Some-college, United-States, Federal-gov,Guard#1,-50000
67, Male, White, Never-married, HS-grad, United-States, Private,Carrier#5,-50000
33, Female, White, Never-married, 10th, United-States, Private,Technician#1,50000+.
47, Female, White, Divorced, Bachelors, United-States, Private,Cleaner#3,-50000
38, Female, White, Divorced, Bachelors, United-States, Self-emp-not-inc,Housekeeper#1,-50000
19, Female, White, Married-civ-spouse, Some-college, United-States, Federal-gov,Operator#2,50000+.
40, Male, White, Never-married, Some-college, United-States, Private,Executive#1,-50000
29, Female, White, Married-civ-spouse, 11th, Philippines, Private,Soldier#1,-50000
17, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Guard#1,-50000
36, Female, White, Never-married, HS-grad, United-States, Private,Carrier#5,-50000
48, Female, White, Married-civ-spouse, HS-grad, United-States, Private,Soldier#1,-50000
60, Male, White, Never-married, Assoc-voc, United-States, Private,Cleaner#3,50000+.
38, Male, White, Divorced, Some-college, United-States, Private,Executive#1,-50000
48, Male, White, Never-married, Masters, United-States, Private,Soldier#1,50000+.
21, Male, White, Married-civ-spouse, 5th-6th, United-States, Private,Cleaner#3,50000+.
37, Male, Black, Married-civ-spouse, HS-grad, United-States, Private,Salesperson#1,-50000
34, Male, Black, Never-married, Some-college, United-States, Private,Guard#1,50000+.
43, Female, White, Married-civ-spouse, Some-college, United-States, Private,Guard#1,-50000
25, Female, Black, Never-married, Assoc-voc, United-States, Private,Housekeeper#1,-50000
33, Male, White, Never-married, 7th-8th, China, Private,Specialist#1,-50000
34, Male, White, Married-civ-spouse, 1st-4th, United-States, Private,Skilled_Worker#1,50000+.
26, Male, Asian-Pac-Islander, Never-married, Masters, United-States, Private,Operator#2,-50000
30, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Cleaner#3,-50000
56, Male, Other, Never-married, Assoc-voc, United-States, Private,Salesperson#1,-50000
22, Male, Black, Married-civ-spouse, Some-college, United-States, Private,Technician#1,-50000
20, Male, White, Married-civ-spouse, Some-college, United-States, Private,Housekeeper#1,50000+.
52, Male, White, Never-married, Assoc-voc, Columbia, Private,Specialist#1,-50000
48, Male, White, Never-married, Bachelors, United-States, Local-gov,Operator#2,-50000
38, Male, White, Divorced, Some-college, United-States, Private,Executive#1,50000+.
50, Male, White, Never-married, Some-college, United-States, Private,Housekeeper#1,-50000
36, Male, White, Married-civ-spouse, HS-grad, Philippines, Private,Skilled_Worker#1,50000+.
37, Female, White, Married-civ-spouse, Bachelors, United-States, Private,Housekeeper#1,-50000
80, Male, Black, Divorced, HS-grad, United-States, Private,Guard#1,50000+.
30, Male, White, Married-civ-spouse, Masters, United-States, Private,Cleaner#3,-50000
48, Female, White, Never-married, Assoc-acdm, United-States, Local-gov,Clerk#1,50000+.
28, Female, Black, Married-civ-spouse, 11th, United-States, Private,Housekeeper#1,-50000
40, Male, White, Divorced, Assoc-acdm, United-States, Local-gov,Worker#1,50000+.
23, Male, Asian-Pac-Islander, Married-civ-spouse, HS-grad, United-States, Private,Technician#1,50000+.
47, Female, White, Married-civ-spouse, Assoc-voc, Italy, Private,Worker#1,-50000
42, Male, White, Never-married, HS-grad, United-States, Private,Technician#1,-50000
41, Male, White, Widowed, HS-grad, United-States, Private,Worker#1,50000+.
78, Male, Other, Married-spouse-absent, 7th-8th, United-States, Private,Specialist#1,-50000
25, Male, Black, Never-married, HS-grad, United-States, Private,Soldier#1,-50000
42, Male, White, Never-married, Masters, United-States, Local-gov,Craftsman#3,-50000
53, Male, White, Divorced, HS-grad, United-States, Private,Craftsman#3,-50000
