age,sex,race,marital,education,country,typeEmployer,occupation,income
51, Male, White, Widowed, Bachelors, United-States, Private,Craftsman#3,-50000
46, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Operator#2,50000+.
30, Female, White, Married-civ-spouse, Some-college, United-States, Self-emp-not-inc,Executive#1,50000+.
21, Male, White, Married-civ-spouse, Some-college, United-States, Private,Specialist#1,-50000
32, Male, Asian-Pac-Islander, Married-civ-spouse, Masters, Germany, Private,Guard#1,50000+.
28, Male, White, Never-married, 12th, United-States, Private,Soldier#1,-50000
62, Male, White, Never-married, Some-college, United-States, Private,Salesperson#1,-50000
19, Male, White, Married-civ-spouse, Some-college, United-States, Private,Craftsman#3,-50000
54, Male, White, Married-civ-spouse, HS-grad, United-States, State-gov,Soldier#1,50000+.
34, Male, White, Married-civ-spouse, Bachelors, United-States, Local-gov,Craftsman#3,50000+.
50, Male, White, Separated, HS-grad, United-States, Private,Executive#1,-50000
23, Male, White, Separated, Some-college, United-States, Private,Cleaner#3,-50000
76, Male, White, Never-married, Assoc-voc, United-States, Self-emp-inc,Executive#1,-50000
19, Female, White, Married-civ-spouse, Some-college, United-States, Private,Guard#1,-50000
37, Male, White, Never-married, Assoc-voc, United-States, Private,Specialist#1,-50000
20, Female, White, Never-married, Bachelors, United-States, Private,Soldier#1,50000+.
47, Male, White, Married-civ-spouse, Some-college, United-States, Private,Craftsman#3,50000+.
51, Male, White, Never-married, HS-grad, United-States, Private,Craftsman#3,50000+.
37, Male, White, Separated, Assoc-voc, United-States, Private,Technician#1,-50000
34, Male, White, Divorced, Some-college, United-States, Private,Soldier#1,-50000
36, Female, White, Married-civ-spouse, HS-grad, United-States, Self-emp-not-inc,Housekeeper#1,50000+.
38, Male, White, Married-civ-spouse, Bachelors, United-States, Federal-gov,Soldier#1,50000+.
38, Male, Black, Never-married, Doctorate, United-States, Local-gov,Salesperson#1,-50000
48, Female, White, Married-civ-spouse, HS-grad, United-States, Local-gov,Executive#1,50000+.
43, Male, White, Never-married, Some-college, United-States, Private,Guard#1,-50000
24, Male, Amer-Indian-Eskimo, Separated, HS-grad, United-States, Local-gov,Worker#1,50000+.
28, Female, Black, Married-civ-spouse, HS-grad, India, Self-emp-not-inc,Cleaner#3,50000+.
29, Female, White, Never-married, HS-grad, United-States, Private,Skilled_Worker#1,50000+.
30, Male, White, Never-married, Some-college, United-States, Private,Soldier#1,-50000
36, Male, White, Divorced, Some-college, United-States, Private,Guard#1,-50000
37, Female, White, Divorced, Assoc-acdm, United-States, Private,Clerk#1,50000+.
24, Male, Amer-Indian-Eskimo, Married-civ-spouse, HS-grad, United-States, Private,Carrier#5,-50000
41, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Executive#1,-50000
33, Male, White, Widowed, Assoc-acdm, United-States, Federal-gov,Guard#1,50000+.
34, Male, White, Divorced, Some-college, United-States, Private,Skilled_Worker#1,-50000
31, Female, White, Never-married, Some-college, United-States, Private,Soldier#1,-50000
48, Male, White, Widowed, Some-college, United-States, Private,Specialist#1,50000+.
58, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Carrier#5,50000+.
28, Female, White, Never-married, HS-grad, United-States, Self-emp-not-inc,Carrier#5,-50000
44, Male, White, Married-civ-spouse, Some-college, United-States, Private,Soldier#1,-50000
64, Male, White, Married-civ-spouse, Masters, United-States, State-gov,Technician#1,-50000
42, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Skilled_Worker#1,-50000
25, Male, White, Married-civ-spouse, HS-grad, Columbia, Self-emp-not-inc,Salesperson#1,-50000
41, Male, White, Never-married, Bachelors, United-States, Self-emp-inc,Soldier#1,-50000
27, Male, White, Never-married, Some-college, United-States, Local-gov,Craftsman#3,50000+.
34, Male, White, Married-civ-spouse, HS-grad, Jamaica, Private,Specialist#1,-50000
53, Male, White, Married-civ-spouse, HS-grad, United-States, Self-emp-inc,Salesperson#1,-50000
18, Female, White, Married-civ-spouse, 5th-6th, United-States, Private,Soldier#1,50000+.
75, Male, White, Never-married, Bachelors, United-States, Self-emp-not-inc,Housekeeper#1,50000+.
49, Female, White, Married-spouse-absent, Some-college, United-States, Private,Specialist#1,-50000
54, Male, White, Married-civ-spouse, Masters, United-States, Private,Clerk#1,50000+.
23, Female, Black, Married-civ-spouse, Masters, China, Private,Executive#1,-50000
37, Male, White, Divorced, HS-grad, United-States, Private,Operator#2,-50000
29, Male, White, Never-married, Bachelors, United-States, Private,Operator#2,-50000
50, Male, White, Married-civ-spouse, 5th-6th, United-States, Private,Cleaner#3,50000+.
63, Male, White, Married-civ-spouse, HS-grad, United-States, Private,Salesperson#1,-50000
44, Female, White, Never-married, HS-grad, United-States, Local-gov,Carrier#5,50000+.
47, Male, White, Never-married, Some-college, United-States, Private,Soldier#1,-50000
25, Male, White, Married-civ-spouse, Assoc-voc, United-States, Local-gov,Clerk#1,-50000
33, Male, Asian-Pac-Islander, Never-married, 11th, United-States, Private,Craftsman#3,50000+.
22, Male, White, Never-married, Bachelors, United-States, Private,Specialist#1,-50000
56, Female, White, Married-civ-spouse, Some-college, United-States, Private,Craftsman#3,50000+.
57, Male, White, Divorced, Some-college, United-States, Private,Soldier#1,50000+.
35, Male, White, Divorced, 11th, United-States, Private,Technician#1,-50000
66, Male, White, Married-civ-spouse, 10th, United-States, Self-emp-not-inc,Worker#1,50000+.
22, Female, White, Never-married, Assoc-voc, United-States, Self-emp-inc,Executive#1,50000+.
54, Male, White, Married-civ-spouse, Some-college, United-States, Self-emp-not-inc,Clerk#1,50000+.
20, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Technician#1,-50000
37, Female, Black, Never-married, Some-college, United-States, Self-emp-not-inc,Craftsman#3,50000+.
39, Female, White, Never-married, Some-college, Canada, State-gov,Specialist#1,-50000
45, Female, White, Divorced, Some-college, United-States, Private,Carrier#5,-50000
45, Female, White, Divorced, Prof-school, United-States, Federal-gov,Worker#1,-50000
30, Male, White, Married-civ-spouse, Prof-school, United-States, Private,Housekeeper#1,-50000
54, Male, White, Divorced, Bachelors, United-States, Federal-gov,Cleaner#3,-50000
27, Female, White, Divorced, HS-grad, United-States, Private,Specialist#1,-50000
20, Male, White, Divorced, 11th, United-States, Private,Salesperson#1,-50000
24, Male, White, Married-civ-spouse, Bachelors, United-States, Private,Cleaner#3,50000+.
29, Female, White, Married-civ-spouse, Some-college, United-States, Private,Guard#1,-50000
