gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,40,forties,music_teacher,school,american_football,football_field,48790,<=50K,medium
male,56,fifties,demonstrator,university,auto_racing,racing_circuit,33209,<=50K,high
male,31,thirties,journalist,office,basketball,basketball_court,29750,<=50K,high
female,52,fifties,beekeeper,farm,baseball,ballpark,32100,<=50K,high
male,47,forties,copilot,airport,american_football,football_field,131080,>100K,high
male,27,twenties,baseball_coach,court,american_football,football_field,31160,<=50K,medium
female,27,twenties,esthetician,beauty_salon,basketball,basketball_court,28200,<=50K,low
female,56,fifties,demonstrator,university,bicycling,park,33209,<=50K,low
female,37,thirties,decorator,house,auto_racing,racing_circuit,43650,<=50K,high
female,62,sixties,nutritionist,surgery,rock_climbing,wall_rock,43600,<=50K,low
male,46,forties,breeder,countryside,american_football,ballpark,32100,<=50K,high
male,45,forties,math_teacher,school,auto_racing,racing_circuit,47000,<=50K,high
male,54,fifties,copilot,airport,american_football,football_field,131080,>100K,high
female,71,seventies,tap_dancer,theatre,ice_hockey,skating_rink,39550,<=50K,medium
male,23,twenties,mime,street,american_football,football_field,27300,<=50K,high
female,27,twenties,choreographer,theatre,american_football,football_field,34650,<=50K,medium
female,24,twenties,decorator,house,bicycling,street,40950,<=50K,low
male,42,forties,chiropractor,hospital,basketball,basketball_court,72390,>50K<=100K,low
male,70,seventies,mime,theatre,bicycling,park,38100,<=50K,low
male,22,twenties,physicist,science_lab,rock_climbing,wall_rock,73960,>50K<=100K,low
male,68,sixties,baseball_coach,gym,baseball,ballpark,51300,>50K<=100K,low
female,47,forties,demonstrator,university,basketball,basketball_court,33209,<=50K,low
male,25,twenties,cardiologist,surgery,american_football,ballpark,159040,>100K,medium
male,40,forties,cardiologist,hospital,rock_climbing,wall_rock,250880,>100K,low
male,51,fifties,miner,mine,american_football,ballpark,50440,>50K<=100K,high
female,60,sixties,movie_actor,location,american_football,ballpark,66750,>50K<=100K,high
male,68,sixties,pharmacist,pharmacy,baseball,ballpark,117600,>100K,low
male,59,fifties,massager,massage_parlor,auto_racing,racing_circuit,51250,>50K<=100K,high
male,36,thirties,cardiologist,hospital,rugby,ballpark,232960,>100K,medium
female,58,fifties,clinical_psychologist,hospital,bicycling,park,84680,>50K<=100K,low
male,21,twenties,civil_engineer,office,hurling,ballpark,54900,>50K<=100K,high
female,45,forties,dentist,surgery,basketball,basketball_court,146050,>100K,low
male,57,fifties,choreographer,theatre,american_football,football_field,40250,<=50K,medium
female,70,seventies,divorce_lawyer,office,jump_rope,street,103490,>100K,low
