gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,30,thirties,architect,architecture,ice_hockey,skating_rink,57570,>50K<=100K,high
male,48,forties,architect,architecture,soccer,ballpark,71250,>50K<=100K,high
female,57,fifties,music_teacher,school,boat_racing,sea,48790,<=50K,high
male,31,thirties,advocate,courtroom,running,gym,96800,>50K<=100K,low
female,56,fifties,assistant_professor,university,marbles,street,62220,>50K<=100K,low
male,22,twenties,lecturer,university,surfing,sea,44160,<=50K,low
male,26,twenties,copilot,airport,auto_racing,racing_circuit,54520,>50K<=100K,high
male,24,twenties,assistant_professor,university,chess,coffee_shop,60390,>50K<=100K,low
female,33,thirties,graphic_designer,office,hurling,ballpark,40660,<=50K,low
male,28,twenties,movie_actor,location,bowling,amusement_park,71200,>50K<=100K,high
male,75,seventies,composer,house,hunting,forest,53920,>50K<=100K,low
female,37,thirties,decorator,office,judo,gym,43650,<=50K,low
female,33,thirties,demonstrator,university,ice_hockey,skating_rink,33209,<=50K,medium
male,26,twenties,assistant_professor,university,marbles,street,60390,>50K<=100K,low
male,70,seventies,beekeeper,farm,ice_skating,skating_rink,39900,<=50K,high
female,65,sixties,composer,studio,gymnastics,gym,53920,>50K<=100K,medium
female,54,fifties,advocate,office,hurling,ballpark,118400,>100K,low
female,21,twenties,clinical_psychologist,surgery,judo,gym,63510,>50K<=100K,low
female,31,thirties,journalist,office,ice_hockey,skating_rink,29750,<=50K,high
male,53,fifties,copilot,airport,hunting,forest,131080,>100K,high
female,37,thirties,demonstrator,university,table_tennis,park,33209,<=50K,low
female,43,forties,window_cleaner,heights,golf,golf_course,38100,<=50K,high
male,51,fifties,general_practitioner,hospital,fishing,river,148500,>100K,low
female,71,seventies,criminologist,office,dancing,ballroom,77142,>50K<=100K,low
male,60,sixties,associate_professor,university,hurling,ballpark,75260,>50K<=100K,low
female,46,forties,decorator,office,running,gym,50850,>50K<=100K,low
male,34,thirties,general_practitioner,surgery,ice_hockey,skating_rink,139050,>100K,medium
female,32,thirties,esthetician,beauty_salon,hunting,forest,34500,<=50K,low
female,36,thirties,advocate,courtroom,golf,golf_course,96800,>50K<=100K,low
female,55,fifties,journalist,office,hurling,ballpark,53550,>50K<=100K,high
male,51,fifties,cardiologist,surgery,snorkeling,sea,250880,>100K,low
female,33,thirties,demonstrator,university,roller_skating,skating_rink,33209,<=50K,low
male,75,seventies,chemist,school,marbles,street,73500,>50K<=100K,low
female,51,fifties,ballet_dancer,theatre,judo,gym,40250,<=50K,low
female,56,fifties,criminologist,office,ice_hockey,skating_rink,68777,>50K<=100K,medium
male,48,forties,electrician,house,darts,bar,50140,>50K<=100K,high
female,55,fifties,decorator,house,jump_rope,street,50850,>50K<=100K,low
male,38,thirties,dentist,hospital,fishing,sea,134620,>100K,low
male,30,thirties,breeder,countryside,judo,gym,29100,<=50K,high
female,70,seventies,post_doc,university,marbles,park,59770,>50K<=100K,low
female,23,twenties,advocate,office,dancing,ballroom,65600,>50K<=100K,low
male,44,forties,architect,architecture,soccer,ballpark,71250,>50K<=100K,high
female,63,sixties,esthetician,beauty_salon,dancing,ballroom,40800,<=50K,low
male,29,twenties,journalist,office,judo,gym,30800,<=50K,high
male,57,fifties,graphic_designer,office,golf,golf_course,44460,<=50K,low
male,56,fifties,architect,architecture,hunting,forest,71250,>50K<=100K,high
female,60,sixties,ballet_dancer,school,rock_climbing,wall_rock,39550,<=50K,low
male,44,forties,general_practitioner,surgery,dancing,ballroom,148500,>100K,low
male,75,seventies,associate_professor,university,snorkeling,sea,75260,>50K<=100K,low
male,26,twenties,agriculturist,countryside,running,gym,24300,<=50K,medium
female,48,forties,massager,massage_parlor,gymnastics,gym,51250,>50K<=100K,medium
female,70,seventies,general_practitioner,hospital,roller_skating,skating_rink,175500,>100K,low
female,56,fifties,divorce_lawyer,office,rugby,ballpark,93220,>50K<=100K,medium
female,44,forties,civil_engineer,architecture,horse_racing,hippodrome,77470,>50K<=100K,high
female,30,thirties,chiropractor,surgery,ice_skating,skating_rink,62130,>50K<=100K,low
male,38,thirties,dentist,hospital,rock_climbing,wall_rock,134620,>100K,low
male,55,fifties,civil_engineer,architecture,soccer,ballpark,77470,>50K<=100K,high
male,24,twenties,dishwasher,restaurant,roller_skating,skating_rink,17640,<=50K,low
female,57,fifties,post_doc,university,judo,gym,46870,<=50K,low
male,50,fifties,movie_actor,location,marbles,street,90780,>50K<=100K,high
male,24,twenties,chemist,school,darts,bar,44590,<=50K,low
male,39,thirties,composer,studio,roller_skating,skating_rink,50868,>50K<=100K,low
female,31,thirties,architect,architecture,horse_racing,hippodrome,57570,>50K<=100K,high
female,50,fifties,basketball_coach,gym,hurling,ballpark,44840,<=50K,low
male,49,forties,lecturer,university,ice_hockey,skating_rink,49220,<=50K,medium
female,21,twenties,ballet_dancer,school,dominoes,pub,34650,<=50K,low
male,28,twenties,composer,studio,hunting,forest,45781,<=50K,low
male,74,seventies,general_practitioner,surgery,golf,golf_course,175500,>100K,low
male,48,forties,composer,house,chess,coffee_shop,53411,>50K<=100K,low
male,64,sixties,assistant_professor,university,ice_hockey,skating_rink,63440,>50K<=100K,medium
female,38,thirties,assistant_professor,university,bowling,amusement_park,61610,>50K<=100K,low
male,46,forties,civil_engineer,office,judo,gym,77470,>50K<=100K,high
male,30,thirties,music_teacher,school,ice_skating,skating_rink,45510,<=50K,low
female,72,seventies,civil_engineer,architecture,surfing,sea,90280,>50K<=100K,high
male,36,thirties,dishwasher,restaurant,squash,squash_court,19260,<=50K,low
male,56,fifties,advocate,courtroom,gymnastics,gym,118400,>100K,medium
male,24,twenties,chemist,school,darts,bar,44590,<=50K,low
male,47,forties,breeder,countryside,snorkeling,cave,32100,<=50K,high
female,28,twenties,divorce_lawyer,office,ice_hockey,skating_rink,66360,>50K<=100K,medium
male,68,sixties,lecturer,university,fishing,river,52900,>50K<=100K,low
female,64,sixties,ballet_dancer,theatre,horse_racing,hippodrome,39550,<=50K,medium
male,23,twenties,baseball_coach,court,jump_rope,park,31160,<=50K,low
male,65,sixties,civil_engineer,office,roller_skating,skating_rink,90280,>50K<=100K,high
male,50,fifties,breeder,countryside,dominoes,pub,32100,<=50K,high
male,68,sixties,advocate,courtroom,dominoes,pub,132800,>100K,low
female,49,forties,advocate,courtroom,dominoes,bar,118400,>100K,low
