gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,59,fifties,breeder,countryside,american_football,ballpark,32100,<=50K,high
male,65,sixties,cardiologist,hospital,american_football,football_field,275520,>100K,medium
male,61,sixties,general_practitioner,hospital,baseball,ballpark,175500,>100K,low
female,39,thirties,general_practitioner,hospital,marbles,street,139050,>100K,low
female,55,fifties,pediatrician,hospital,darts,pub,145520,>100K,low
female,58,fifties,clinical_psychologist,surgery,american_football,football_field,84680,>50K<=100K,medium
male,50,fifties,general_practitioner,surgery,american_football,football_field,148500,>100K,medium
male,74,seventies,electrician,street,auto_racing,racing_circuit,56580,>50K<=100K,high
male,41,forties,mime,theatre,auto_racing,racing_circuit,38100,<=50K,high
female,36,thirties,dentist,surgery,auto_racing,racing_circuit,134620,>100K,high
male,49,forties,dentist,surgery,auto_racing,racing_circuit,146050,>100K,high
female,29,twenties,cardiologist,hospital,ice_hockey,skating_rink,159040,>100K,medium
male,73,seventies,copilot,sky,american_football,ballpark,175160,>100K,high
female,61,sixties,esthetician,beauty_salon,bicycling,park,40800,<=50K,low
female,31,thirties,nurse,hospital,auto_racing,racing_circuit,59590,>50K<=100K,high
male,33,thirties,breeder,countryside,american_football,football_field,29100,<=50K,high
male,42,forties,magician,circus,ice_hockey,skating_rink,44800,<=50K,high
male,65,sixties,advocate,courtroom,baseball,ballpark,132800,>100K,low
male,27,twenties,civil_engineer,architecture,american_football,ballpark,54900,>50K<=100K,high
female,47,forties,journalist,office,american_football,ballpark,53550,>50K<=100K,high
female,37,thirties,decorator,house,rugby,ballpark,43650,<=50K,medium
female,61,sixties,divorce_lawyer,courtroom,dominoes,pub,103490,>100K,low
male,60,sixties,pianist,concert_hall,chess,coffee_shop,41160,<=50K,low
female,43,forties,decorator,office,rock_climbing,wall_rock,50850,>50K<=100K,low
female,70,seventies,civil_engineer,architecture,auto_racing,racing_circuit,90280,>50K<=100K,high
female,32,thirties,divorce_lawyer,office,ice_skating,skating_rink,90060,>50K<=100K,low
female,42,forties,divorce_lawyer,office,american_football,ballpark,93220,>50K<=100K,medium
male,57,fifties,cardiologist,surgery,gymnastics,gym,250880,>100K,medium
female,59,fifties,massager,massage_parlor,american_football,ballpark,51250,>50K<=100K,medium
female,23,twenties,esthetician,beauty_salon,basketball,basketball_court,28200,<=50K,low
male,61,sixties,journalist,office,auto_racing,racing_circuit,60900,>50K<=100K,high
male,69,sixties,general_practitioner,hospital,american_football,football_field,175500,>100K,medium
male,40,forties,cardiologist,hospital,boat_racing,sea,250880,>100K,high
female,29,twenties,taster,restaurant,hurling,ballpark,58080,>50K<=100K,low
male,41,forties,opera_star,concert_hall,auto_racing,racing_circuit,54080,>50K<=100K,high
