gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,42,forties,chiropractor,hospital,american_football,ballpark,72390,>50K<=100K,medium
female,75,seventies,decorator,office,chess,cafeteria,59850,>50K<=100K,low
female,70,seventies,graphic_designer,office,baseball,ballpark,46740,<=50K,low
female,56,fifties,journalist,office,american_football,ballpark,53550,>50K<=100K,high
female,58,fifties,divorce_lawyer,courtroom,american_football,ballpark,93220,>50K<=100K,medium
male,75,seventies,journalist,office,auto_racing,racing_circuit,60900,>50K<=100K,high
female,53,fifties,chemist,science_lab,baseball,ballpark,61740,>50K<=100K,low
male,61,sixties,criminologist,courtroom,american_football,football_field,77142,>50K<=100K,medium
male,29,twenties,electrician,house,billiards,bar,35420,<=50K,high
male,74,seventies,dentist,hospital,american_football,ballpark,157480,>100K,medium
male,21,twenties,lecturer,university,darts,pub,44160,<=50K,low
female,43,forties,decorator,house,hurling,ballpark,50850,>50K<=100K,low
male,22,twenties,dentist,hospital,bicycling,park,114300,>100K,low
male,47,forties,dishwasher,restaurant,auto_racing,racing_circuit,19260,<=50K,high
female,30,thirties,composer,school,baseball,ballpark,50868,>50K<=100K,low
male,25,twenties,mime,circus,dominoes,pub,27300,<=50K,medium
female,66,sixties,nutritionist,hospital,boat_racing,sea,43600,<=50K,high
female,37,thirties,math_teacher,school,american_football,football_field,47000,<=50K,medium
female,23,twenties,visiting_professor,university,billiards,bar,60390,>50K<=100K,low
female,75,seventies,composer,studio,american_football,ballpark,53920,>50K<=100K,medium
female,42,forties,dentist,hospital,american_football,ballpark,146050,>100K,medium
male,57,fifties,electrician,house,bicycling,park,50140,>50K<=100K,high
male,39,thirties,copilot,airport,bingo,casino,91640,>50K<=100K,high
female,52,fifties,chiropractor,surgery,chess,coffee_shop,72390,>50K<=100K,low
male,51,fifties,music_teacher,school,basketball,basketball_court,48790,<=50K,low
female,24,twenties,demonstrator,university,billiards,bar,33209,<=50K,low
female,50,fifties,dentist,hospital,american_football,football_field,146050,>100K,medium
female,33,thirties,decorator,house,auto_racing,racing_circuit,43650,<=50K,high
male,56,fifties,dishwasher,restaurant,golf,golf_course,19260,<=50K,low
female,37,thirties,criminologist,office,basketball,basketball_court,56230,>50K<=100K,low
female,56,fifties,architect,architecture,baseball,ballpark,71250,>50K<=100K,high
male,33,thirties,civil_engineer,office,bicycling,park,65270,>50K<=100K,high
female,43,forties,esthetician,beauty_salon,basketball,basketball_court,37200,<=50K,low
male,57,fifties,dishwasher,tavern,baseball,ballpark,19260,<=50K,low
female,66,sixties,general_practitioner,hospital,baseball,ballpark,175500,>100K,low
male,73,seventies,journalist,office,billiards,bar,60900,>50K<=100K,high
male,63,sixties,nurse,surgery,golf,golf_course,70800,>50K<=100K,high
male,58,fifties,composer,school,chess,coffee_shop,53411,>50K<=100K,low
male,60,sixties,electrician,street,hurling,ballpark,56580,>50K<=100K,high
male,53,fifties,beekeeper,countryside,ice_hockey,skating_rink,32100,<=50K,high
male,54,fifties,composer,studio,billiards,bar,53411,>50K<=100K,low
female,56,fifties,criminologist,courtroom,bicycling,park,68777,>50K<=100K,low
male,33,thirties,mime,theatre,darts,bar,34500,<=50K,low
