gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
female,55,fifties,street_cleaner,street,fishing,sea,29480,<=50K,high
male,41,forties,advocate,office,surfing,sea,118400,>100K,low
male,39,thirties,mime,street,water-skiing,sea,34500,<=50K,high
male,47,forties,chemist,school,golf,golf_course,61740,>50K<=100K,low
female,39,thirties,advocate,office,horse_racing,hippodrome,96800,>50K<=100K,medium
male,29,twenties,associate_professor,university,bingo,casino,60350,>50K<=100K,low
male,52,fifties,beekeeper,farm,surfing,sea,32100,<=50K,high
female,23,twenties,baseball_coach,court,tennis,tennis_court,31160,<=50K,low
male,41,forties,chemist,school,surfing,sea,61740,>50K<=100K,low
male,72,seventies,graphic_designer,office,judo,gym,46740,<=50K,low
female,45,forties,software_engineer,office,hurling,ballpark,96520,>50K<=100K,low
male,25,twenties,mime,theatre,ice_hockey,skating_rink,27300,<=50K,medium
female,34,thirties,chemist,science_lab,boxing,boxing_ring,53410,>50K<=100K,low
female,28,twenties,decorator,house,judo,gym,40950,<=50K,low
female,62,sixties,violinist,concert_hall,basketball,basketball_court,39480,<=50K,low
male,58,fifties,nutritionist,surgery,squash,squash_court,42400,<=50K,low
male,56,fifties,dentist,surgery,bowling,amusement_park,146050,>100K,low
male,34,thirties,architect,office,chess,coffee_shop,57570,>50K<=100K,low
male,38,thirties,taster,restaurant,marbles,street,69300,>50K<=100K,low
male,49,forties,beekeeper,countryside,baseball,ballpark,32100,<=50K,high
female,48,forties,journalist,office,wrestling,wrestling_ring,53550,>50K<=100K,high
female,22,twenties,visiting_professor,office,american_football,football_field,60390,>50K<=100K,medium
female,45,forties,post_doc,university,volleyball,volleyball_court,46870,<=50K,low
male,39,thirties,composer,studio,water-skiing,lake,50868,>50K<=100K,low
female,31,thirties,dentist,surgery,scuba_diving,sea,134620,>100K,low
female,70,seventies,decorator,office,table_tennis,park,59850,>50K<=100K,low
male,50,fifties,sculptor,studio,auto_racing,racing_circuit,48790,<=50K,high
male,36,thirties,beekeeper,countryside,hunting,forest,29100,<=50K,high
male,67,sixties,associate_professor,university,swimming,sea,75260,>50K<=100K,low
female,68,sixties,graphic_designer,office,jump_rope,park,46740,<=50K,low
female,45,forties,decorator,office,marbles,park,50850,>50K<=100K,low
male,59,fifties,pediatrician,surgery,darts,bar,145520,>100K,low
female,46,forties,lecturer,university,judo,gym,49220,<=50K,low
male,42,forties,architect,architecture,boat_racing,sea,71250,>50K<=100K,high
male,59,fifties,pharmacist,pharmacy,running,cinder_track,116480,>100K,low
male,60,sixties,beekeeper,farm,bingo,casino,39900,<=50K,high
male,58,fifties,dishwasher,restaurant,squash,squash_court,19260,<=50K,low
female,58,fifties,massager,massage_parlor,volleyball,volleyball_court,51250,>50K<=100K,low
male,36,thirties,copilot,sky,marbles,street,91640,>50K<=100K,high
female,54,fifties,general_practitioner,surgery,wrestling,wrestling_ring,148500,>100K,medium
male,46,forties,movie_actor,location,snorkeling,cave,90780,>50K<=100K,high
female,26,twenties,street_cleaner,street,bowling,amusement_park,20240,<=50K,high
male,56,fifties,dishwasher,tavern,rock_climbing,wall_rock,19260,<=50K,low
female,33,thirties,architect,office,baseball,ballpark,57570,>50K<=100K,low
male,54,fifties,beekeeper,countryside,golf,golf_course,32100,<=50K,high
male,23,twenties,architect,architecture,squash,squash_court,46170,<=50K,medium
male,31,thirties,miner,mine,american_football,ballpark,58240,>50K<=100K,high
male,63,sixties,architect,architecture,marbles,street,88350,>50K<=100K,medium
female,49,forties,pediatrician,hospital,baseball,ballpark,145520,>100K,low
male,62,sixties,post_doc,university,wrestling,wrestling_ring,59770,>50K<=100K,medium
male,65,sixties,assistant_professor,university,rock_climbing,wall_rock,63440,>50K<=100K,low
male,49,forties,pharmacist,pharmacy,table_tennis,gym,116480,>100K,low
female,65,sixties,violinist,concert_hall,tennis,tennis_court,39480,<=50K,low
female,37,thirties,violinist,theatre,ice_hockey,skating_rink,41160,<=50K,medium
female,40,forties,pharmacist,pharmacy,ice_hockey,skating_rink,116480,>100K,medium
male,45,forties,window_cleaner,heights,auto_racing,racing_circuit,38100,<=50K,high
