gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,32,thirties,basketball_coach,gym,boat_racing,sea,38380,<=50K,high
male,56,fifties,civil_engineer,office,running,gym,77470,>50K<=100K,high
male,73,seventies,chemist,school,ice_skating,skating_rink,73500,>50K<=100K,low
male,23,twenties,cardiologist,hospital,hurling,ballpark,159040,>100K,low
female,46,forties,chemist,science_lab,running,gym,61740,>50K<=100K,low
female,39,thirties,associate_professor,university,ice_hockey,skating_rink,71710,>50K<=100K,medium
female,71,seventies,massager,massage_parlor,horse_racing,hippodrome,77900,>50K<=100K,medium
female,67,sixties,associate_professor,university,scuba_diving,sea,75260,>50K<=100K,low
male,66,sixties,chemist,school,judo,gym,73500,>50K<=100K,low
female,42,forties,architect,office,jump_rope,street,71250,>50K<=100K,low
female,65,sixties,assistant_professor,university,judo,gym,63440,>50K<=100K,low
female,55,fifties,graphic_designer,office,rock_climbing,wall_rock,44460,<=50K,low
female,32,thirties,architect,architecture,roller_skating,skating_rink,57570,>50K<=100K,high
female,47,forties,cardiologist,surgery,horse_racing,hippodrome,250880,>100K,medium
female,39,thirties,assistant_professor,university,jump_rope,street,61610,>50K<=100K,low
female,60,sixties,movie_actor,location,roller_skating,skating_rink,66750,>50K<=100K,high
male,23,twenties,electrician,house,dancing,ballroom,35420,<=50K,high
male,43,forties,dishwasher,restaurant,gymnastics,gym,19260,<=50K,medium
female,58,fifties,choreographer,theatre,hurling,ballpark,40250,<=50K,low
male,51,fifties,civil_engineer,architecture,roller_skating,skating_rink,77470,>50K<=100K,high
female,27,twenties,baseball_coach,gym,rugby,ballpark,31160,<=50K,medium
male,43,forties,advocate,courtroom,gymnastics,gym,118400,>100K,medium
female,56,fifties,decorator,house,rock_climbing,wall_rock,50850,>50K<=100K,low
male,21,twenties,cardiologist,hospital,roller_skating,skating_rink,159040,>100K,low
male,46,forties,cardiologist,surgery,horse_racing,hippodrome,250880,>100K,medium
female,54,fifties,beekeeper,countryside,horse_racing,hippodrome,32100,<=50K,high
male,71,seventies,dentist,hospital,gymnastics,gym,157480,>100K,medium
male,22,twenties,associate_professor,university,hurling,ballpark,60350,>50K<=100K,low
female,57,fifties,clinical_psychologist,hospital,ice_skating,skating_rink,84680,>50K<=100K,low
female,38,thirties,clinical_psychologist,surgery,boxing,boxing_ring,73730,>50K<=100K,low
female,46,forties,clinical_psychologist,hospital,hurling,ballpark,84680,>50K<=100K,low
male,35,thirties,associate_professor,university,ice_skating,skating_rink,71710,>50K<=100K,low
female,74,seventies,esthetician,beauty_salon,chess,coffee_shop,40800,<=50K,low
