gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,71,seventies,violinist,theatre,scuba_diving,sea,39480,<=50K,low
male,27,twenties,graphic_designer,office,table_tennis,park,34960,<=50K,low
male,43,forties,pharmacist,pharmacy,baseball,ballpark,116480,>100K,low
male,68,sixties,cardiologist,surgery,table_tennis,park,275520,>100K,low
female,70,seventies,post_doc,university,rugby,ballpark,59770,>50K<=100K,medium
male,23,twenties,baseball_coach,gym,boat_racing,sea,31160,<=50K,high
male,70,seventies,dishwasher,restaurant,chess,cafeteria,20880,<=50K,low
male,60,sixties,assistant_professor,university,gymnastics,gym,63440,>50K<=100K,medium
female,22,twenties,clinical_psychologist,surgery,american_football,football_field,63510,>50K<=100K,medium
male,45,forties,pharmacist,pharmacy,water-skiing,lake,116480,>100K,low
female,55,fifties,pianist,theatre,billiards,pub,41160,<=50K,low
female,51,fifties,taster,restaurant,volleyball,volleyball_court,73920,>50K<=100K,low
female,35,thirties,violinist,theatre,rock_climbing,wall_rock,41160,<=50K,low
male,48,forties,chiropractor,hospital,ice_skating,skating_rink,72390,>50K<=100K,low
male,33,thirties,advocate,courtroom,hurling,ballpark,96800,>50K<=100K,low
female,28,twenties,pianist,theatre,dominoes,bar,51240,>50K<=100K,low
male,51,fifties,basketball_coach,gym,wrestling,wrestling_ring,44840,<=50K,medium
female,40,forties,associate_professor,university,ice_skating,skating_rink,72420,>50K<=100K,low
male,38,thirties,visiting_professor,university,soccer,ballpark,61610,>50K<=100K,low
male,34,thirties,surgeon,hospital,dancing,ballroom,249600,>100K,low
female,65,sixties,tap_dancer,theatre,judo,gym,39550,<=50K,low
male,69,sixties,post_doc,university,squash,squash_court,59770,>50K<=100K,low
male,32,thirties,journalist,office,rock_climbing,wall_rock,29750,<=50K,high
male,43,forties,taster,restaurant,volleyball,volleyball_court,73920,>50K<=100K,low
female,72,seventies,civil_engineer,architecture,judo,gym,90280,>50K<=100K,high
male,41,forties,surgeon,surgery,american_football,football_field,254400,>100K,medium
male,73,seventies,miner,mine,bowling,amusement_park,50440,>50K<=100K,high
female,68,sixties,beekeeper,farm,hurling,ballpark,39900,<=50K,high
female,75,seventies,journalist,office,dancing,ballroom,60900,>50K<=100K,high
male,68,sixties,post_doc,university,judo,gym,59770,>50K<=100K,low
female,51,fifties,dentist,hospital,bingo,casino,146050,>100K,low
female,68,sixties,criminologist,office,basketball,basketball_court,77142,>50K<=100K,low
