gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
female,23,twenties,copilot,airport,rugby,ballpark,54520,>50K<=100K,high
male,26,twenties,cardiologist,surgery,rock_climbing,wall_rock,159040,>100K,low
male,53,fifties,dishwasher,restaurant,golf,golf_course,19260,<=50K,low
female,53,fifties,general_practitioner,surgery,hurling,ballpark,148500,>100K,low
male,56,fifties,breeder,countryside,judo,gym,32100,<=50K,high
female,57,fifties,journalist,office,rock_climbing,wall_rock,53550,>50K<=100K,high
female,55,fifties,esthetician,beauty_salon,running,cinder_track,37200,<=50K,low
male,57,fifties,dishwasher,restaurant,soccer,ballpark,19260,<=50K,low
male,31,thirties,math_teacher,school,rock_climbing,wall_rock,47000,<=50K,low
male,65,sixties,beekeeper,farm,roller_skating,skating_rink,39900,<=50K,high
male,32,thirties,electrician,office,ice_skating,skating_rink,44620,<=50K,high
female,33,thirties,nurse,hospital,hunting,jungle,59590,>50K<=100K,high
male,49,forties,magician,theatre,snorkeling,cave,44800,<=50K,low
female,59,fifties,esthetician,beauty_salon,surfing,sea,37200,<=50K,low
male,22,twenties,massager,massage_parlor,ice_skating,skating_rink,38130,<=50K,low
male,69,sixties,breeder,farm,ice_skating,skating_rink,39900,<=50K,high
female,54,fifties,dentist,hospital,snorkeling,cave,146050,>100K,low
male,66,sixties,copilot,sky,ice_hockey,skating_rink,175160,>100K,high
male,71,seventies,electrician,office,rock_climbing,wall_rock,56580,>50K<=100K,high
female,29,twenties,music_teacher,school,horse_racing,hippodrome,40590,<=50K,medium
male,27,twenties,clinical_psychologist,surgery,judo,gym,63510,>50K<=100K,low
male,48,forties,general_practitioner,hospital,judo,gym,148500,>100K,low
female,65,sixties,demonstrator,university,jump_rope,street,33209,<=50K,low
male,68,sixties,miner,mine,rugby,ballpark,50440,>50K<=100K,high
male,29,twenties,divorce_lawyer,office,marbles,street,66360,>50K<=100K,low
male,38,thirties,dentist,hospital,jump_rope,street,134620,>100K,low
male,29,twenties,dentist,hospital,scuba_diving,sea,114300,>100K,low
female,62,sixties,choreographer,theatre,american_football,ballpark,40250,<=50K,medium
female,60,sixties,decorator,house,running,cinder_track,59850,>50K<=100K,low
female,60,sixties,movie_actor,location,scuba_diving,sea,66750,>50K<=100K,high
male,35,thirties,dentist,hospital,american_football,ballpark,134620,>100K,medium
female,24,twenties,clinical_psychologist,hospital,rugby,ballpark,63510,>50K<=100K,medium
male,75,seventies,dishwasher,tavern,running,cinder_track,20880,<=50K,low
male,51,fifties,civil_engineer,architecture,gymnastics,gym,77470,>50K<=100K,high
female,74,seventies,optometrist,surgery,squash,squash_court,111720,>100K,low
female,32,thirties,graphic_designer,office,hunting,jungle,40660,<=50K,low
female,28,twenties,composer,studio,rugby,ballpark,45781,<=50K,medium
male,41,forties,math_teacher,school,ice_skating,skating_rink,47000,<=50K,low
male,72,seventies,graphic_designer,office,ice_skating,skating_rink,46740,<=50K,low
female,28,twenties,esthetician,beauty_salon,hurling,ballpark,28200,<=50K,low
female,75,seventies,decorator,office,marbles,street,59850,>50K<=100K,low
male,24,twenties,electrician,street,jump_rope,street,35420,<=50K,high
female,62,sixties,demonstrator,university,judo,gym,33209,<=50K,low
male,40,forties,breeder,farm,soccer,ballpark,32100,<=50K,high
female,28,twenties,general_practitioner,hospital,snorkeling,cave,102600,>100K,low
male,70,seventies,electrician,street,snorkeling,sea,56580,>50K<=100K,high
male,27,twenties,math_teacher,school,dominoes,bar,47000,<=50K,low
female,40,forties,demonstrator,university,roller_skating,skating_rink,33209,<=50K,low
male,50,fifties,clinical_psychologist,hospital,running,gym,84680,>50K<=100K,low
female,35,thirties,criminologist,office,roller_skating,skating_rink,56230,>50K<=100K,low
female,36,thirties,choreographer,theatre,roller_skating,skating_rink,41300,<=50K,low
male,35,thirties,journalist,office,jump_rope,street,29750,<=50K,high
male,32,thirties,dishwasher,restaurant,hunting,forest,19260,<=50K,low
female,35,thirties,general_practitioner,surgery,marbles,street,139050,>100K,low
male,25,twenties,general_practitioner,surgery,swimming,sea,102600,>100K,low
female,39,thirties,journalist,office,judo,gym,29750,<=50K,high
male,25,twenties,dentist,hospital,jump_rope,park,114300,>100K,low
female,50,fifties,massager,massage_parlor,jump_rope,street,51250,>50K<=100K,low
male,42,forties,demonstrator,university,snorkeling,cave,33209,<=50K,low
female,51,fifties,mime,theatre,roller_skating,skating_rink,38100,<=50K,low
male,69,sixties,copilot,sky,auto_racing,racing_circuit,175160,>100K,high
male,74,seventies,dentist,hospital,ice_hockey,skating_rink,157480,>100K,medium
female,21,twenties,decorator,house,hurling,ballpark,40950,<=50K,low
female,21,twenties,divorce_lawyer,office,rugby,ballpark,66360,>50K<=100K,medium
male,64,sixties,dishwasher,restaurant,rock_climbing,wall_rock,20880,<=50K,low
male,35,thirties,miner,mine,jump_rope,park,58240,>50K<=100K,high
female,32,thirties,choreographer,theatre,snorkeling,cave,41300,<=50K,low
female,32,thirties,lecturer,university,rock_climbing,wall_rock,44620,<=50K,low
female,42,forties,mime,circus,auto_racing,racing_circuit,38100,<=50K,high
female,53,fifties,journalist,office,rock_climbing,wall_rock,53550,>50K<=100K,high
male,35,thirties,general_practitioner,surgery,marbles,park,139050,>100K,low
male,54,fifties,chiropractor,hospital,roller_skating,skating_rink,72390,>50K<=100K,low
male,34,thirties,journalist,office,roller_skating,skating_rink,29750,<=50K,high
female,56,fifties,movie_actor,location,jump_rope,street,90780,>50K<=100K,high
female,26,twenties,general_practitioner,surgery,rock_climbing,wall_rock,102600,>100K,low
female,56,fifties,massager,massage_parlor,roller_skating,skating_rink,51250,>50K<=100K,low
female,67,sixties,demonstrator,university,scuba_diving,sea,33209,<=50K,low
female,22,twenties,esthetician,beauty_salon,squash,squash_court,28200,<=50K,low
male,26,twenties,beekeeper,countryside,running,gym,24300,<=50K,high
female,73,seventies,lecturer,university,table_tennis,park,52900,>50K<=100K,low
male,47,forties,pediatrician,hospital,american_football,ballpark,145520,>100K,medium
male,67,sixties,massager,massage_parlor,hunting,forest,77900,>50K<=100K,low
male,66,sixties,math_teacher,school,judo,gym,47000,<=50K,low
male,68,sixties,advocate,office,swimming,swimming_pool,132800,>100K,low
female,35,thirties,lecturer,university,rock_climbing,wall_rock,44620,<=50K,low
male,38,thirties,massager,massage_parlor,dancing,ballroom,44690,<=50K,low
