gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,59,fifties,dentist,surgery,dominoes,bar,146050,>100K,low
female,64,sixties,decorator,office,darts,pub,59850,>50K<=100K,low
female,52,fifties,general_practitioner,hospital,horse_racing,hippodrome,148500,>100K,medium
male,65,sixties,dentist,surgery,ice_hockey,skating_rink,157480,>100K,medium
female,46,forties,decorator,house,horse_racing,hippodrome,50850,>50K<=100K,medium
female,63,sixties,esthetician,beauty_salon,ice_hockey,skating_rink,40800,<=50K,medium
male,40,forties,mime,theatre,dancing,ballroom,38100,<=50K,low
female,32,thirties,demonstrator,university,fishing,lake,33209,<=50K,low
male,61,sixties,demonstrator,university,horse_racing,hippodrome,33209,<=50K,medium
male,72,seventies,miner,mine,hurling,ballpark,50440,>50K<=100K,high
male,22,twenties,chemist,school,rugby,ballpark,44590,<=50K,medium
male,24,twenties,breeder,farm,darts,bar,24300,<=50K,high
female,42,forties,demonstrator,university,roller_skating,skating_rink,33209,<=50K,low
male,65,sixties,dishwasher,restaurant,golf,golf_course,20880,<=50K,low
male,70,seventies,lecturer,university,running,cinder_track,52900,>50K<=100K,low
male,51,fifties,movie_actor,location,ice_skating,skating_rink,90780,>50K<=100K,high
female,31,thirties,decorator,office,golf,golf_course,43650,<=50K,low
male,37,thirties,clinical_psychologist,surgery,chess,cafeteria,73730,>50K<=100K,low
female,36,thirties,chemist,science_lab,dancing,ballroom,53410,>50K<=100K,low
female,48,forties,demonstrator,university,darts,pub,33209,<=50K,low
male,38,thirties,electrician,house,gymnastics,gym,44620,<=50K,high
male,40,forties,tamer,circus,darts,bar,42176,<=50K,high
male,62,sixties,electrician,office,dancing,ballroom,56580,>50K<=100K,high
male,61,sixties,civil_engineer,office,ice_hockey,skating_rink,90280,>50K<=100K,high
female,35,thirties,divorce_lawyer,office,horse_racing,hippodrome,90060,>50K<=100K,medium
female,36,thirties,music_teacher,school,bowling,amusement_park,45510,<=50K,low
male,60,sixties,pianist,concert_hall,wrestling,wrestling_ring,41160,<=50K,medium
female,39,thirties,criminologist,office,gymnastics,gym,56230,>50K<=100K,medium
male,31,thirties,miner,mine,golf,golf_course,58240,>50K<=100K,high
female,65,sixties,dentist,hospital,dancing,ballroom,157480,>100K,low
female,66,sixties,math_teacher,school,darts,pub,47000,<=50K,low
female,30,thirties,massager,massage_parlor,fishing,river,44690,<=50K,low
female,69,sixties,criminologist,courtroom,ice_hockey,skating_rink,77142,>50K<=100K,medium
female,36,thirties,divorce_lawyer,courtroom,horse_racing,hippodrome,90060,>50K<=100K,medium
female,39,thirties,decorator,house,horse_racing,hippodrome,43650,<=50K,medium
female,69,sixties,opera_star,theatre,bowling,amusement_park,59280,>50K<=100K,low
male,63,sixties,music_teacher,school,marbles,street,51250,>50K<=100K,low
male,30,thirties,math_teacher,school,dominoes,bar,47000,<=50K,low
female,25,twenties,nurse,hospital,bingo,casino,51330,>50K<=100K,high
male,38,thirties,dentist,surgery,golf,golf_course,134620,>100K,low
male,53,fifties,dishwasher,tavern,golf,golf_course,19260,<=50K,low
male,64,sixties,dentist,hospital,darts,bar,157480,>100K,low
male,24,twenties,electrician,street,judo,gym,35420,<=50K,high
female,33,thirties,divorce_lawyer,office,ice_hockey,skating_rink,90060,>50K<=100K,medium
female,49,forties,ballet_dancer,theatre,jump_rope,park,40250,<=50K,low
female,50,fifties,general_practitioner,hospital,hunting,forest,148500,>100K,low
female,21,twenties,nurse,surgery,bicycling,park,51330,>50K<=100K,high
male,61,sixties,massager,massage_parlor,bowling,amusement_park,77900,>50K<=100K,low
