gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,59,fifties,dentist,hospital,rock_climbing,wall_rock,146050,>100K,low
male,28,twenties,mime,circus,ice_skating,skating_rink,27300,<=50K,high
male,46,forties,electrician,street,soccer,ballpark,50140,>50K<=100K,high
female,48,forties,criminologist,courtroom,american_football,football_field,68777,>50K<=100K,medium
male,46,forties,composer,school,rock_climbing,wall_rock,53411,>50K<=100K,low
female,31,thirties,dishwasher,tavern,hurling,ballpark,19260,<=50K,low
female,35,thirties,decorator,house,rock_climbing,wall_rock,43650,<=50K,low
male,30,thirties,copilot,airport,jump_rope,park,91640,>50K<=100K,high
male,60,sixties,copilot,sky,dominoes,bar,175160,>100K,high
male,33,thirties,graphic_designer,office,scuba_diving,sea,40660,<=50K,low
male,26,twenties,dentist,surgery,marbles,street,114300,>100K,low
female,72,seventies,general_practitioner,surgery,roller_skating,skating_rink,175500,>100K,low
male,21,twenties,general_practitioner,hospital,ice_skating,skating_rink,102600,>100K,low
male,22,twenties,magician,theatre,running,gym,32000,<=50K,low
male,58,fifties,miner,mine,ice_skating,skating_rink,50440,>50K<=100K,high
male,57,fifties,optometrist,hospital,rugby,ballpark,107800,>100K,medium
male,63,sixties,dishwasher,restaurant,marbles,street,20880,<=50K,low
female,54,fifties,demonstrator,university,jump_rope,park,33209,<=50K,low
female,22,twenties,journalist,office,marbles,street,30800,<=50K,high
male,23,twenties,electrician,street,hurling,ballpark,35420,<=50K,high
female,22,twenties,choreographer,theatre,hurling,ballpark,34650,<=50K,low
male,25,twenties,dishwasher,restaurant,rock_climbing,wall_rock,17640,<=50K,low
female,43,forties,composer,school,roller_skating,skating_rink,53411,>50K<=100K,low
female,51,fifties,graphic_designer,office,jump_rope,street,44460,<=50K,low
male,60,sixties,magician,theatre,surfing,sea,48000,<=50K,low
male,71,seventies,breeder,farm,running,cinder_track,39900,<=50K,high
male,67,sixties,composer,school,jump_rope,street,53920,>50K<=100K,low
male,44,forties,demonstrator,university,marbles,street,33209,<=50K,low
female,36,thirties,divorce_lawyer,courtroom,rugby,ballpark,90060,>50K<=100K,medium
male,73,seventies,chemist,science_lab,ice_skating,skating_rink,73500,>50K<=100K,low
male,49,forties,chiropractor,surgery,ice_hockey,skating_rink,72390,>50K<=100K,medium
female,75,seventies,graphic_designer,office,ice_hockey,skating_rink,46740,<=50K,medium
male,55,fifties,composer,school,gymnastics,gym,53411,>50K<=100K,medium
female,60,sixties,general_practitioner,surgery,ice_hockey,skating_rink,175500,>100K,medium
female,29,twenties,decorator,office,ice_hockey,skating_rink,40950,<=50K,medium
male,40,forties,civil_engineer,architecture,hunting,jungle,77470,>50K<=100K,high
male,68,sixties,composer,house,hurling,ballpark,53920,>50K<=100K,low
female,73,seventies,journalist,office,roller_skating,skating_rink,60900,>50K<=100K,high
male,70,seventies,demonstrator,university,auto_racing,racing_circuit,33209,<=50K,high
male,49,forties,criminologist,office,scuba_diving,sea,68777,>50K<=100K,low
female,52,fifties,lecturer,university,gymnastics,gym,49220,<=50K,medium
male,50,fifties,divorce_lawyer,courtroom,rugby,ballpark,93220,>50K<=100K,medium
female,49,forties,demonstrator,university,snorkeling,sea,33209,<=50K,low
male,26,twenties,composer,studio,horse_racing,hippodrome,45781,<=50K,medium
female,42,forties,divorce_lawyer,office,marbles,park,93220,>50K<=100K,low
male,28,twenties,breeder,countryside,jump_rope,park,24300,<=50K,high
female,24,twenties,graphic_designer,office,gymnastics,gym,34960,<=50K,medium
female,74,seventies,copilot,sky,rock_climbing,wall_rock,175160,>100K,high
male,44,forties,miner,mine,dominoes,pub,50440,>50K<=100K,high
male,64,sixties,electrician,office,hurling,ballpark,56580,>50K<=100K,high
male,46,forties,electrician,street,marbles,park,50140,>50K<=100K,high
female,39,thirties,dentist,hospital,jump_rope,street,134620,>100K,low
male,27,twenties,divorce_lawyer,courtroom,jump_rope,park,66360,>50K<=100K,low
male,39,thirties,beekeeper,farm,ice_hockey,skating_rink,29100,<=50K,high
female,73,seventies,esthetician,beauty_salon,fishing,river,40800,<=50K,low
female,62,sixties,graphic_designer,office,gymnastics,gym,46740,<=50K,medium
female,40,forties,choreographer,theatre,soccer,ballpark,40250,<=50K,low
male,23,twenties,dishwasher,restaurant,ice_hockey,skating_rink,17640,<=50K,medium
male,38,thirties,general_practitioner,surgery,rugby,ballpark,139050,>100K,medium
female,49,forties,music_teacher,school,ice_hockey,skating_rink,48790,<=50K,medium
female,59,fifties,journalist,office,hunting,jungle,53550,>50K<=100K,high
male,56,fifties,beekeeper,farm,dominoes,bar,32100,<=50K,high
female,47,forties,choreographer,theatre,darts,bar,40250,<=50K,low
female,32,thirties,general_practitioner,surgery,jump_rope,park,139050,>100K,low
female,22,twenties,demonstrator,university,surfing,sea,33209,<=50K,low
female,65,sixties,nurse,surgery,ice_hockey,skating_rink,70800,>50K<=100K,high
male,32,thirties,mime,circus,judo,gym,34500,<=50K,high
female,73,seventies,demonstrator,university,rock_climbing,wall_rock,33209,<=50K,low
male,65,sixties,dishwasher,tavern,jump_rope,park,20880,<=50K,low
male,30,thirties,choreographer,theatre,rugby,ballpark,41300,<=50K,medium
female,26,twenties,nutritionist,hospital,ice_skating,skating_rink,38400,<=50K,low
female,29,twenties,demonstrator,university,ice_skating,skating_rink,33209,<=50K,low
