gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
female,47,forties,decorator,house,boxing,boxing_ring,50850,>50K<=100K,low
female,33,thirties,demonstrator,university,squash,squash_court,33209,<=50K,low
male,46,forties,beekeeper,countryside,judo,gym,32100,<=50K,high
female,57,fifties,architect,architecture,auto_racing,racing_circuit,71250,>50K<=100K,high
female,46,forties,assistant_professor,university,american_football,ballpark,62220,>50K<=100K,medium
male,49,forties,clinical_psychologist,surgery,baseball,ballpark,84680,>50K<=100K,low
female,50,fifties,criminologist,courtroom,fishing,lake,68777,>50K<=100K,low
female,67,sixties,esthetician,beauty_salon,chess,cafeteria,40800,<=50K,low
male,62,sixties,civil_engineer,architecture,bingo,casino,90280,>50K<=100K,high
male,25,twenties,demonstrator,university,boat_racing,sea,33209,<=50K,high
female,67,sixties,associate_professor,university,boat_racing,sea,75260,>50K<=100K,high
male,34,thirties,civil_engineer,office,bowling,amusement_park,65270,>50K<=100K,high
female,71,seventies,baseball_coach,court,boat_racing,sea,51300,>50K<=100K,high
female,36,thirties,baseball_coach,court,gymnastics,gym,38380,<=50K,medium
male,46,forties,associate_professor,university,bingo,casino,72420,>50K<=100K,low
male,51,fifties,assistant_professor,university,fishing,lake,62220,>50K<=100K,low
female,25,twenties,criminologist,office,boat_racing,sea,38106,<=50K,high
female,25,twenties,choreographer,theatre,golf,golf_course,34650,<=50K,low
male,57,fifties,copilot,airport,bicycling,street,131080,>100K,high
female,74,seventies,copilot,airport,darts,bar,175160,>100K,high
female,27,twenties,breeder,farm,boxing,boxing_ring,24300,<=50K,high
female,61,sixties,miner,mine,dancing,ballroom,50440,>50K<=100K,high
male,62,sixties,beekeeper,countryside,dominoes,bar,39900,<=50K,high
female,48,forties,choreographer,theatre,bowling,amusement_park,40250,<=50K,low
female,29,twenties,clinical_psychologist,surgery,bowling,amusement_park,63510,>50K<=100K,low
male,33,thirties,agriculturist,farm,basketball,basketball_court,29100,<=50K,medium
female,43,forties,clinical_psychologist,hospital,bicycling,street,84680,>50K<=100K,low
male,38,thirties,copilot,airport,dominoes,pub,91640,>50K<=100K,high
male,40,forties,architect,office,soccer,ballpark,71250,>50K<=100K,low
male,60,sixties,civil_engineer,office,boat_racing,sea,90280,>50K<=100K,high
female,59,fifties,clinical_psychologist,hospital,dominoes,pub,84680,>50K<=100K,low
male,44,forties,dishwasher,tavern,darts,bar,19260,<=50K,low
male,36,thirties,cardiologist,hospital,bingo,casino,232960,>100K,low
male,24,twenties,copilot,airport,golf,golf_course,54520,>50K<=100K,high
male,53,fifties,architect,architecture,bicycling,street,71250,>50K<=100K,high
male,40,forties,associate_professor,university,basketball,basketball_court,72420,>50K<=100K,low
female,29,twenties,demonstrator,university,hunting,forest,33209,<=50K,low
male,68,sixties,electrician,house,bicycling,park,56580,>50K<=100K,high
female,42,forties,advocate,courtroom,boat_racing,sea,118400,>100K,high
male,51,fifties,assistant_professor,university,billiards,bar,62220,>50K<=100K,low
female,40,forties,agriculturist,farm,gymnastics,gym,32100,<=50K,high
female,42,forties,ballet_dancer,theatre,bowling,amusement_park,40250,<=50K,low
male,51,fifties,basketball_coach,court,dominoes,pub,44840,<=50K,low
male,65,sixties,composer,house,boxing,boxing_ring,53920,>50K<=100K,low
male,69,sixties,cardiologist,surgery,ice_hockey,skating_rink,275520,>100K,medium
male,25,twenties,dentist,surgery,ice_hockey,skating_rink,114300,>100K,medium
male,24,twenties,advocate,office,hurling,ballpark,65600,>50K<=100K,low
female,28,twenties,breeder,farm,hurling,ballpark,24300,<=50K,high
female,32,thirties,criminologist,office,bingo,casino,56230,>50K<=100K,low
female,67,sixties,graphic_designer,office,ice_skating,skating_rink,46740,<=50K,low
male,61,sixties,breeder,farm,chess,cafeteria,39900,<=50K,high
male,25,twenties,chemist,science_lab,judo,gym,44590,<=50K,low
male,50,fifties,dentist,hospital,billiards,pub,146050,>100K,low
male,40,forties,copilot,sky,hurling,ballpark,131080,>100K,high
female,33,thirties,advocate,courtroom,hurling,ballpark,96800,>50K<=100K,low
female,53,fifties,architect,architecture,bowling,amusement_park,71250,>50K<=100K,medium
female,74,seventies,decorator,office,darts,pub,59850,>50K<=100K,low
male,47,forties,copilot,sky,fishing,sea,131080,>100K,high
female,70,seventies,clinical_psychologist,surgery,boxing,boxing_ring,91250,>50K<=100K,low
female,74,seventies,baseball_coach,gym,judo,gym,51300,>50K<=100K,low
male,32,thirties,architect,office,baseball,ballpark,57570,>50K<=100K,low
female,45,forties,esthetician,beauty_salon,rock_climbing,wall_rock,37200,<=50K,low
male,49,forties,basketball_coach,court,baseball,ballpark,44840,<=50K,low
female,65,sixties,clinical_psychologist,surgery,chess,coffee_shop,91250,>50K<=100K,low
male,70,seventies,basketball_coach,court,darts,bar,51300,>50K<=100K,low
female,30,thirties,clinical_psychologist,surgery,hunting,jungle,73730,>50K<=100K,low
male,47,forties,civil_engineer,office,billiards,bar,77470,>50K<=100K,high
female,63,sixties,advocate,office,fishing,sea,132800,>100K,low
male,40,forties,chiropractor,hospital,marbles,park,72390,>50K<=100K,low
female,37,thirties,chemist,school,boxing,boxing_ring,53410,>50K<=100K,low
male,58,fifties,agriculturist,farm,boat_racing,sea,32100,<=50K,high
male,32,thirties,graphic_designer,office,hunting,forest,40660,<=50K,low
female,59,fifties,esthetician,beauty_salon,billiards,bar,37200,<=50K,low
male,43,forties,chemist,science_lab,boxing,boxing_ring,61740,>50K<=100K,low
male,64,sixties,associate_professor,university,chess,cafeteria,75260,>50K<=100K,low
female,73,seventies,demonstrator,university,scuba_diving,sea,33209,<=50K,low
female,39,thirties,decorator,house,dominoes,pub,43650,<=50K,low
female,56,fifties,associate_professor,university,horse_racing,hippodrome,72420,>50K<=100K,medium
male,70,seventies,electrician,office,judo,gym,56580,>50K<=100K,high
female,74,seventies,chemist,science_lab,golf,golf_course,73500,>50K<=100K,low
female,30,thirties,clinical_psychologist,hospital,boat_racing,sea,73730,>50K<=100K,high
male,58,fifties,ballet_dancer,theatre,rugby,ballpark,40250,<=50K,medium
female,32,thirties,chemist,school,golf,golf_course,53410,>50K<=100K,low
male,66,sixties,copilot,airport,hunting,forest,175160,>100K,high
male,71,seventies,choreographer,theatre,chess,coffee_shop,40250,<=50K,low
female,21,twenties,graphic_designer,office,chess,cafeteria,34960,<=50K,low
male,40,forties,civil_engineer,office,bingo,casino,77470,>50K<=100K,high
male,31,thirties,demonstrator,university,ice_skating,skating_rink,33209,<=50K,low
female,73,seventies,divorce_lawyer,office,dancing,ballroom,103490,>100K,low
male,56,fifties,general_practitioner,surgery,boat_racing,sea,148500,>100K,high
male,24,twenties,breeder,farm,ice_skating,skating_rink,24300,<=50K,high
male,61,sixties,demonstrator,university,ice_hockey,skating_rink,33209,<=50K,medium
male,68,sixties,copilot,airport,baseball,ballpark,175160,>100K,high
female,72,seventies,choreographer,theatre,boat_racing,sea,40250,<=50K,high
female,69,sixties,cardiologist,surgery,baseball,ballpark,275520,>100K,low
male,69,sixties,mime,street,bingo,casino,38100,<=50K,medium
male,35,thirties,architect,architecture,hurling,ballpark,57570,>50K<=100K,high
female,52,fifties,composer,house,baseball,ballpark,53411,>50K<=100K,low
female,46,forties,assistant_professor,university,bowling,amusement_park,62220,>50K<=100K,low
female,33,thirties,esthetician,beauty_salon,darts,pub,34500,<=50K,low
male,23,twenties,civil_engineer,office,chess,coffee_shop,54900,>50K<=100K,high
male,69,sixties,agriculturist,farm,darts,bar,39900,<=50K,medium
male,25,twenties,civil_engineer,office,ice_hockey,skating_rink,54900,>50K<=100K,high
female,26,twenties,esthetician,beauty_salon,rugby,ballpark,28200,<=50K,medium
female,70,seventies,associate_professor,university,bowling,amusement_park,75260,>50K<=100K,low
male,37,thirties,choreographer,theatre,basketball,basketball_court,41300,<=50K,low
male,46,forties,agriculturist,farm,swimming,swimming_pool,32100,<=50K,medium
female,71,seventies,criminologist,courtroom,scuba_diving,sea,77142,>50K<=100K,low
male,70,seventies,ballet_dancer,theatre,golf,golf_course,39550,<=50K,low
male,26,twenties,general_practitioner,surgery,boat_racing,sea,102600,>100K,high
male,66,sixties,beekeeper,farm,golf,golf_course,39900,<=50K,high
male,68,sixties,agriculturist,countryside,auto_racing,racing_circuit,39900,<=50K,high
male,74,seventies,chemist,school,darts,bar,73500,>50K<=100K,low
female,54,fifties,criminologist,courtroom,horse_racing,hippodrome,68777,>50K<=100K,medium
male,24,twenties,advocate,office,dominoes,pub,65600,>50K<=100K,low
female,63,sixties,clinical_psychologist,surgery,basketball,basketball_court,91250,>50K<=100K,low
female,73,seventies,architect,architecture,chess,cafeteria,88350,>50K<=100K,medium
female,47,forties,associate_professor,university,boat_racing,sea,72420,>50K<=100K,high
male,52,fifties,architect,architecture,bingo,casino,71250,>50K<=100K,medium
male,35,thirties,agriculturist,countryside,bicycling,park,29100,<=50K,high
male,71,seventies,architect,office,chess,coffee_shop,88350,>50K<=100K,low
female,24,twenties,chiropractor,hospital,chess,coffee_shop,50160,>50K<=100K,low
male,21,twenties,criminologist,courtroom,ice_hockey,skating_rink,38106,<=50K,medium
male,29,twenties,copilot,sky,auto_racing,racing_circuit,54520,>50K<=100K,high
male,35,thirties,architect,office,horse_racing,hippodrome,57570,>50K<=100K,medium
female,23,twenties,architect,office,jump_rope,street,46170,<=50K,low
male,34,thirties,electrician,house,basketball,basketball_court,44620,<=50K,high
female,67,sixties,architect,office,boat_racing,sea,88350,>50K<=100K,high
female,36,thirties,choreographer,theatre,jump_rope,park,41300,<=50K,low
female,40,forties,criminologist,office,hunting,jungle,68777,>50K<=100K,low
female,31,thirties,ballet_dancer,school,gymnastics,gym,41300,<=50K,medium
female,35,thirties,ballet_dancer,theatre,baseball,ballpark,41300,<=50K,low
female,71,seventies,advocate,office,boxing,boxing_ring,132800,>100K,low
female,67,sixties,criminologist,office,boxing,boxing_ring,77142,>50K<=100K,low
male,70,seventies,miner,mine,dancing,ballroom,50440,>50K<=100K,high
male,23,twenties,movie_actor,location,dancing,ballroom,71200,>50K<=100K,high
male,54,fifties,chemist,school,boxing,boxing_ring,61740,>50K<=100K,low
male,44,forties,basketball_coach,court,ice_hockey,skating_rink,44840,<=50K,medium
female,34,thirties,decorator,house,dominoes,pub,43650,<=50K,low
male,34,thirties,advocate,courtroom,marbles,park,96800,>50K<=100K,low
