gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,61,sixties,dentist,hospital,chess,cafeteria,157480,>100K,low
male,34,thirties,agriculturist,countryside,hurling,ballpark,29100,<=50K,high
male,36,thirties,composer,school,golf,golf_course,50868,>50K<=100K,low
male,66,sixties,chiropractor,hospital,bingo,casino,86070,>50K<=100K,low
male,30,thirties,agriculturist,countryside,roller_skating,skating_rink,29100,<=50K,high
male,39,thirties,journalist,office,bowling,amusement_park,29750,<=50K,high
male,35,thirties,beekeeper,farm,ice_skating,skating_rink,29100,<=50K,high
female,28,twenties,advocate,office,baseball,ballpark,65600,>50K<=100K,low
male,51,fifties,chiropractor,hospital,hunting,jungle,72390,>50K<=100K,low
male,23,twenties,agriculturist,countryside,ice_skating,skating_rink,24300,<=50K,high
male,73,seventies,advocate,office,bowling,amusement_park,132800,>100K,low
female,41,forties,basketball_coach,court,darts,bar,44840,<=50K,low
female,21,twenties,assistant_professor,university,bingo,casino,60390,>50K<=100K,low
male,25,twenties,criminologist,courtroom,bicycling,street,38106,<=50K,low
male,35,thirties,decorator,house,jump_rope,park,43650,<=50K,low
male,25,twenties,civil_engineer,architecture,judo,gym,54900,>50K<=100K,high
male,43,forties,chemist,science_lab,golf,golf_course,61740,>50K<=100K,low
female,68,sixties,advocate,courtroom,baseball,ballpark,132800,>100K,low
male,58,fifties,magician,circus,golf,golf_course,44800,<=50K,medium
female,28,twenties,music_teacher,school,basketball,basketball_court,40590,<=50K,low
female,28,twenties,ballet_dancer,theatre,golf,golf_course,34650,<=50K,low
female,66,sixties,demonstrator,university,boxing,boxing_ring,33209,<=50K,low
male,44,forties,chiropractor,surgery,hunting,jungle,72390,>50K<=100K,low
male,52,fifties,general_practitioner,surgery,golf,golf_course,148500,>100K,low
male,50,fifties,architect,architecture,darts,pub,71250,>50K<=100K,medium
male,53,fifties,advocate,office,baseball,ballpark,118400,>100K,low
male,55,fifties,electrician,street,bicycling,street,50140,>50K<=100K,high
male,42,forties,assistant_professor,university,dancing,ballroom,62220,>50K<=100K,low
female,49,forties,decorator,office,fishing,sea,50850,>50K<=100K,low
female,39,thirties,advocate,office,billiards,pub,96800,>50K<=100K,low
male,57,fifties,agriculturist,countryside,soccer,ballpark,32100,<=50K,high
male,67,sixties,basketball_coach,gym,billiards,bar,51300,>50K<=100K,low
male,52,fifties,civil_engineer,office,basketball,basketball_court,77470,>50K<=100K,high
female,47,forties,optometrist,hospital,baseball,ballpark,107800,>100K,low
male,59,fifties,magician,circus,gymnastics,gym,44800,<=50K,high
male,39,thirties,journalist,office,dominoes,pub,29750,<=50K,high
female,48,forties,clinical_psychologist,hospital,boxing,boxing_ring,84680,>50K<=100K,low
male,69,sixties,composer,house,chess,cafeteria,53920,>50K<=100K,low
female,59,fifties,divorce_lawyer,courtroom,gymnastics,gym,93220,>50K<=100K,medium
male,43,forties,cardiologist,surgery,baseball,ballpark,250880,>100K,low
female,68,sixties,assistant_professor,university,scuba_diving,sea,63440,>50K<=100K,low
female,63,sixties,music_teacher,school,horse_racing,hippodrome,51250,>50K<=100K,medium
female,55,fifties,associate_professor,university,billiards,pub,72420,>50K<=100K,low
