gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,49,forties,magician,circus,ice_skating,skating_rink,44800,<=50K,high
female,75,seventies,civil_engineer,office,hunting,forest,90280,>50K<=100K,high
male,29,twenties,general_practitioner,surgery,marbles,park,102600,>100K,low
male,34,thirties,copilot,airport,ice_skating,skating_rink,91640,>50K<=100K,high
female,74,seventies,lecturer,university,roller_skating,skating_rink,52900,>50K<=100K,low
male,43,forties,cardiologist,surgery,judo,gym,250880,>100K,low
female,33,thirties,choreographer,theatre,running,gym,41300,<=50K,low
male,51,fifties,journalist,office,marbles,park,53550,>50K<=100K,high
male,21,twenties,copilot,sky,jump_rope,street,54520,>50K<=100K,high
female,56,fifties,massager,massage_parlor,scuba_diving,sea,51250,>50K<=100K,low
male,34,thirties,miner,mine,table_tennis,gym,58240,>50K<=100K,high
female,31,thirties,massager,massage_parlor,squash,squash_court,44690,<=50K,low
male,42,forties,graphic_designer,office,running,cinder_track,44460,<=50K,low
male,65,sixties,magician,circus,hunting,jungle,48000,<=50K,high
male,52,fifties,miner,mine,jump_rope,street,50440,>50K<=100K,high
female,44,forties,nutritionist,surgery,running,gym,42400,<=50K,low
male,54,fifties,math_teacher,school,jump_rope,park,47000,<=50K,low
male,58,fifties,graphic_designer,office,rock_climbing,wall_rock,44460,<=50K,low
male,44,forties,software_engineer,office,jump_rope,street,96520,>50K<=100K,low
male,33,thirties,dentist,surgery,american_football,football_field,134620,>100K,medium
female,58,fifties,dentist,surgery,surfing,sea,146050,>100K,low
male,42,forties,chiropractor,surgery,gymnastics,gym,72390,>50K<=100K,medium
female,40,forties,divorce_lawyer,courtroom,roller_skating,skating_rink,93220,>50K<=100K,low
male,25,twenties,composer,studio,hurling,ballpark,45781,<=50K,low
male,63,sixties,electrician,street,soccer,ballpark,56580,>50K<=100K,high
female,28,twenties,general_practitioner,surgery,squash,squash_court,102600,>100K,low
male,58,fifties,cardiologist,surgery,ice_hockey,skating_rink,250880,>100K,medium
female,68,sixties,clinical_psychologist,hospital,running,cinder_track,91250,>50K<=100K,low
male,67,sixties,copilot,airport,marbles,park,175160,>100K,high
male,30,thirties,dishwasher,tavern,running,gym,19260,<=50K,low
male,64,sixties,dentist,surgery,surfing,sea,157480,>100K,low
male,75,seventies,magician,circus,scuba_diving,sea,48000,<=50K,high
female,47,forties,lecturer,university,american_football,football_field,49220,<=50K,medium
male,72,seventies,baseball_coach,court,horse_racing,hippodrome,51300,>50K<=100K,medium
female,40,forties,divorce_lawyer,office,horse_racing,hippodrome,93220,>50K<=100K,medium
female,52,fifties,nutritionist,surgery,american_football,football_field,42400,<=50K,medium
female,62,sixties,massager,massage_parlor,snorkeling,sea,77900,>50K<=100K,low
male,62,sixties,physicist,science_lab,surfing,sea,122980,>100K,low
male,74,seventies,mime,circus,roller_skating,skating_rink,38100,<=50K,high
female,28,twenties,graphic_designer,office,ice_hockey,skating_rink,34960,<=50K,medium
female,75,seventies,demonstrator,university,gymnastics,gym,33209,<=50K,medium
female,71,seventies,journalist,office,snorkeling,sea,60900,>50K<=100K,high
male,42,forties,magician,circus,gymnastics,gym,44800,<=50K,high
female,41,forties,criminologist,courtroom,surfing,sea,68777,>50K<=100K,low
male,36,thirties,basketball_coach,court,running,gym,38380,<=50K,low
female,31,thirties,choreographer,theatre,ice_skating,skating_rink,41300,<=50K,low
female,30,thirties,graphic_designer,office,soccer,ballpark,40660,<=50K,low
male,34,thirties,magician,circus,american_football,football_field,44000,<=50K,high
male,65,sixties,copilot,sky,ice_skating,skating_rink,175160,>100K,high
male,55,fifties,chiropractor,hospital,scuba_diving,sea,72390,>50K<=100K,low
female,23,twenties,esthetician,beauty_salon,hurling,ballpark,28200,<=50K,low
male,57,fifties,copilot,airport,dominoes,bar,131080,>100K,high
female,71,seventies,nutritionist,surgery,rock_climbing,wall_rock,43600,<=50K,low
female,39,thirties,criminologist,courtroom,ice_hockey,skating_rink,56230,>50K<=100K,medium
male,74,seventies,general_practitioner,surgery,squash,squash_court,175500,>100K,low
male,39,thirties,copilot,airport,roller_skating,skating_rink,91640,>50K<=100K,high
male,41,forties,electrician,office,hurling,ballpark,50140,>50K<=100K,high
female,31,thirties,criminologist,courtroom,judo,gym,56230,>50K<=100K,low
male,52,fifties,beekeeper,farm,marbles,park,32100,<=50K,high
male,40,forties,general_practitioner,surgery,ice_hockey,skating_rink,148500,>100K,medium
male,63,sixties,dentist,hospital,marbles,street,157480,>100K,low
female,55,fifties,decorator,office,snorkeling,cave,50850,>50K<=100K,low
male,41,forties,copilot,sky,ice_hockey,skating_rink,131080,>100K,high
female,61,sixties,demonstrator,university,rugby,ballpark,33209,<=50K,medium
female,64,sixties,decorator,house,roller_skating,skating_rink,59850,>50K<=100K,low
male,34,thirties,decorator,house,judo,gym,43650,<=50K,low
male,70,seventies,miner,mine,ice_skating,skating_rink,50440,>50K<=100K,high
