gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
female,26,twenties,criminologist,office,boxing,boxing_ring,38106,<=50K,low
female,72,seventies,decorator,house,hurling,ballpark,59850,>50K<=100K,low
male,75,seventies,surgeon,surgery,water-skiing,lake,278400,>100K,low
female,53,fifties,chiropractor,surgery,swimming,creek,72390,>50K<=100K,low
female,49,forties,esthetician,beauty_salon,hunting,forest,37200,<=50K,low
male,63,sixties,pianist,theatre,gymnastics,gym,41160,<=50K,medium
male,28,twenties,chiropractor,hospital,gymnastics,gym,50160,>50K<=100K,medium
male,57,fifties,civil_engineer,office,hunting,jungle,77470,>50K<=100K,high
female,60,sixties,massager,massage_parlor,ice_skating,skating_rink,77900,>50K<=100K,low
female,44,forties,massager,massage_parlor,dancing,ballroom,51250,>50K<=100K,low
male,44,forties,music_teacher,school,darts,bar,48790,<=50K,low
male,52,fifties,dishwasher,tavern,rock_climbing,wall_rock,19260,<=50K,low
male,67,sixties,opera_star,concert_hall,baseball,ballpark,59280,>50K<=100K,low
male,62,sixties,advocate,courtroom,scuba_diving,sea,132800,>100K,low
male,55,fifties,baseball_coach,gym,table_tennis,park,44840,<=50K,low
male,54,fifties,dentist,hospital,bicycling,street,146050,>100K,low
male,65,sixties,music_teacher,school,rugby,ballpark,51250,>50K<=100K,medium
male,51,fifties,violinist,concert_hall,scuba_diving,sea,40320,<=50K,low
female,35,thirties,advocate,courtroom,rugby,ballpark,96800,>50K<=100K,medium
male,66,sixties,dishwasher,restaurant,scuba_diving,sea,20880,<=50K,low
male,70,seventies,miner,mine,judo,gym,50440,>50K<=100K,high
male,21,twenties,tap_dancer,theatre,rugby,ballpark,34650,<=50K,medium
male,50,fifties,school_principal,school,wrestling,wrestling_ring,89040,>50K<=100K,medium
female,40,forties,esthetician,beauty_salon,ice_skating,skating_rink,37200,<=50K,low
male,24,twenties,general_practitioner,surgery,darts,bar,102600,>100K,low
male,66,sixties,pianist,concert_hall,dancing,ballroom,41160,<=50K,low
female,50,fifties,decorator,house,jump_rope,park,50850,>50K<=100K,low
female,56,fifties,esthetician,beauty_salon,volleyball,volleyball_court,37200,<=50K,low
male,62,sixties,movie_actor,location,horse_racing,hippodrome,66750,>50K<=100K,high
female,74,seventies,movie_actor,location,boat_racing,sea,66750,>50K<=100K,high
female,62,sixties,general_practitioner,surgery,american_football,ballpark,175500,>100K,medium
female,30,thirties,tap_dancer,theatre,squash,squash_court,41300,<=50K,low
male,66,sixties,post_doc,university,hurling,ballpark,59770,>50K<=100K,low
male,60,sixties,post_doc,university,american_football,football_field,59770,>50K<=100K,medium
male,30,thirties,copilot,airport,surfing,sea,91640,>50K<=100K,high
male,49,forties,dishwasher,restaurant,rugby,ballpark,19260,<=50K,medium
female,33,thirties,nurse,hospital,tennis,tennis_court,59590,>50K<=100K,high
male,27,twenties,movie_actor,location,boxing,boxing_ring,71200,>50K<=100K,high
female,22,twenties,divorce_lawyer,office,running,cinder_track,66360,>50K<=100K,low
female,67,sixties,esthetician,beauty_salon,surfing,sea,40800,<=50K,low
male,25,twenties,nutritionist,hospital,hunting,jungle,38400,<=50K,low
male,72,seventies,composer,house,scuba_diving,sea,53920,>50K<=100K,low
female,57,fifties,assistant_professor,university,golf,golf_course,62220,>50K<=100K,low
male,41,forties,miner,mine,dancing,ballroom,50440,>50K<=100K,high
male,33,thirties,pharmacist,pharmacy,soccer,ballpark,113120,>100K,low
male,30,thirties,taster,restaurant,ice_hockey,skating_rink,69300,>50K<=100K,medium
female,43,forties,software_engineer,office,table_tennis,park,96520,>50K<=100K,low
male,73,seventies,associate_professor,university,ice_hockey,skating_rink,75260,>50K<=100K,medium
female,75,seventies,pharmacist,pharmacy,bowling,amusement_park,117600,>100K,low
male,27,twenties,pediatrician,surgery,gymnastics,gym,127840,>100K,medium
male,57,fifties,surgeon,surgery,roller_skating,skating_rink,254400,>100K,low
female,70,seventies,beekeeper,countryside,wrestling,wrestling_ring,39900,<=50K,high
male,25,twenties,chiropractor,surgery,wrestling,wrestling_ring,50160,>50K<=100K,medium
female,33,thirties,associate_professor,university,water-skiing,sea,71710,>50K<=100K,low
male,39,thirties,physicist,science_lab,american_football,football_field,84280,>50K<=100K,medium
female,30,thirties,post_doc,university,roller_skating,skating_rink,46010,<=50K,low
male,71,seventies,composer,house,hurling,ballpark,53920,>50K<=100K,low
male,58,fifties,composer,studio,horse_racing,hippodrome,53411,>50K<=100K,medium
male,34,thirties,cardiologist,surgery,volleyball,volleyball_court,232960,>100K,low
female,49,forties,veterinarian,hospital,golf,golf_course,83220,>50K<=100K,high
female,68,sixties,optometrist,surgery,fishing,river,111720,>100K,low
female,50,fifties,lecturer,university,jump_rope,park,49220,<=50K,low
female,30,thirties,post_doc,university,boat_racing,sea,46010,<=50K,high
male,26,twenties,dishwasher,tavern,jump_rope,street,17640,<=50K,low
male,44,forties,post_doc,university,jump_rope,street,46870,<=50K,low
male,32,thirties,copilot,sky,american_football,ballpark,91640,>50K<=100K,high
female,21,twenties,tap_dancer,theatre,golf,golf_course,34650,<=50K,low
