gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,51,fifties,general_practitioner,surgery,bowling,amusement_park,148500,>100K,low
male,34,thirties,baseball_coach,court,auto_racing,racing_circuit,38380,<=50K,high
male,70,seventies,general_practitioner,hospital,golf,golf_course,175500,>100K,low
female,48,forties,graphic_designer,office,american_football,ballpark,44460,<=50K,medium
male,75,seventies,demonstrator,university,american_football,football_field,33209,<=50K,medium
male,52,fifties,breeder,farm,boxing,boxing_ring,32100,<=50K,high
female,46,forties,pediatrician,surgery,american_football,football_field,145520,>100K,medium
male,61,sixties,beekeeper,countryside,bingo,casino,39900,<=50K,high
female,33,thirties,pediatrician,surgery,bicycling,street,138720,>100K,low
male,31,thirties,divorce_lawyer,courtroom,auto_racing,racing_circuit,90060,>50K<=100K,high
female,24,twenties,magician,circus,bicycling,park,32000,<=50K,high
male,36,thirties,demonstrator,university,bicycling,park,33209,<=50K,low
female,42,forties,general_practitioner,surgery,baseball,ballpark,148500,>100K,low
female,65,sixties,math_teacher,school,bicycling,street,47000,<=50K,low
female,21,twenties,decorator,office,bingo,casino,40950,<=50K,low
female,50,fifties,surgeon,hospital,auto_racing,racing_circuit,254400,>100K,high
female,22,twenties,massager,massage_parlor,bowling,amusement_park,38130,<=50K,low
male,43,forties,copilot,sky,baseball,ballpark,131080,>100K,high
female,23,twenties,esthetician,beauty_salon,bicycling,street,28200,<=50K,low
female,69,sixties,music_teacher,school,chess,coffee_shop,51250,>50K<=100K,low
male,55,fifties,civil_engineer,office,bowling,amusement_park,77470,>50K<=100K,high
female,71,seventies,divorce_lawyer,office,dancing,ballroom,103490,>100K,low
male,26,twenties,chemist,science_lab,golf,golf_course,44590,<=50K,low
male,61,sixties,chemist,school,american_football,ballpark,73500,>50K<=100K,medium
female,64,sixties,civil_engineer,office,auto_racing,racing_circuit,90280,>50K<=100K,high
male,54,fifties,copilot,sky,basketball,basketball_court,131080,>100K,high
female,74,seventies,choreographer,theatre,boat_racing,sea,40250,<=50K,high
female,68,sixties,graphic_designer,office,auto_racing,racing_circuit,46740,<=50K,high
male,72,seventies,copilot,airport,bicycling,park,175160,>100K,high
male,25,twenties,breeder,countryside,hunting,forest,24300,<=50K,high
female,33,thirties,divorce_lawyer,courtroom,bowling,amusement_park,90060,>50K<=100K,low
male,42,forties,basketball_coach,gym,bicycling,park,44840,<=50K,low
male,37,thirties,chiropractor,hospital,auto_racing,racing_circuit,62130,>50K<=100K,high
female,63,sixties,esthetician,beauty_salon,boxing,boxing_ring,40800,<=50K,low
male,43,forties,criminologist,office,auto_racing,racing_circuit,68777,>50K<=100K,high
female,65,sixties,clinical_psychologist,hospital,boat_racing,sea,91250,>50K<=100K,high
female,45,forties,decorator,office,baseball,ballpark,50850,>50K<=100K,low
female,71,seventies,esthetician,beauty_salon,chess,cafeteria,40800,<=50K,low
female,37,thirties,general_practitioner,hospital,bingo,casino,139050,>100K,low
