gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,62,sixties,cardiologist,hospital,chess,coffee_shop,275520,>100K,low
male,63,sixties,civil_engineer,architecture,golf,golf_course,90280,>50K<=100K,high
male,75,seventies,dishwasher,tavern,dancing,ballroom,20880,<=50K,low
male,72,seventies,agriculturist,countryside,dancing,ballroom,39900,<=50K,medium
male,21,twenties,architect,architecture,boxing,boxing_ring,46170,<=50K,high
male,51,fifties,lecturer,university,ice_skating,skating_rink,49220,<=50K,low
female,24,twenties,choreographer,theatre,marbles,park,34650,<=50K,low
male,58,fifties,architect,office,basketball,basketball_court,71250,>50K<=100K,low
female,31,thirties,assistant_professor,university,ice_hockey,skating_rink,61610,>50K<=100K,medium
male,63,sixties,agriculturist,countryside,darts,pub,39900,<=50K,medium
female,39,thirties,ballet_dancer,theatre,dominoes,pub,41300,<=50K,low
male,39,thirties,chemist,science_lab,darts,bar,53410,>50K<=100K,low
female,73,seventies,associate_professor,university,gymnastics,gym,75260,>50K<=100K,medium
female,21,twenties,architect,office,chess,coffee_shop,46170,<=50K,low
male,40,forties,associate_professor,university,gymnastics,gym,72420,>50K<=100K,medium
female,40,forties,agriculturist,farm,boxing,boxing_ring,32100,<=50K,high
male,22,twenties,demonstrator,university,darts,bar,33209,<=50K,low
female,44,forties,chiropractor,surgery,gymnastics,gym,72390,>50K<=100K,medium
male,71,seventies,architect,office,fishing,lake,88350,>50K<=100K,low
male,46,forties,advocate,courtroom,rock_climbing,wall_rock,118400,>100K,low
female,25,twenties,advocate,office,basketball,basketball_court,65600,>50K<=100K,low
male,41,forties,nurse,hospital,golf,golf_course,66670,>50K<=100K,high
female,23,twenties,dentist,surgery,marbles,park,114300,>100K,low
male,52,fifties,beekeeper,farm,gymnastics,gym,32100,<=50K,high
male,69,sixties,agriculturist,countryside,roller_skating,skating_rink,39900,<=50K,high
female,32,thirties,opera_star,concert_hall,jump_rope,street,51480,>50K<=100K,low
female,47,forties,cardiologist,surgery,dancing,ballroom,250880,>100K,low
male,30,thirties,cardiologist,hospital,dominoes,bar,232960,>100K,low
female,34,thirties,basketball_coach,gym,ice_hockey,skating_rink,38380,<=50K,medium
male,29,twenties,baseball_coach,court,bingo,casino,31160,<=50K,low
male,48,forties,agriculturist,countryside,bingo,casino,32100,<=50K,medium
female,25,twenties,dentist,hospital,dancing,ballroom,114300,>100K,low
female,72,seventies,criminologist,courtroom,volleyball,volleyball_court,77142,>50K<=100K,low
male,75,seventies,agriculturist,farm,darts,pub,39900,<=50K,medium
female,39,thirties,advocate,courtroom,boxing,boxing_ring,96800,>50K<=100K,low
male,44,forties,basketball_coach,court,chess,cafeteria,44840,<=50K,low
female,23,twenties,divorce_lawyer,office,ice_skating,skating_rink,66360,>50K<=100K,low
male,24,twenties,chemist,science_lab,hunting,forest,44590,<=50K,low
male,32,thirties,agriculturist,countryside,golf,golf_course,29100,<=50K,medium
female,43,forties,criminologist,office,jump_rope,street,68777,>50K<=100K,low
male,52,fifties,agriculturist,farm,fishing,lake,32100,<=50K,medium
female,42,forties,assistant_professor,university,bicycling,street,62220,>50K<=100K,low
male,40,forties,demonstrator,university,dominoes,bar,33209,<=50K,low
male,30,thirties,dentist,hospital,gymnastics,gym,134620,>100K,medium
male,63,sixties,associate_professor,university,ice_skating,skating_rink,75260,>50K<=100K,low
male,34,thirties,advocate,courtroom,dominoes,bar,96800,>50K<=100K,low
male,55,fifties,advocate,office,gymnastics,gym,118400,>100K,medium
female,67,sixties,ballet_dancer,theatre,boxing,boxing_ring,39550,<=50K,low
male,36,thirties,advocate,courtroom,rock_climbing,wall_rock,96800,>50K<=100K,low
male,62,sixties,architect,office,billiards,bar,88350,>50K<=100K,low
male,21,twenties,baseball_coach,gym,ice_hockey,skating_rink,31160,<=50K,medium
female,50,fifties,baseball_coach,court,dancing,ballroom,44840,<=50K,low
female,45,forties,associate_professor,university,dancing,ballroom,72420,>50K<=100K,low
male,74,seventies,breeder,countryside,hurling,ballpark,39900,<=50K,high
male,25,twenties,associate_professor,university,boat_racing,sea,60350,>50K<=100K,high
male,53,fifties,basketball_coach,court,bingo,casino,44840,<=50K,low
male,27,twenties,advocate,office,dancing,ballroom,65600,>50K<=100K,low
male,61,sixties,breeder,farm,chess,coffee_shop,39900,<=50K,high
female,26,twenties,choreographer,theatre,dominoes,pub,34650,<=50K,low
male,30,thirties,advocate,courtroom,horse_racing,hippodrome,96800,>50K<=100K,medium
female,24,twenties,agriculturist,countryside,chess,coffee_shop,24300,<=50K,medium
male,61,sixties,beekeeper,countryside,chess,coffee_shop,39900,<=50K,high
male,62,sixties,beekeeper,farm,ice_skating,skating_rink,39900,<=50K,high
male,34,thirties,chemist,science_lab,horse_racing,hippodrome,53410,>50K<=100K,medium
male,62,sixties,chemist,school,bicycling,street,73500,>50K<=100K,low
female,38,thirties,advocate,courtroom,boxing,boxing_ring,96800,>50K<=100K,low
male,28,twenties,associate_professor,university,basketball,basketball_court,60350,>50K<=100K,low
male,29,twenties,assistant_professor,university,darts,bar,60390,>50K<=100K,low
male,61,sixties,breeder,countryside,boat_racing,sea,39900,<=50K,high
female,72,seventies,advocate,office,gymnastics,gym,132800,>100K,medium
female,60,sixties,baseball_coach,gym,chess,coffee_shop,51300,>50K<=100K,low
male,37,thirties,agriculturist,farm,bowling,amusement_park,29100,<=50K,medium
female,27,twenties,dishwasher,restaurant,darts,pub,17640,<=50K,low
male,48,forties,architect,office,fishing,lake,71250,>50K<=100K,low
male,22,twenties,civil_engineer,office,rock_climbing,wall_rock,54900,>50K<=100K,high
female,48,forties,advocate,courtroom,gymnastics,gym,118400,>100K,medium
female,26,twenties,tamer,circus,golf,golf_course,34508,<=50K,high
male,27,twenties,assistant_professor,university,basketball,basketball_court,60390,>50K<=100K,low
male,40,forties,associate_professor,university,rock_climbing,wall_rock,72420,>50K<=100K,low
male,49,forties,basketball_coach,court,gymnastics,gym,44840,<=50K,medium
female,70,seventies,baseball_coach,gym,horse_racing,hippodrome,51300,>50K<=100K,medium
female,74,seventies,assistant_professor,university,hunting,forest,63440,>50K<=100K,low
male,44,forties,breeder,countryside,bingo,casino,32100,<=50K,high
female,44,forties,ballet_dancer,school,boxing,boxing_ring,40250,<=50K,low
female,55,fifties,baseball_coach,court,hurling,ballpark,44840,<=50K,low
female,70,seventies,graphic_designer,office,judo,gym,46740,<=50K,low
male,53,fifties,cardiologist,surgery,bingo,casino,250880,>100K,low
male,73,seventies,architect,architecture,gymnastics,gym,88350,>50K<=100K,high
male,53,fifties,baseball_coach,gym,dominoes,pub,44840,<=50K,low
female,61,sixties,agriculturist,farm,fishing,lake,39900,<=50K,medium
male,71,seventies,electrician,office,jump_rope,park,56580,>50K<=100K,high
female,29,twenties,composer,school,hurling,ballpark,45781,<=50K,low
male,38,thirties,graphic_designer,office,hunting,jungle,40660,<=50K,low
male,23,twenties,agriculturist,countryside,chess,coffee_shop,24300,<=50K,medium
male,43,forties,cardiologist,surgery,darts,pub,250880,>100K,low
male,37,thirties,associate_professor,university,dancing,ballroom,71710,>50K<=100K,low
male,29,twenties,associate_professor,university,hurling,ballpark,60350,>50K<=100K,low
male,72,seventies,agriculturist,countryside,ice_skating,skating_rink,39900,<=50K,high
male,23,twenties,copilot,airport,dominoes,pub,54520,>50K<=100K,high
female,25,twenties,ballet_dancer,school,judo,gym,34650,<=50K,low
male,34,thirties,beekeeper,countryside,bowling,amusement_park,29100,<=50K,high
male,58,fifties,agriculturist,countryside,billiards,bar,32100,<=50K,medium
male,43,forties,beekeeper,countryside,ice_hockey,skating_rink,32100,<=50K,high
female,45,forties,architect,office,gymnastics,gym,71250,>50K<=100K,medium
female,22,twenties,basketball_coach,court,boat_racing,sea,31160,<=50K,high
male,24,twenties,chiropractor,hospital,dominoes,bar,50160,>50K<=100K,low
male,62,sixties,clinical_psychologist,hospital,gymnastics,gym,91250,>50K<=100K,medium
female,70,seventies,cardiologist,surgery,hunting,jungle,275520,>100K,low
male,55,fifties,chemist,science_lab,rock_climbing,wall_rock,61740,>50K<=100K,low
male,56,fifties,agriculturist,countryside,fishing,river,32100,<=50K,medium
female,37,thirties,ballet_dancer,theatre,boat_racing,sea,41300,<=50K,high
male,62,sixties,cardiologist,surgery,darts,bar,275520,>100K,low
