gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
female,63,sixties,nutritionist,surgery,bingo,casino,43600,<=50K,low
female,35,thirties,decorator,office,fishing,lake,43650,<=50K,low
male,66,sixties,copilot,airport,judo,gym,175160,>100K,high
male,44,forties,dishwasher,restaurant,boat_racing,sea,19260,<=50K,high
male,33,thirties,demonstrator,university,bicycling,park,33209,<=50K,low
female,39,thirties,demonstrator,university,boat_racing,sea,33209,<=50K,high
female,35,thirties,decorator,office,bicycling,street,43650,<=50K,low
male,55,fifties,composer,studio,fishing,sea,53411,>50K<=100K,low
male,72,seventies,beekeeper,farm,dominoes,pub,39900,<=50K,high
male,74,seventies,dentist,surgery,ice_skating,skating_rink,157480,>100K,low
male,21,twenties,optometrist,hospital,ice_skating,skating_rink,91140,>50K<=100K,low
female,66,sixties,journalist,office,american_football,football_field,60900,>50K<=100K,high
male,24,twenties,miner,mine,hunting,forest,47320,<=50K,high
male,67,sixties,window_cleaner,heights,darts,bar,38100,<=50K,high
male,38,thirties,electrician,street,rock_climbing,wall_rock,44620,<=50K,high
male,52,fifties,movie_actor,location,boat_racing,sea,90780,>50K<=100K,high
male,36,thirties,dishwasher,restaurant,bicycling,street,19260,<=50K,low
female,44,forties,journalist,office,bicycling,street,53550,>50K<=100K,high
female,27,twenties,pianist,theatre,chess,coffee_shop,51240,>50K<=100K,low
male,34,thirties,miner,mine,bicycling,park,58240,>50K<=100K,high
male,66,sixties,optometrist,surgery,dancing,ballroom,111720,>100K,low
male,23,twenties,massager,massage_parlor,fishing,sea,38130,<=50K,low
female,64,sixties,magician,theatre,bowling,amusement_park,48000,<=50K,low
male,56,fifties,basketball_coach,gym,darts,bar,44840,<=50K,low
female,36,thirties,esthetician,beauty_salon,baseball,ballpark,34500,<=50K,low
female,21,twenties,journalist,office,american_football,ballpark,30800,<=50K,high
female,45,forties,advocate,courtroom,baseball,ballpark,118400,>100K,low
female,37,thirties,mime,street,gymnastics,gym,34500,<=50K,high
female,69,sixties,dentist,hospital,golf,golf_course,157480,>100K,low
male,62,sixties,software_engineer,office,horse_racing,hippodrome,103360,>100K,medium
male,58,fifties,magician,circus,american_football,football_field,44800,<=50K,high
male,57,fifties,lecturer,university,boxing,boxing_ring,49220,<=50K,low
female,68,sixties,massager,massage_parlor,auto_racing,racing_circuit,77900,>50K<=100K,high
male,24,twenties,math_teacher,school,boxing,boxing_ring,47000,<=50K,low
