gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,73,seventies,advocate,office,rock_climbing,wall_rock,132800,>100K,low
female,44,forties,nutritionist,surgery,ice_skating,skating_rink,42400,<=50K,low
male,70,seventies,music_teacher,school,darts,pub,51250,>50K<=100K,low
male,65,sixties,chiropractor,surgery,dancing,ballroom,86070,>50K<=100K,low
male,56,fifties,composer,studio,dominoes,bar,53411,>50K<=100K,low
male,42,forties,electrician,office,bingo,casino,50140,>50K<=100K,high
female,57,fifties,composer,studio,roller_skating,skating_rink,53411,>50K<=100K,low
female,49,forties,criminologist,office,dominoes,pub,68777,>50K<=100K,low
male,34,thirties,demonstrator,university,boat_racing,sea,33209,<=50K,high
male,41,forties,music_teacher,school,fishing,river,48790,<=50K,low
male,52,fifties,cardiologist,surgery,hunting,forest,250880,>100K,low
female,45,forties,math_teacher,school,marbles,street,47000,<=50K,low
female,43,forties,opera_star,concert_hall,ice_skating,skating_rink,54080,>50K<=100K,low
female,48,forties,demonstrator,university,basketball,basketball_court,33209,<=50K,low
male,32,thirties,civil_engineer,office,golf,golf_course,65270,>50K<=100K,high
male,34,thirties,associate_professor,university,ice_skating,skating_rink,71710,>50K<=100K,low
female,70,seventies,massager,massage_parlor,fishing,sea,77900,>50K<=100K,low
female,26,twenties,demonstrator,university,darts,pub,33209,<=50K,low
male,62,sixties,graphic_designer,office,darts,bar,46740,<=50K,low
male,61,sixties,demonstrator,university,hurling,ballpark,33209,<=50K,low
female,41,forties,assistant_professor,university,marbles,park,62220,>50K<=100K,low
male,48,forties,miner,mine,darts,pub,50440,>50K<=100K,high
female,27,twenties,decorator,house,golf,golf_course,40950,<=50K,low
male,70,seventies,dishwasher,tavern,fishing,sea,20880,<=50K,low
male,46,forties,composer,school,ice_skating,skating_rink,53411,>50K<=100K,low
female,56,fifties,chiropractor,surgery,boxing,boxing_ring,72390,>50K<=100K,low
male,43,forties,opera_star,theatre,golf,golf_course,54080,>50K<=100K,low
male,43,forties,dishwasher,tavern,marbles,street,19260,<=50K,low
male,23,twenties,breeder,countryside,boxing,boxing_ring,24300,<=50K,high
female,50,fifties,divorce_lawyer,office,golf,golf_course,93220,>50K<=100K,low
female,47,forties,nurse,surgery,fishing,lake,66670,>50K<=100K,high
male,74,seventies,breeder,farm,hurling,ballpark,39900,<=50K,high
male,50,fifties,mime,theatre,horse_racing,hippodrome,38100,<=50K,medium
male,60,sixties,beekeeper,farm,ice_skating,skating_rink,39900,<=50K,high
female,46,forties,general_practitioner,surgery,wrestling,wrestling_ring,148500,>100K,medium
male,64,sixties,electrician,office,jump_rope,park,56580,>50K<=100K,high
male,75,seventies,electrician,office,roller_skating,skating_rink,56580,>50K<=100K,high
male,52,fifties,divorce_lawyer,office,judo,gym,93220,>50K<=100K,low
female,58,fifties,esthetician,beauty_salon,water-skiing,sea,37200,<=50K,low
female,63,sixties,basketball_coach,gym,rugby,ballpark,51300,>50K<=100K,medium
male,38,thirties,journalist,office,dancing,ballroom,29750,<=50K,high
female,71,seventies,choreographer,theatre,dominoes,pub,40250,<=50K,low
male,21,twenties,agriculturist,farm,roller_skating,skating_rink,24300,<=50K,high
male,27,twenties,mime,street,marbles,street,27300,<=50K,medium
male,29,twenties,agriculturist,countryside,rock_climbing,wall_rock,24300,<=50K,high
male,61,sixties,beekeeper,farm,fishing,river,39900,<=50K,high
male,48,forties,chemist,science_lab,bowling,amusement_park,61740,>50K<=100K,low
male,31,thirties,composer,school,hurling,ballpark,50868,>50K<=100K,low
female,63,sixties,criminologist,office,fishing,sea,77142,>50K<=100K,low
male,25,twenties,lecturer,university,wrestling,wrestling_ring,44160,<=50K,medium
male,38,thirties,journalist,office,jump_rope,park,29750,<=50K,high
male,21,twenties,composer,school,snorkeling,cave,45781,<=50K,low
female,61,sixties,pediatrician,hospital,horse_racing,hippodrome,157760,>100K,medium
male,42,forties,associate_professor,university,bowling,amusement_park,72420,>50K<=100K,low
male,70,seventies,cardiologist,surgery,ice_hockey,skating_rink,275520,>100K,medium
female,39,thirties,journalist,office,dancing,ballroom,29750,<=50K,high
female,29,twenties,cardiologist,surgery,hunting,forest,159040,>100K,low
male,73,seventies,agriculturist,countryside,horse_racing,hippodrome,39900,<=50K,high
male,39,thirties,composer,school,darts,pub,50868,>50K<=100K,low
male,29,twenties,composer,school,marbles,street,45781,<=50K,low
female,62,sixties,decorator,house,darts,pub,59850,>50K<=100K,low
male,31,thirties,associate_professor,university,jump_rope,street,71710,>50K<=100K,low
male,22,twenties,cardiologist,hospital,horse_racing,hippodrome,159040,>100K,medium
female,33,thirties,pharmacist,pharmacy,fishing,sea,113120,>100K,low
male,72,seventies,beekeeper,farm,golf,golf_course,39900,<=50K,high
male,32,thirties,basketball_coach,court,scuba_diving,sea,38380,<=50K,low
female,53,fifties,demonstrator,university,horse_racing,hippodrome,33209,<=50K,medium
female,68,sixties,massager,massage_parlor,judo,gym,77900,>50K<=100K,low
female,74,seventies,math_teacher,school,horse_racing,hippodrome,47000,<=50K,medium
female,61,sixties,magician,theatre,chess,cafeteria,48000,<=50K,low
male,63,sixties,chiropractor,surgery,dancing,ballroom,86070,>50K<=100K,low
female,60,sixties,demonstrator,university,roller_skating,skating_rink,33209,<=50K,low
female,27,twenties,choreographer,theatre,horse_racing,hippodrome,34650,<=50K,medium
male,52,fifties,electrician,street,water-skiing,lake,50140,>50K<=100K,high
female,42,forties,esthetician,beauty_salon,dominoes,bar,37200,<=50K,low
male,25,twenties,associate_professor,university,rugby,ballpark,60350,>50K<=100K,medium
male,23,twenties,copilot,airport,hunting,forest,54520,>50K<=100K,high
male,25,twenties,dishwasher,tavern,horse_racing,hippodrome,17640,<=50K,medium
male,47,forties,chemist,school,boat_racing,sea,61740,>50K<=100K,high
male,44,forties,cardiologist,hospital,gymnastics,gym,250880,>100K,medium
male,24,twenties,assistant_professor,university,fishing,sea,60390,>50K<=100K,low
male,67,sixties,physicist,science_lab,jump_rope,street,122980,>100K,low
male,68,sixties,civil_engineer,architecture,darts,bar,90280,>50K<=100K,high
male,58,fifties,physicist,science_lab,rugby,ballpark,104060,>100K,medium
female,23,twenties,associate_professor,university,hunting,forest,60350,>50K<=100K,low
male,71,seventies,breeder,farm,bicycling,park,39900,<=50K,high
female,43,forties,divorce_lawyer,office,fishing,river,93220,>50K<=100K,low
male,65,sixties,cardiologist,surgery,boxing,boxing_ring,275520,>100K,low
male,65,sixties,dentist,hospital,ice_skating,skating_rink,157480,>100K,low
male,60,sixties,chiropractor,hospital,wrestling,wrestling_ring,86070,>50K<=100K,medium
female,29,twenties,nurse,hospital,gymnastics,gym,51330,>50K<=100K,high
female,46,forties,breeder,farm,dominoes,bar,32100,<=50K,high
male,58,fifties,public_defender,courtroom,horse_racing,hippodrome,83740,>50K<=100K,medium
female,41,forties,demonstrator,university,boxing,boxing_ring,33209,<=50K,low
male,36,thirties,clinical_psychologist,surgery,horse_racing,hippodrome,73730,>50K<=100K,medium
male,38,thirties,breeder,farm,darts,pub,29100,<=50K,high
male,54,fifties,basketball_coach,gym,rock_climbing,wall_rock,44840,<=50K,low
male,64,sixties,copilot,airport,roller_skating,skating_rink,175160,>100K,high
male,38,thirties,physicist,science_lab,ice_skating,skating_rink,84280,>50K<=100K,low
female,70,seventies,graphic_designer,office,scuba_diving,sea,46740,<=50K,low
female,26,twenties,magician,circus,basketball,basketball_court,32000,<=50K,medium
female,35,thirties,criminologist,office,ice_skating,skating_rink,56230,>50K<=100K,low
female,52,fifties,criminologist,office,judo,gym,68777,>50K<=100K,low
male,68,sixties,civil_engineer,office,hunting,jungle,90280,>50K<=100K,high
female,22,twenties,basketball_coach,gym,rock_climbing,wall_rock,31160,<=50K,low
female,28,twenties,choreographer,theatre,golf,golf_course,34650,<=50K,low
female,75,seventies,graphic_designer,office,rugby,ballpark,46740,<=50K,medium
male,58,fifties,chemist,school,dancing,ballroom,61740,>50K<=100K,low
male,28,twenties,chiropractor,surgery,judo,gym,50160,>50K<=100K,low
male,43,forties,magician,circus,scuba_diving,sea,44800,<=50K,high
male,29,twenties,clinical_psychologist,hospital,marbles,street,63510,>50K<=100K,low
female,30,thirties,physicist,science_lab,darts,pub,84280,>50K<=100K,low
male,33,thirties,math_teacher,school,horse_racing,hippodrome,47000,<=50K,medium
female,46,forties,choreographer,theatre,bingo,casino,40250,<=50K,low
male,46,forties,breeder,countryside,running,cinder_track,32100,<=50K,high
female,70,seventies,chemist,science_lab,chess,coffee_shop,73500,>50K<=100K,low
male,70,seventies,architect,office,table_tennis,gym,88350,>50K<=100K,low
female,52,fifties,opera_star,theatre,horse_racing,hippodrome,54080,>50K<=100K,medium
male,58,fifties,chemist,school,fishing,river,61740,>50K<=100K,low
male,31,thirties,dishwasher,restaurant,rock_climbing,wall_rock,19260,<=50K,low
male,38,thirties,lecturer,university,golf,golf_course,44620,<=50K,low
male,52,fifties,copilot,sky,judo,gym,131080,>100K,high
male,45,forties,copilot,sky,rock_climbing,wall_rock,131080,>100K,high
female,58,fifties,ballet_dancer,school,ice_skating,skating_rink,40250,<=50K,low
male,65,sixties,mime,theatre,gymnastics,gym,38100,<=50K,medium
male,57,fifties,clinical_psychologist,surgery,billiards,bar,84680,>50K<=100K,low
female,21,twenties,math_teacher,school,judo,gym,47000,<=50K,low
female,63,sixties,decorator,office,gymnastics,gym,59850,>50K<=100K,medium
male,53,fifties,agriculturist,countryside,judo,gym,32100,<=50K,high
male,48,forties,journalist,office,chess,coffee_shop,53550,>50K<=100K,high
male,52,fifties,civil_engineer,office,wrestling,wrestling_ring,77470,>50K<=100K,high
female,50,fifties,nurse,hospital,ice_skating,skating_rink,66670,>50K<=100K,high
male,65,sixties,miner,mine,golf,golf_course,50440,>50K<=100K,high
female,63,sixties,decorator,house,judo,gym,59850,>50K<=100K,low
female,62,sixties,general_practitioner,hospital,gymnastics,gym,175500,>100K,medium
male,48,forties,opera_star,theatre,ice_hockey,skating_rink,54080,>50K<=100K,medium
female,42,forties,criminologist,office,jump_rope,park,68777,>50K<=100K,low
female,71,seventies,demonstrator,university,fishing,river,33209,<=50K,low
male,39,thirties,clinical_psychologist,surgery,fishing,river,73730,>50K<=100K,low
male,54,fifties,mime,circus,gymnastics,gym,38100,<=50K,high
male,44,forties,lecturer,university,chess,cafeteria,49220,<=50K,low
female,66,sixties,decorator,office,golf,golf_course,59850,>50K<=100K,low
female,34,thirties,choreographer,theatre,fishing,sea,41300,<=50K,low
female,74,seventies,decorator,office,dominoes,pub,59850,>50K<=100K,low
female,21,twenties,baseball_coach,court,fishing,river,31160,<=50K,low
male,25,twenties,miner,mine,scuba_diving,sea,47320,<=50K,high
female,30,thirties,clinical_psychologist,surgery,boat_racing,sea,73730,>50K<=100K,high
female,49,forties,chemist,school,marbles,street,61740,>50K<=100K,low
male,30,thirties,lecturer,university,soccer,ballpark,44620,<=50K,low
male,38,thirties,cardiologist,surgery,ice_hockey,skating_rink,232960,>100K,medium
female,49,forties,associate_professor,university,marbles,street,72420,>50K<=100K,low
male,21,twenties,massager,massage_parlor,ice_skating,skating_rink,38130,<=50K,low
male,47,forties,copilot,sky,dancing,ballroom,131080,>100K,high
male,56,fifties,cardiologist,surgery,scuba_diving,sea,250880,>100K,low
male,41,forties,architect,office,boxing,boxing_ring,71250,>50K<=100K,low
male,35,thirties,pilot,sky,fishing,sea,91640,>50K<=100K,high
male,69,sixties,civil_engineer,architecture,ice_hockey,skating_rink,90280,>50K<=100K,high
male,24,twenties,chiropractor,hospital,marbles,park,50160,>50K<=100K,low
female,40,forties,copilot,airport,boat_racing,sea,131080,>100K,high
female,50,fifties,decorator,house,snorkeling,cave,50850,>50K<=100K,low
female,42,forties,movie_actor,location,dancing,ballroom,90780,>50K<=100K,high
male,51,fifties,associate_professor,university,water-skiing,sea,72420,>50K<=100K,low
female,72,seventies,choreographer,theatre,dominoes,pub,40250,<=50K,low
male,61,sixties,cardiologist,surgery,bingo,casino,275520,>100K,low
female,75,seventies,graphic_designer,office,boat_racing,sea,46740,<=50K,high
