gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
female,50,fifties,journalist,office,ice_hockey,skating_rink,53550,>50K<=100K,high
male,42,forties,basketball_coach,court,horse_racing,hippodrome,44840,<=50K,medium
male,67,sixties,copilot,airport,rock_climbing,wall_rock,175160,>100K,high
male,47,forties,ballet_dancer,theatre,judo,gym,40250,<=50K,low
female,38,thirties,esthetician,beauty_salon,judo,gym,34500,<=50K,low
male,47,forties,composer,house,scuba_diving,sea,53411,>50K<=100K,low
male,70,seventies,chemist,science_lab,marbles,park,73500,>50K<=100K,low
female,25,twenties,criminologist,courtroom,marbles,street,38106,<=50K,low
female,59,fifties,advocate,courtroom,ice_hockey,skating_rink,118400,>100K,medium
male,62,sixties,copilot,airport,roller_skating,skating_rink,175160,>100K,high
male,53,fifties,chemist,science_lab,dancing,ballroom,61740,>50K<=100K,low
male,34,thirties,architect,architecture,horse_racing,hippodrome,57570,>50K<=100K,high
male,53,fifties,basketball_coach,gym,horse_racing,hippodrome,44840,<=50K,medium
female,66,sixties,demonstrator,university,jump_rope,street,33209,<=50K,low
male,25,twenties,advocate,courtroom,rock_climbing,wall_rock,65600,>50K<=100K,low
male,58,fifties,chiropractor,surgery,swimming,swimming_pool,72390,>50K<=100K,low
male,64,sixties,agriculturist,farm,running,cinder_track,39900,<=50K,medium
female,34,thirties,demonstrator,university,horse_racing,hippodrome,33209,<=50K,medium
female,48,forties,basketball_coach,court,fishing,river,44840,<=50K,low
male,63,sixties,clinical_psychologist,hospital,rugby,ballpark,91250,>50K<=100K,medium
male,40,forties,composer,house,gymnastics,gym,53411,>50K<=100K,medium
female,21,twenties,associate_professor,university,rock_climbing,wall_rock,60350,>50K<=100K,low
male,39,thirties,baseball_coach,court,dominoes,pub,38380,<=50K,low
male,72,seventies,demonstrator,university,marbles,street,33209,<=50K,low
female,71,seventies,advocate,courtroom,soccer,ballpark,132800,>100K,low
male,33,thirties,agriculturist,farm,soccer,ballpark,29100,<=50K,high
male,49,forties,associate_professor,university,dancing,ballroom,72420,>50K<=100K,low
male,64,sixties,mime,circus,ice_skating,skating_rink,38100,<=50K,high
male,29,twenties,architect,office,bowling,amusement_park,46170,<=50K,low
male,48,forties,copilot,airport,hurling,ballpark,131080,>100K,high
female,52,fifties,advocate,courtroom,ice_skating,skating_rink,118400,>100K,low
male,74,seventies,dishwasher,restaurant,soccer,ballpark,20880,<=50K,low
male,75,seventies,choreographer,theatre,golf,golf_course,40250,<=50K,low
male,23,twenties,cardiologist,hospital,dominoes,bar,159040,>100K,low
female,52,fifties,ballet_dancer,school,judo,gym,40250,<=50K,low
male,58,fifties,dishwasher,restaurant,squash,squash_court,19260,<=50K,low
male,45,forties,composer,house,darts,bar,53411,>50K<=100K,low
male,59,fifties,chemist,science_lab,roller_skating,skating_rink,61740,>50K<=100K,low
