gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
female,50,fifties,choreographer,theatre,bingo,casino,40250,<=50K,low
male,30,thirties,copilot,sky,rugby,ballpark,91640,>50K<=100K,high
female,29,twenties,architect,architecture,chess,coffee_shop,46170,<=50K,medium
female,45,forties,nutritionist,surgery,basketball,basketball_court,42400,<=50K,low
female,49,forties,esthetician,beauty_salon,bicycling,park,37200,<=50K,low
female,42,forties,music_teacher,school,hunting,forest,48790,<=50K,low
male,73,seventies,dishwasher,tavern,darts,bar,20880,<=50K,low
female,27,twenties,choreographer,theatre,judo,gym,34650,<=50K,low
female,69,sixties,esthetician,beauty_salon,bicycling,park,40800,<=50K,low
male,42,forties,pianist,theatre,scuba_diving,sea,41160,<=50K,low
male,66,sixties,electrician,house,hurling,ballpark,56580,>50K<=100K,high
female,31,thirties,math_teacher,school,hunting,jungle,47000,<=50K,low
female,34,thirties,general_practitioner,hospital,dominoes,pub,139050,>100K,low
female,43,forties,esthetician,beauty_salon,gymnastics,gym,37200,<=50K,medium
male,41,forties,lecturer,university,bingo,casino,49220,<=50K,low
female,32,thirties,chiropractor,surgery,bowling,amusement_park,62130,>50K<=100K,low
male,48,forties,agriculturist,countryside,horse_racing,hippodrome,32100,<=50K,high
female,47,forties,graphic_designer,office,roller_skating,skating_rink,44460,<=50K,low
male,32,thirties,journalist,office,hunting,jungle,29750,<=50K,high
female,57,fifties,beekeeper,countryside,ice_hockey,skating_rink,32100,<=50K,high
female,21,twenties,divorce_lawyer,courtroom,fishing,sea,66360,>50K<=100K,low
female,48,forties,lecturer,university,ice_skating,skating_rink,49220,<=50K,low
female,73,seventies,math_teacher,school,judo,gym,47000,<=50K,low
male,42,forties,basketball_coach,court,hunting,jungle,44840,<=50K,low
female,49,forties,dentist,surgery,boxing,boxing_ring,146050,>100K,low
female,55,fifties,dentist,hospital,ice_skating,skating_rink,146050,>100K,low
male,50,fifties,chemist,school,horse_racing,hippodrome,61740,>50K<=100K,medium
male,54,fifties,copilot,airport,darts,bar,131080,>100K,high
female,47,forties,clinical_psychologist,surgery,hunting,jungle,84680,>50K<=100K,low
male,40,forties,dentist,surgery,dancing,ballroom,146050,>100K,low
male,57,fifties,copilot,airport,darts,bar,131080,>100K,high
female,39,thirties,criminologist,office,rock_climbing,wall_rock,56230,>50K<=100K,low
male,62,sixties,cardiologist,hospital,marbles,park,275520,>100K,low
male,21,twenties,copilot,airport,rugby,ballpark,54520,>50K<=100K,high
female,47,forties,choreographer,theatre,fishing,lake,40250,<=50K,low
female,59,fifties,nutritionist,surgery,horse_racing,hippodrome,42400,<=50K,medium
male,55,fifties,baseball_coach,court,boat_racing,sea,44840,<=50K,high
male,40,forties,journalist,office,boxing,boxing_ring,53550,>50K<=100K,high
male,54,fifties,dishwasher,tavern,fishing,river,19260,<=50K,low
male,74,seventies,architect,architecture,hunting,jungle,88350,>50K<=100K,high
male,65,sixties,dentist,hospital,ice_skating,skating_rink,157480,>100K,low
male,32,thirties,beekeeper,farm,scuba_diving,sea,29100,<=50K,high
male,71,seventies,dishwasher,restaurant,bowling,amusement_park,20880,<=50K,low
male,27,twenties,dentist,surgery,hurling,ballpark,114300,>100K,low
female,41,forties,choreographer,theatre,ice_skating,skating_rink,40250,<=50K,low
male,32,thirties,baseball_coach,court,ice_skating,skating_rink,38380,<=50K,low
female,26,twenties,criminologist,office,golf,golf_course,38106,<=50K,low
male,67,sixties,chemist,science_lab,dancing,ballroom,73500,>50K<=100K,low
male,36,thirties,architect,office,fishing,lake,57570,>50K<=100K,low
male,32,thirties,breeder,countryside,ice_hockey,skating_rink,29100,<=50K,high
male,51,fifties,divorce_lawyer,office,chess,cafeteria,93220,>50K<=100K,low
male,60,sixties,chiropractor,hospital,rock_climbing,wall_rock,86070,>50K<=100K,low
female,55,fifties,baseball_coach,court,bingo,casino,44840,<=50K,low
female,45,forties,ballet_dancer,school,gymnastics,gym,40250,<=50K,medium
female,60,sixties,nurse,hospital,chess,coffee_shop,70800,>50K<=100K,high
female,42,forties,decorator,house,hunting,jungle,50850,>50K<=100K,low
female,21,twenties,ballet_dancer,school,hunting,forest,34650,<=50K,low
male,62,sixties,magician,theatre,jump_rope,park,48000,<=50K,low
male,55,fifties,general_practitioner,surgery,judo,gym,148500,>100K,low
male,33,thirties,beekeeper,farm,hurling,ballpark,29100,<=50K,high
female,72,seventies,assistant_professor,university,hunting,jungle,63440,>50K<=100K,low
male,28,twenties,composer,studio,marbles,street,45781,<=50K,low
male,49,forties,baseball_coach,court,hunting,forest,44840,<=50K,low
male,69,sixties,choreographer,theatre,golf,golf_course,40250,<=50K,low
female,25,twenties,clinical_psychologist,surgery,running,cinder_track,63510,>50K<=100K,low
male,69,sixties,chemist,science_lab,marbles,street,73500,>50K<=100K,low
male,66,sixties,beekeeper,countryside,snorkeling,sea,39900,<=50K,high
male,38,thirties,divorce_lawyer,courtroom,snorkeling,cave,90060,>50K<=100K,low
male,43,forties,chiropractor,surgery,roller_skating,skating_rink,72390,>50K<=100K,low
male,48,forties,divorce_lawyer,office,bowling,amusement_park,93220,>50K<=100K,low
female,50,fifties,criminologist,office,dancing,ballroom,68777,>50K<=100K,low
