gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
female,43,forties,esthetician,beauty_salon,rock_climbing,wall_rock,37200,<=50K,low
male,73,seventies,miner,mine,basketball,basketball_court,50440,>50K<=100K,high
male,36,thirties,dishwasher,restaurant,fishing,lake,19260,<=50K,low
male,26,twenties,magician,theatre,gymnastics,gym,32000,<=50K,medium
male,22,twenties,math_teacher,school,boxing,boxing_ring,47000,<=50K,low
male,63,sixties,dentist,hospital,bingo,casino,157480,>100K,low
male,39,thirties,lecturer,university,hunting,forest,44620,<=50K,low
male,75,seventies,composer,school,american_football,ballpark,53920,>50K<=100K,medium
female,61,sixties,movie_actor,location,rock_climbing,wall_rock,66750,>50K<=100K,high
male,38,thirties,divorce_lawyer,courtroom,dancing,ballroom,90060,>50K<=100K,low
male,55,fifties,miner,mine,bicycling,street,50440,>50K<=100K,high
male,71,seventies,pharmacist,pharmacy,bingo,casino,117600,>100K,low
male,40,forties,dentist,hospital,boxing,boxing_ring,146050,>100K,low
female,59,fifties,pharmacist,pharmacy,bingo,casino,116480,>100K,low
female,66,sixties,massager,massage_parlor,gymnastics,gym,77900,>50K<=100K,medium
male,43,forties,pilot,sky,bingo,casino,131080,>100K,high
female,74,seventies,advocate,office,judo,gym,132800,>100K,low
female,71,seventies,massager,massage_parlor,boxing,boxing_ring,77900,>50K<=100K,low
male,50,fifties,copilot,sky,auto_racing,racing_circuit,131080,>100K,high
male,64,sixties,miner,mine,boxing,boxing_ring,50440,>50K<=100K,high
female,69,sixties,lecturer,university,boxing,boxing_ring,52900,>50K<=100K,low
female,36,thirties,esthetician,beauty_salon,hunting,forest,34500,<=50K,low
male,51,fifties,graphic_designer,office,american_football,ballpark,44460,<=50K,medium
female,23,twenties,lecturer,university,jump_rope,street,44160,<=50K,low
male,34,thirties,physicist,science_lab,hunting,jungle,84280,>50K<=100K,low
male,73,seventies,magician,theatre,boat_racing,sea,48000,<=50K,high
