gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
female,26,twenties,magician,theatre,ice_hockey,skating_rink,32000,<=50K,medium
male,63,sixties,miner,mine,hunting,forest,50440,>50K<=100K,high
female,63,sixties,divorce_lawyer,office,boxing,boxing_ring,103490,>100K,low
male,36,thirties,dishwasher,tavern,darts,pub,19260,<=50K,low
male,38,thirties,dentist,surgery,boat_racing,sea,134620,>100K,high
male,37,thirties,pilot,sky,jump_rope,park,91640,>50K<=100K,high
female,73,seventies,demonstrator,university,hurling,ballpark,33209,<=50K,low
female,58,fifties,massager,massage_parlor,darts,pub,51250,>50K<=100K,low
female,23,twenties,choreographer,theatre,boxing,boxing_ring,34650,<=50K,low
male,62,sixties,miner,mine,boxing,boxing_ring,50440,>50K<=100K,high
male,74,seventies,public_defender,office,marbles,street,92220,>50K<=100K,low
male,72,seventies,lecturer,university,gymnastics,gym,52900,>50K<=100K,medium
female,21,twenties,divorce_lawyer,courtroom,bingo,casino,66360,>50K<=100K,low
female,46,forties,graphic_designer,office,bicycling,street,44460,<=50K,low
female,47,forties,movie_actor,location,marbles,street,90780,>50K<=100K,high
male,59,fifties,mime,theatre,ice_hockey,skating_rink,38100,<=50K,medium
male,27,twenties,general_practitioner,hospital,chess,cafeteria,102600,>100K,low
female,36,thirties,criminologist,office,boxing,boxing_ring,56230,>50K<=100K,low
male,21,twenties,electrician,office,fishing,sea,35420,<=50K,high
male,56,fifties,composer,studio,judo,gym,53411,>50K<=100K,low
male,27,twenties,dentist,hospital,basketball,basketball_court,114300,>100K,low
male,55,fifties,software_engineer,office,judo,gym,96520,>50K<=100K,low
female,60,sixties,lecturer,university,jump_rope,park,52900,>50K<=100K,low
female,69,sixties,graphic_designer,office,dancing,ballroom,46740,<=50K,low
female,75,seventies,massager,massage_parlor,horse_racing,hippodrome,77900,>50K<=100K,medium
male,42,forties,general_practitioner,surgery,soccer,ballpark,148500,>100K,low
male,36,thirties,sculptor,studio,dominoes,pub,40180,<=50K,low
male,36,thirties,graphic_designer,office,hurling,ballpark,40660,<=50K,low
female,24,twenties,movie_actor,location,gymnastics,gym,71200,>50K<=100K,high
female,75,seventies,movie_actor,location,bowling,amusement_park,66750,>50K<=100K,high
female,37,thirties,nutritionist,surgery,dominoes,bar,42000,<=50K,low
male,58,fifties,electrician,office,boxing,boxing_ring,50140,>50K<=100K,high
male,24,twenties,lecturer,university,ice_hockey,skating_rink,44160,<=50K,medium
male,48,forties,mime,circus,basketball,basketball_court,38100,<=50K,medium
male,49,forties,chiropractor,surgery,hurling,ballpark,72390,>50K<=100K,low
female,40,forties,nutritionist,hospital,golf,golf_course,42400,<=50K,low
male,67,sixties,chiropractor,hospital,horse_racing,hippodrome,86070,>50K<=100K,medium
male,60,sixties,dishwasher,tavern,dancing,ballroom,20880,<=50K,low
female,50,fifties,lecturer,university,gymnastics,gym,49220,<=50K,medium
female,61,sixties,nurse,surgery,boxing,boxing_ring,70800,>50K<=100K,high
male,21,twenties,physicist,science_lab,fishing,sea,73960,>50K<=100K,low
female,27,twenties,nutritionist,hospital,fishing,river,38400,<=50K,low
female,30,thirties,general_practitioner,hospital,darts,pub,139050,>100K,low
male,23,twenties,movie_actor,location,bingo,casino,71200,>50K<=100K,high
male,21,twenties,opera_star,concert_hall,marbles,street,44200,<=50K,low
male,35,thirties,physicist,science_lab,ice_hockey,skating_rink,84280,>50K<=100K,medium
male,55,fifties,nutritionist,surgery,billiards,pub,42400,<=50K,low
female,65,sixties,dentist,hospital,boat_racing,sea,157480,>100K,high
female,65,sixties,nurse,hospital,horse_racing,hippodrome,70800,>50K<=100K,high
male,38,thirties,journalist,office,running,gym,29750,<=50K,high
male,75,seventies,graphic_designer,office,dominoes,pub,46740,<=50K,low
male,65,sixties,pilot,sky,chess,cafeteria,175160,>100K,high
female,24,twenties,nurse,hospital,horse_racing,hippodrome,51330,>50K<=100K,high
male,63,sixties,music_teacher,school,dominoes,bar,51250,>50K<=100K,low
female,46,forties,choreographer,theatre,ice_hockey,skating_rink,40250,<=50K,medium
female,73,seventies,criminologist,office,ice_skating,skating_rink,77142,>50K<=100K,low
female,73,seventies,miner,mine,golf,golf_course,50440,>50K<=100K,high
female,49,forties,journalist,office,golf,golf_course,53550,>50K<=100K,high
male,66,sixties,graphic_designer,office,roller_skating,skating_rink,46740,<=50K,low
male,58,fifties,magician,circus,hunting,forest,44800,<=50K,high
male,74,seventies,opera_star,concert_hall,scuba_diving,sea,59280,>50K<=100K,low
male,58,fifties,demonstrator,university,hurling,ballpark,33209,<=50K,low
female,73,seventies,music_teacher,school,rock_climbing,wall_rock,51250,>50K<=100K,low
male,43,forties,chiropractor,surgery,hunting,jungle,72390,>50K<=100K,low
male,46,forties,mime,circus,ice_skating,skating_rink,38100,<=50K,high
male,29,twenties,journalist,office,fishing,sea,30800,<=50K,high
female,64,sixties,esthetician,beauty_salon,billiards,pub,40800,<=50K,low
female,53,fifties,lecturer,university,chess,cafeteria,49220,<=50K,low
male,59,fifties,miner,mine,hunting,jungle,50440,>50K<=100K,high
female,21,twenties,opera_star,theatre,hunting,forest,44200,<=50K,low
female,33,thirties,graphic_designer,office,ice_skating,skating_rink,40660,<=50K,low
female,50,fifties,general_practitioner,surgery,dominoes,pub,148500,>100K,low
male,73,seventies,optometrist,hospital,gymnastics,gym,111720,>100K,medium
female,38,thirties,movie_actor,location,running,cinder_track,89000,>50K<=100K,high
female,35,thirties,post_doc,university,bowling,amusement_park,46010,<=50K,low
female,32,thirties,optometrist,surgery,scuba_diving,sea,99960,>50K<=100K,low
male,23,twenties,electrician,office,horse_racing,hippodrome,35420,<=50K,high
male,71,seventies,dishwasher,tavern,roller_skating,skating_rink,20880,<=50K,low
male,74,seventies,copilot,sky,jump_rope,street,175160,>100K,high
female,25,twenties,divorce_lawyer,courtroom,judo,gym,66360,>50K<=100K,low
female,60,sixties,nurse,hospital,fishing,sea,70800,>50K<=100K,high
male,37,thirties,optometrist,surgery,hunting,forest,99960,>50K<=100K,low
male,68,sixties,dishwasher,restaurant,gymnastics,gym,20880,<=50K,medium
male,74,seventies,graphic_designer,office,jump_rope,street,46740,<=50K,low
female,68,sixties,school_principal,school,hurling,ballpark,94920,>50K<=100K,low
male,51,fifties,mime,theatre,judo,gym,38100,<=50K,low
male,57,fifties,math_teacher,school,gymnastics,gym,47000,<=50K,medium
female,46,forties,decorator,office,hunting,jungle,50850,>50K<=100K,low
female,39,thirties,esthetician,beauty_salon,rock_climbing,wall_rock,34500,<=50K,low
female,37,thirties,nurse,surgery,gymnastics,gym,59590,>50K<=100K,high
male,45,forties,copilot,sky,judo,gym,131080,>100K,high
female,75,seventies,demonstrator,university,marbles,park,33209,<=50K,low
male,23,twenties,dishwasher,tavern,ice_skating,skating_rink,17640,<=50K,low
male,63,sixties,dishwasher,tavern,fishing,sea,20880,<=50K,low
female,63,sixties,graphic_designer,office,darts,pub,46740,<=50K,low
female,68,sixties,nurse,surgery,gymnastics,gym,70800,>50K<=100K,high
male,65,sixties,magician,theatre,dominoes,pub,48000,<=50K,low
male,36,thirties,post_doc,university,ice_hockey,skating_rink,46010,<=50K,medium
male,62,sixties,movie_actor,location,marbles,street,66750,>50K<=100K,high
male,23,twenties,chiropractor,hospital,hurling,ballpark,50160,>50K<=100K,low
male,36,thirties,general_practitioner,surgery,hunting,jungle,139050,>100K,low
male,30,thirties,pharmacist,pharmacy,chess,coffee_shop,113120,>100K,low
male,43,forties,electrician,street,dominoes,bar,50140,>50K<=100K,high
male,74,seventies,magician,circus,rock_climbing,wall_rock,48000,<=50K,high
male,59,fifties,mime,theatre,hurling,ballpark,38100,<=50K,low
female,53,fifties,dishwasher,tavern,gymnastics,gym,19260,<=50K,medium
male,51,fifties,electrician,office,marbles,street,50140,>50K<=100K,high
male,68,sixties,composer,studio,dancing,ballroom,53920,>50K<=100K,low
male,38,thirties,dentist,surgery,dancing,ballroom,134620,>100K,low
male,25,twenties,associate_professor,university,running,cinder_track,60350,>50K<=100K,low
male,32,thirties,pianist,theatre,basketball,basketball_court,41160,<=50K,low
female,47,forties,demonstrator,university,bingo,casino,33209,<=50K,low
male,60,sixties,nurse,surgery,darts,bar,70800,>50K<=100K,high
female,70,seventies,lecturer,university,rugby,ballpark,52900,>50K<=100K,medium
male,46,forties,electrician,street,chess,coffee_shop,50140,>50K<=100K,high
male,38,thirties,magician,circus,scuba_diving,sea,44000,<=50K,high
female,66,sixties,dentist,surgery,dominoes,bar,157480,>100K,low
male,51,fifties,music_teacher,school,judo,gym,48790,<=50K,low
male,61,sixties,miner,mine,jump_rope,street,50440,>50K<=100K,high
male,34,thirties,dentist,surgery,ice_hockey,skating_rink,134620,>100K,medium
female,70,seventies,criminologist,courtroom,boat_racing,sea,77142,>50K<=100K,high
male,23,twenties,opera_star,theatre,fishing,sea,44200,<=50K,low
female,66,sixties,movie_actor,location,chess,cafeteria,66750,>50K<=100K,high
female,50,fifties,graphic_designer,office,running,gym,44460,<=50K,low
male,39,thirties,pharmacist,pharmacy,rock_climbing,wall_rock,113120,>100K,low
female,39,thirties,nurse,surgery,ice_hockey,skating_rink,59590,>50K<=100K,high
female,37,thirties,demonstrator,university,hunting,forest,33209,<=50K,low
male,23,twenties,miner,mine,ice_hockey,skating_rink,47320,<=50K,high
female,26,twenties,opera_star,concert_hall,hunting,jungle,44200,<=50K,low
female,28,twenties,massager,massage_parlor,chess,coffee_shop,38130,<=50K,low
male,38,thirties,magician,circus,bicycling,park,44000,<=50K,high
male,74,seventies,electrician,office,bingo,casino,56580,>50K<=100K,high
male,44,forties,pianist,concert_hall,hunting,forest,41160,<=50K,low
male,41,forties,graphic_designer,office,fishing,sea,44460,<=50K,low
male,74,seventies,basketball_coach,gym,dominoes,pub,51300,>50K<=100K,low
male,62,sixties,lecturer,university,bowling,amusement_park,52900,>50K<=100K,low
male,67,sixties,math_teacher,school,rugby,ballpark,47000,<=50K,medium
female,21,twenties,dentist,hospital,dominoes,bar,114300,>100K,low
female,43,forties,pediatrician,surgery,ice_hockey,skating_rink,145520,>100K,medium
male,49,forties,electrician,office,chess,coffee_shop,50140,>50K<=100K,high
male,45,forties,opera_star,concert_hall,hurling,ballpark,54080,>50K<=100K,low
female,44,forties,esthetician,beauty_salon,fishing,sea,37200,<=50K,low
male,51,fifties,physicist,science_lab,judo,gym,104060,>100K,low
male,28,twenties,nutritionist,surgery,gymnastics,gym,38400,<=50K,medium
male,44,forties,movie_actor,location,roller_skating,skating_rink,90780,>50K<=100K,high
male,66,sixties,clinical_psychologist,hospital,hurling,ballpark,91250,>50K<=100K,low
female,66,sixties,movie_actor,location,ice_hockey,skating_rink,66750,>50K<=100K,high
male,27,twenties,magician,circus,horse_racing,hippodrome,32000,<=50K,high
female,46,forties,math_teacher,school,marbles,street,47000,<=50K,low
female,74,seventies,demonstrator,university,horse_racing,hippodrome,33209,<=50K,medium
male,24,twenties,graphic_designer,office,hurling,ballpark,34960,<=50K,low
male,55,fifties,divorce_lawyer,office,rock_climbing,wall_rock,93220,>50K<=100K,low
male,75,seventies,pharmacist,pharmacy,dancing,ballroom,117600,>100K,low
male,59,fifties,pianist,concert_hall,ice_skating,skating_rink,41160,<=50K,low
female,36,thirties,nutritionist,surgery,chess,coffee_shop,42000,<=50K,low
female,26,twenties,opera_star,theatre,chess,cafeteria,44200,<=50K,low
female,70,seventies,nutritionist,hospital,gymnastics,gym,43600,<=50K,medium
male,52,fifties,miner,mine,hunting,jungle,50440,>50K<=100K,high
female,44,forties,general_practitioner,hospital,fishing,sea,148500,>100K,low
male,28,twenties,lecturer,university,ice_skating,skating_rink,44160,<=50K,low
male,68,sixties,dishwasher,tavern,jump_rope,street,20880,<=50K,low
female,67,sixties,pediatrician,surgery,bowling,amusement_park,157760,>100K,low
female,50,fifties,lecturer,university,ice_hockey,skating_rink,49220,<=50K,medium
male,53,fifties,music_teacher,school,hurling,ballpark,48790,<=50K,low
female,40,forties,math_teacher,school,hurling,ballpark,47000,<=50K,low
male,66,sixties,general_practitioner,hospital,marbles,park,175500,>100K,low
female,21,twenties,esthetician,beauty_salon,jump_rope,park,28200,<=50K,low
male,65,sixties,opera_star,concert_hall,hurling,ballpark,59280,>50K<=100K,low
female,35,thirties,graphic_designer,office,billiards,pub,40660,<=50K,low
male,64,sixties,movie_actor,location,ice_hockey,skating_rink,66750,>50K<=100K,high
male,43,forties,opera_star,theatre,golf,golf_course,54080,>50K<=100K,low
female,22,twenties,optometrist,surgery,hurling,ballpark,91140,>50K<=100K,low
female,31,thirties,criminologist,courtroom,golf,golf_course,56230,>50K<=100K,low
female,53,fifties,movie_actor,location,golf,golf_course,90780,>50K<=100K,high
female,41,forties,massager,massage_parlor,fishing,lake,51250,>50K<=100K,low
female,47,forties,massager,massage_parlor,horse_racing,hippodrome,51250,>50K<=100K,medium
male,26,twenties,magician,circus,judo,gym,32000,<=50K,high
male,40,forties,magician,circus,hunting,forest,44800,<=50K,high
female,22,twenties,pediatrician,hospital,judo,gym,127840,>100K,low
male,41,forties,miner,mine,golf,golf_course,50440,>50K<=100K,high
male,26,twenties,opera_star,theatre,hurling,ballpark,44200,<=50K,low
female,70,seventies,lecturer,university,hurling,ballpark,52900,>50K<=100K,low
male,47,forties,journalist,office,running,gym,53550,>50K<=100K,high
male,71,seventies,math_teacher,school,basketball,basketball_court,47000,<=50K,low
