gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
female,54,fifties,chemist,school,ice_skating,skating_rink,61740,>50K<=100K,low
female,53,fifties,ballet_dancer,theatre,judo,gym,40250,<=50K,low
male,66,sixties,agriculturist,farm,bicycling,park,39900,<=50K,high
male,27,twenties,cardiologist,hospital,bingo,casino,159040,>100K,low
male,71,seventies,chemist,science_lab,darts,bar,73500,>50K<=100K,low
male,71,seventies,architect,architecture,boxing,boxing_ring,88350,>50K<=100K,high
male,56,fifties,agriculturist,countryside,bicycling,park,32100,<=50K,high
male,69,sixties,architect,architecture,bingo,casino,88350,>50K<=100K,medium
male,73,seventies,chiropractor,hospital,hunting,jungle,86070,>50K<=100K,low
male,31,thirties,civil_engineer,architecture,american_football,football_field,65270,>50K<=100K,high
male,21,twenties,dishwasher,restaurant,hurling,ballpark,17640,<=50K,low
male,34,thirties,lecturer,university,hunting,jungle,44620,<=50K,low
female,25,twenties,ballet_dancer,school,auto_racing,racing_circuit,34650,<=50K,high
male,46,forties,mime,street,auto_racing,racing_circuit,38100,<=50K,high
female,53,fifties,baseball_coach,court,american_football,football_field,44840,<=50K,medium
female,58,fifties,ballet_dancer,theatre,baseball,ballpark,40250,<=50K,low
male,28,twenties,composer,studio,dancing,ballroom,45781,<=50K,low
female,21,twenties,assistant_professor,university,auto_racing,racing_circuit,60390,>50K<=100K,high
female,35,thirties,baseball_coach,gym,american_football,football_field,38380,<=50K,medium
male,63,sixties,architect,architecture,volleyball,volleyball_court,88350,>50K<=100K,medium
male,64,sixties,general_practitioner,hospital,boat_racing,sea,175500,>100K,high
male,72,seventies,electrician,house,bingo,casino,56580,>50K<=100K,high
female,50,fifties,criminologist,office,bingo,casino,68777,>50K<=100K,low
male,36,thirties,breeder,farm,baseball,ballpark,29100,<=50K,high
male,67,sixties,advocate,office,boxing,boxing_ring,132800,>100K,low
male,51,fifties,agriculturist,countryside,horse_racing,hippodrome,32100,<=50K,high
male,36,thirties,agriculturist,farm,gymnastics,gym,29100,<=50K,high
female,21,twenties,architect,office,horse_racing,hippodrome,46170,<=50K,medium
female,35,thirties,lecturer,university,fishing,sea,44620,<=50K,low
female,63,sixties,dentist,surgery,bingo,casino,157480,>100K,low
female,52,fifties,choreographer,theatre,basketball,basketball_court,40250,<=50K,low
male,68,sixties,agriculturist,countryside,bingo,casino,39900,<=50K,medium
male,52,fifties,architect,office,american_football,football_field,71250,>50K<=100K,medium
female,44,forties,assistant_professor,university,basketball,basketball_court,62220,>50K<=100K,low
male,29,twenties,physicist,science_lab,bingo,casino,73960,>50K<=100K,low
male,58,fifties,breeder,farm,baseball,ballpark,32100,<=50K,high
male,43,forties,advocate,office,dominoes,bar,118400,>100K,low
male,73,seventies,breeder,farm,billiards,pub,39900,<=50K,high
female,32,thirties,beekeeper,farm,baseball,ballpark,29100,<=50K,high
female,34,thirties,cardiologist,surgery,fishing,lake,232960,>100K,low
female,29,twenties,architect,architecture,billiards,pub,46170,<=50K,medium
female,35,thirties,pediatrician,surgery,baseball,ballpark,138720,>100K,low
female,34,thirties,baseball_coach,gym,boxing,boxing_ring,38380,<=50K,low
female,71,seventies,criminologist,courtroom,bicycling,park,77142,>50K<=100K,low
male,30,thirties,chiropractor,surgery,auto_racing,racing_circuit,62130,>50K<=100K,high
female,22,twenties,demonstrator,university,boat_racing,sea,33209,<=50K,high
female,40,forties,decorator,house,judo,gym,50850,>50K<=100K,low
female,68,sixties,chiropractor,hospital,baseball,ballpark,86070,>50K<=100K,low
female,31,thirties,ballet_dancer,school,bowling,amusement_park,41300,<=50K,low
male,65,sixties,divorce_lawyer,office,boxing,boxing_ring,103490,>100K,low
male,47,forties,baseball_coach,court,boxing,boxing_ring,44840,<=50K,low
male,50,fifties,basketball_coach,court,dancing,ballroom,44840,<=50K,low
male,57,fifties,chiropractor,surgery,horse_racing,hippodrome,72390,>50K<=100K,medium
male,43,forties,beekeeper,countryside,hunting,jungle,32100,<=50K,high
male,30,thirties,agriculturist,farm,dancing,ballroom,29100,<=50K,medium
male,38,thirties,chiropractor,surgery,chess,cafeteria,62130,>50K<=100K,low
male,22,twenties,civil_engineer,architecture,boxing,boxing_ring,54900,>50K<=100K,high
male,59,fifties,public_defender,courtroom,bingo,casino,83740,>50K<=100K,low
male,67,sixties,music_teacher,school,darts,pub,51250,>50K<=100K,low
female,71,seventies,advocate,office,basketball,basketball_court,132800,>100K,low
male,23,twenties,advocate,office,bingo,casino,65600,>50K<=100K,low
male,70,seventies,baseball_coach,court,fishing,river,51300,>50K<=100K,low
male,32,thirties,cardiologist,hospital,boxing,boxing_ring,232960,>100K,low
female,73,seventies,associate_professor,university,bingo,casino,75260,>50K<=100K,low
male,52,fifties,copilot,airport,darts,bar,131080,>100K,high
male,55,fifties,composer,studio,golf,golf_course,53411,>50K<=100K,low
female,40,forties,ballet_dancer,theatre,boxing,boxing_ring,40250,<=50K,low
male,52,fifties,breeder,farm,boat_racing,sea,32100,<=50K,high
male,68,sixties,advocate,courtroom,bicycling,street,132800,>100K,low
male,72,seventies,civil_engineer,office,dancing,ballroom,90280,>50K<=100K,high
female,46,forties,clinical_psychologist,surgery,bowling,amusement_park,84680,>50K<=100K,low
male,68,sixties,beekeeper,farm,horse_racing,hippodrome,39900,<=50K,high
male,24,twenties,math_teacher,school,chess,coffee_shop,47000,<=50K,low
male,38,thirties,beekeeper,farm,dancing,ballroom,29100,<=50K,high
female,75,seventies,esthetician,beauty_salon,baseball,ballpark,40800,<=50K,low
male,59,fifties,dishwasher,tavern,baseball,ballpark,19260,<=50K,low
female,29,twenties,civil_engineer,office,american_football,ballpark,54900,>50K<=100K,high
female,49,forties,associate_professor,university,judo,gym,72420,>50K<=100K,low
female,47,forties,advocate,courtroom,judo,gym,118400,>100K,low
male,72,seventies,dentist,hospital,bicycling,street,157480,>100K,low
female,24,twenties,ballet_dancer,school,horse_racing,hippodrome,34650,<=50K,medium
female,69,sixties,choreographer,theatre,dominoes,pub,40250,<=50K,low
female,26,twenties,choreographer,theatre,golf,golf_course,34650,<=50K,low
male,48,forties,advocate,office,chess,cafeteria,118400,>100K,low
female,36,thirties,massager,massage_parlor,boxing,boxing_ring,44690,<=50K,low
male,55,fifties,general_practitioner,surgery,ice_hockey,skating_rink,148500,>100K,medium
female,64,sixties,chemist,school,horse_racing,hippodrome,73500,>50K<=100K,medium
male,36,thirties,composer,school,ice_hockey,skating_rink,50868,>50K<=100K,medium
female,49,forties,decorator,house,bicycling,street,50850,>50K<=100K,low
female,42,forties,graphic_designer,office,darts,pub,44460,<=50K,low
male,64,sixties,chemist,science_lab,chess,cafeteria,73500,>50K<=100K,low
female,23,twenties,choreographer,theatre,fishing,sea,34650,<=50K,low
male,40,forties,advocate,courtroom,boat_racing,sea,118400,>100K,high
male,55,fifties,beekeeper,countryside,bicycling,street,32100,<=50K,high
male,40,forties,chiropractor,hospital,bicycling,street,72390,>50K<=100K,low
female,22,twenties,clinical_psychologist,hospital,billiards,bar,63510,>50K<=100K,low
male,73,seventies,civil_engineer,architecture,boxing,boxing_ring,90280,>50K<=100K,high
female,65,sixties,basketball_coach,gym,bowling,amusement_park,51300,>50K<=100K,low
male,57,fifties,chiropractor,surgery,auto_racing,racing_circuit,72390,>50K<=100K,high
male,70,seventies,agriculturist,countryside,fishing,lake,39900,<=50K,medium
male,62,sixties,mime,theatre,horse_racing,hippodrome,38100,<=50K,medium
female,71,seventies,divorce_lawyer,office,ice_skating,skating_rink,103490,>100K,low
male,68,sixties,civil_engineer,architecture,horse_racing,hippodrome,90280,>50K<=100K,high
female,50,fifties,esthetician,beauty_salon,basketball,basketball_court,37200,<=50K,low
male,21,twenties,architect,architecture,baseball,ballpark,46170,<=50K,high
male,56,fifties,graphic_designer,office,baseball,ballpark,44460,<=50K,low
male,50,fifties,chiropractor,surgery,gymnastics,gym,72390,>50K<=100K,medium
male,63,sixties,copilot,airport,ice_skating,skating_rink,175160,>100K,high
male,45,forties,dentist,hospital,marbles,park,146050,>100K,low
female,62,sixties,decorator,office,fishing,sea,59850,>50K<=100K,low
female,23,twenties,massager,massage_parlor,boat_racing,sea,38130,<=50K,high
female,73,seventies,chemist,school,boxing,boxing_ring,73500,>50K<=100K,low
female,46,forties,agriculturist,farm,bicycling,park,32100,<=50K,high
male,59,fifties,dentist,surgery,boxing,boxing_ring,146050,>100K,low
