gender,age,semAge,occupation,placeOfWork,activity,placeOfActivity,salaryClass,salaryCatClass,riskOfAccidentClass
male,33,thirties,lecturer,university,dominoes,bar,44620,<=50K,low
male,72,seventies,dentist,surgery,marbles,park,157480,>100K,low
female,28,twenties,criminologist,office,hurling,ballpark,38106,<=50K,low
male,59,fifties,graphic_designer,office,dominoes,bar,44460,<=50K,low
female,41,forties,criminologist,office,bowling,amusement_park,68777,>50K<=100K,low
male,71,seventies,dishwasher,tavern,chess,coffee_shop,20880,<=50K,low
male,58,fifties,pilot,sky,rock_climbing,wall_rock,131080,>100K,high
male,63,sixties,dentist,hospital,ice_hockey,skating_rink,157480,>100K,medium
male,44,forties,composer,house,hunting,forest,53411,>50K<=100K,low
female,59,fifties,esthetician,beauty_salon,marbles,park,37200,<=50K,low
male,48,forties,pilot,airport,bingo,casino,131080,>100K,high
male,39,thirties,dishwasher,restaurant,fishing,river,19260,<=50K,low
male,36,thirties,agriculturist,farm,dominoes,bar,29100,<=50K,medium
female,72,seventies,mime,street,rock_climbing,wall_rock,38100,<=50K,high
male,37,thirties,chiropractor,hospital,rock_climbing,wall_rock,62130,>50K<=100K,low
male,22,twenties,divorce_lawyer,office,judo,gym,66360,>50K<=100K,low
female,65,sixties,optometrist,hospital,judo,gym,111720,>100K,low
male,56,fifties,dishwasher,restaurant,hunting,jungle,19260,<=50K,low
male,64,sixties,breeder,countryside,roller_skating,skating_rink,39900,<=50K,high
female,65,sixties,dentist,surgery,judo,gym,157480,>100K,low
female,67,sixties,optometrist,surgery,jump_rope,street,111720,>100K,low
female,58,fifties,optometrist,surgery,ice_skating,skating_rink,107800,>100K,low
female,40,forties,demonstrator,university,boat_racing,sea,33209,<=50K,high
male,30,thirties,miner,mine,judo,gym,58240,>50K<=100K,high
female,28,twenties,nurse,surgery,boxing,boxing_ring,51330,>50K<=100K,high
male,74,seventies,music_teacher,school,hunting,forest,51250,>50K<=100K,low
male,54,fifties,general_practitioner,hospital,billiards,bar,148500,>100K,low
female,43,forties,music_teacher,school,ice_skating,skating_rink,48790,<=50K,low
female,62,sixties,esthetician,beauty_salon,boxing,boxing_ring,40800,<=50K,low
male,73,seventies,dishwasher,tavern,rugby,ballpark,20880,<=50K,medium
female,64,sixties,visiting_professor,university,ice_hockey,skating_rink,62220,>50K<=100K,medium
male,54,fifties,copilot,sky,dominoes,bar,131080,>100K,high
male,40,forties,dentist,surgery,darts,bar,146050,>100K,low
male,27,twenties,electrician,office,hunting,forest,35420,<=50K,high
male,46,forties,agriculturist,countryside,gymnastics,gym,32100,<=50K,high
female,73,seventies,divorce_lawyer,courtroom,golf,golf_course,103490,>100K,low
female,52,fifties,lecturer,university,ice_hockey,skating_rink,49220,<=50K,medium
male,49,forties,dishwasher,tavern,fishing,lake,19260,<=50K,low
male,64,sixties,demonstrator,university,ice_skating,skating_rink,33209,<=50K,low
male,59,fifties,general_practitioner,hospital,snorkeling,sea,148500,>100K,low
male,57,fifties,general_practitioner,hospital,bingo,casino,148500,>100K,low
female,63,sixties,divorce_lawyer,courtroom,golf,golf_course,103490,>100K,low
male,75,seventies,clinical_psychologist,hospital,hunting,jungle,91250,>50K<=100K,low
male,25,twenties,opera_star,concert_hall,golf,golf_course,44200,<=50K,low
male,52,fifties,civil_engineer,architecture,horse_racing,hippodrome,77470,>50K<=100K,high
female,71,seventies,composer,house,dancing,ballroom,53920,>50K<=100K,low
male,62,sixties,dishwasher,restaurant,darts,pub,20880,<=50K,low
female,53,fifties,criminologist,office,judo,gym,68777,>50K<=100K,low
female,33,thirties,math_teacher,school,gymnastics,gym,47000,<=50K,medium
female,21,twenties,divorce_lawyer,courtroom,ice_skating,skating_rink,66360,>50K<=100K,low
male,32,thirties,criminologist,office,horse_racing,hippodrome,56230,>50K<=100K,medium
female,63,sixties,civil_engineer,architecture,horse_racing,hippodrome,90280,>50K<=100K,high
male,38,thirties,dentist,surgery,golf,golf_course,134620,>100K,low
male,44,forties,mime,street,golf,golf_course,38100,<=50K,medium
male,61,sixties,civil_engineer,office,golf,golf_course,90280,>50K<=100K,high
female,21,twenties,clinical_psychologist,hospital,ice_hockey,skating_rink,63510,>50K<=100K,medium
female,45,forties,demonstrator,university,boxing,boxing_ring,33209,<=50K,low
male,27,twenties,divorce_lawyer,office,horse_racing,hippodrome,66360,>50K<=100K,medium
male,56,fifties,magician,circus,golf,golf_course,44800,<=50K,medium
female,40,forties,graphic_designer,office,bowling,amusement_park,44460,<=50K,low
female,27,twenties,movie_actor,location,gymnastics,gym,71200,>50K<=100K,high
female,49,forties,decorator,office,gymnastics,gym,50850,>50K<=100K,medium
male,51,fifties,composer,house,ice_skating,skating_rink,53411,>50K<=100K,low
female,33,thirties,chemist,science_lab,dancing,ballroom,53410,>50K<=100K,low
male,41,forties,miner,mine,ice_hockey,skating_rink,50440,>50K<=100K,high
male,42,forties,chiropractor,hospital,dominoes,pub,72390,>50K<=100K,low
female,50,fifties,criminologist,courtroom,rock_climbing,wall_rock,68777,>50K<=100K,low
male,32,thirties,lecturer,university,hunting,jungle,44620,<=50K,low
female,65,sixties,chemist,science_lab,rock_climbing,wall_rock,73500,>50K<=100K,low
male,22,twenties,dishwasher,tavern,judo,gym,17640,<=50K,low
female,33,thirties,journalist,office,bowling,amusement_park,29750,<=50K,high
female,67,sixties,esthetician,beauty_salon,marbles,park,40800,<=50K,low
female,71,seventies,graphic_designer,office,hunting,jungle,46740,<=50K,low
female,22,twenties,clinical_psychologist,surgery,boat_racing,sea,63510,>50K<=100K,high
male,23,twenties,advocate,office,ice_hockey,skating_rink,65600,>50K<=100K,medium
female,63,sixties,nurse,surgery,golf,golf_course,70800,>50K<=100K,high
female,52,fifties,esthetician,beauty_salon,marbles,street,37200,<=50K,low
female,53,fifties,esthetician,beauty_salon,fishing,sea,37200,<=50K,low
male,54,fifties,dishwasher,restaurant,rugby,ballpark,19260,<=50K,medium
female,69,sixties,pianist,concert_hall,dancing,ballroom,41160,<=50K,low
female,21,twenties,graphic_designer,office,hunting,jungle,34960,<=50K,low
male,65,sixties,composer,school,dancing,ballroom,53920,>50K<=100K,low
male,32,thirties,math_teacher,school,boat_racing,sea,47000,<=50K,high
male,22,twenties,electrician,office,ice_hockey,skating_rink,35420,<=50K,high
male,53,fifties,electrician,street,hunting,forest,50140,>50K<=100K,high
male,61,sixties,composer,school,hunting,forest,53920,>50K<=100K,low
male,64,sixties,electrician,street,ice_skating,skating_rink,56580,>50K<=100K,high
male,26,twenties,electrician,street,chess,cafeteria,35420,<=50K,high
male,64,sixties,breeder,farm,ice_hockey,skating_rink,39900,<=50K,high
male,68,sixties,clinical_psychologist,hospital,judo,gym,91250,>50K<=100K,low
female,53,fifties,choreographer,theatre,hurling,ballpark,40250,<=50K,low
female,34,thirties,chemist,school,jump_rope,street,53410,>50K<=100K,low
female,71,seventies,civil_engineer,architecture,water-skiing,lake,90280,>50K<=100K,high
male,38,thirties,architect,office,soccer,ballpark,57570,>50K<=100K,low
male,57,fifties,divorce_lawyer,office,chess,cafeteria,93220,>50K<=100K,low
male,50,fifties,demonstrator,university,hunting,forest,33209,<=50K,low
female,21,twenties,demonstrator,university,roller_skating,skating_rink,33209,<=50K,low
male,41,forties,music_teacher,school,ice_hockey,skating_rink,48790,<=50K,medium
male,55,fifties,chemist,school,rugby,ballpark,61740,>50K<=100K,medium
male,32,thirties,demonstrator,university,hurling,ballpark,33209,<=50K,low
male,62,sixties,chiropractor,hospital,volleyball,volleyball_court,86070,>50K<=100K,low
male,73,seventies,chiropractor,hospital,horse_racing,hippodrome,86070,>50K<=100K,medium
male,54,fifties,pianist,theatre,hunting,forest,41160,<=50K,low
male,66,sixties,opera_star,concert_hall,gymnastics,gym,59280,>50K<=100K,medium
male,71,seventies,choreographer,theatre,jump_rope,street,40250,<=50K,low
male,69,sixties,dishwasher,tavern,gymnastics,gym,20880,<=50K,medium
female,62,sixties,demonstrator,university,boat_racing,sea,33209,<=50K,high
male,40,forties,chemist,science_lab,billiards,pub,61740,>50K<=100K,low
male,64,sixties,mime,street,horse_racing,hippodrome,38100,<=50K,high
male,60,sixties,dishwasher,tavern,bingo,casino,20880,<=50K,low
female,61,sixties,clinical_psychologist,surgery,horse_racing,hippodrome,91250,>50K<=100K,medium
male,44,forties,math_teacher,school,hurling,ballpark,47000,<=50K,low
male,56,fifties,electrician,office,ice_skating,skating_rink,50140,>50K<=100K,high
male,42,forties,civil_engineer,office,marbles,street,77470,>50K<=100K,high
male,67,sixties,dishwasher,restaurant,billiards,pub,20880,<=50K,low
female,69,sixties,music_teacher,school,rugby,ballpark,51250,>50K<=100K,medium
female,34,thirties,magician,theatre,horse_racing,hippodrome,44000,<=50K,medium
male,66,sixties,massager,massage_parlor,billiards,bar,77900,>50K<=100K,low
male,23,twenties,civil_engineer,office,hunting,jungle,54900,>50K<=100K,high
female,42,forties,journalist,office,ice_skating,skating_rink,53550,>50K<=100K,high
male,62,sixties,clinical_psychologist,hospital,wrestling,wrestling_ring,91250,>50K<=100K,medium
male,42,forties,breeder,countryside,judo,gym,32100,<=50K,high
female,46,forties,graphic_designer,office,judo,gym,44460,<=50K,low
male,29,twenties,physicist,science_lab,wrestling,wrestling_ring,73960,>50K<=100K,medium
female,69,sixties,divorce_lawyer,courtroom,darts,bar,103490,>100K,low
female,41,forties,choreographer,theatre,bowling,amusement_park,40250,<=50K,low
male,75,seventies,surgeon,hospital,golf,golf_course,278400,>100K,low
female,30,thirties,nurse,surgery,judo,gym,59590,>50K<=100K,high
male,63,sixties,dentist,surgery,boxing,boxing_ring,157480,>100K,low
female,57,fifties,decorator,office,fishing,lake,50850,>50K<=100K,low
female,49,forties,decorator,house,boxing,boxing_ring,50850,>50K<=100K,low
male,42,forties,miner,mine,chess,cafeteria,50440,>50K<=100K,high
male,46,forties,criminologist,courtroom,hunting,forest,68777,>50K<=100K,low
male,74,seventies,demonstrator,university,running,gym,33209,<=50K,low
male,40,forties,composer,studio,golf,golf_course,53411,>50K<=100K,low
male,71,seventies,miner,mine,boat_racing,sea,50440,>50K<=100K,high
female,37,thirties,opera_star,theatre,horse_racing,hippodrome,51480,>50K<=100K,medium
male,28,twenties,divorce_lawyer,office,rock_climbing,wall_rock,66360,>50K<=100K,low
female,23,twenties,clinical_psychologist,hospital,gymnastics,gym,63510,>50K<=100K,medium
male,72,seventies,copilot,sky,judo,gym,175160,>100K,high
male,71,seventies,chiropractor,surgery,bicycling,park,86070,>50K<=100K,low
male,51,fifties,physicist,science_lab,darts,pub,104060,>100K,low
female,52,fifties,criminologist,courtroom,chess,cafeteria,68777,>50K<=100K,low
male,57,fifties,dentist,surgery,running,cinder_track,146050,>100K,low
female,63,sixties,music_teacher,school,ice_hockey,skating_rink,51250,>50K<=100K,medium
male,61,sixties,movie_actor,location,judo,gym,66750,>50K<=100K,high
male,43,forties,composer,school,ice_skating,skating_rink,53411,>50K<=100K,low
male,47,forties,mime,circus,dancing,ballroom,38100,<=50K,medium
female,45,forties,massager,massage_parlor,chess,coffee_shop,51250,>50K<=100K,low
female,33,thirties,chiropractor,surgery,dominoes,bar,62130,>50K<=100K,low
female,29,twenties,breeder,countryside,jump_rope,park,24300,<=50K,high
female,48,forties,journalist,office,fishing,river,53550,>50K<=100K,high
female,43,forties,magician,circus,jump_rope,street,44800,<=50K,medium
male,69,sixties,copilot,airport,boat_racing,sea,175160,>100K,high
male,47,forties,mime,street,dancing,ballroom,38100,<=50K,medium
male,32,thirties,clinical_psychologist,surgery,hunting,forest,73730,>50K<=100K,low
male,38,thirties,lecturer,university,ice_skating,skating_rink,44620,<=50K,low
female,46,forties,decorator,office,chess,coffee_shop,50850,>50K<=100K,low
female,27,twenties,choreographer,theatre,darts,bar,34650,<=50K,low
